dive,U_DAC,V_DAC,start_time,end_time,start_latitude,end_latitude,start_longitude,end_longitude
80,0.032510404,0.1515608,2025-06-02 19:59:17,2025-06-02 20:26:29,47.702168,47.70185,-122.42398,-122.42292
81,0.0019269518,-0.015691787,2025-06-02 20:30:22,2025-06-02 21:34:28,47.701683,47.701233,-122.42326,-122.422516
82,0.018196722,0.11616723,2025-06-02 21:39:29,2025-06-02 22:36:17,47.701332,47.700584,-122.42305,-122.42323
83,0.015105733,0.055010997,2025-06-02 22:40:40,2025-06-02 23:06:35,47.700466,47.699585,-122.423836,-122.424164
84,-0.038308725,0.2376753,2025-06-02 23:10:23,2025-06-02 23:50:21,47.699333,47.704582,-122.42465,-122.4257
85,-0.0106913205,0.19394283,2025-06-02 23:54:59,2025-06-03 00:34:17,47.70442,47.70862,-122.42693,-122.42705
86,-0.00286277,0.1387289,2025-06-03 00:38:47,2025-06-03 01:17:23,47.70845,47.7114,-122.428116,-122.42803
87,-0.012658559,0.08094193,2025-06-03 01:21:53,2025-06-03 02:21:33,47.71125,47.713917,-122.42885,-122.42925
88,-0.03838424,0.008377099,2025-06-03 02:26:53,2025-06-03 03:29:03,47.713417,47.713783,-122.42983,-122.43152
89,0.03904514,0.0018250751,2025-06-03 03:34:29,2025-06-03 04:07:28,47.712685,47.712784,-122.432,-122.4309
90,0.0070139277,0.028942881,2025-06-03 04:11:41,2025-06-03 04:42:29,47.71185,47.712368,-122.43115,-122.4309
91,0.005782144,0.033809442,2025-06-03 04:46:35,2025-06-03 05:17:40,47.711132,47.71185,-122.4309,-122.4307
92,-0.0037329353,0.089856416,2025-06-03 05:21:41,2025-06-03 05:52:58,47.71075,47.71225,-122.43085,-122.430885
93,0.017799364,0.14231285,2025-06-03 05:57:05,2025-06-03 06:29:29,47.711033,47.713432,-122.43115,-122.43065
94,-0.05078785,0.13858537,2025-06-03 06:33:29,2025-06-03 07:39:34,47.712532,47.717415,-122.430984,-122.433464
95,0.085742064,0.20313436,2025-06-03 07:45:40,2025-06-03 08:37:58,47.716835,47.72257,-122.43432,-122.43065
96,0.07905094,0.22639689,2025-06-03 08:45:11,2025-06-03 09:49:59,47.7223,47.729733,-122.43075,-122.42613
97,0.24085018,0.37563854,2025-06-03 09:55:22,2025-06-03 11:03:10,47.730217,47.743683,-122.42606,-122.41327
98,-0.05417468,0.4644828,2025-06-03 11:09:04,2025-06-03 12:07:03,47.74445,47.7588,-122.41247,-122.414635
99,0.025654469,0.3008828,2025-06-03 12:12:11,2025-06-03 12:55:22,47.759617,47.76805,-122.415,-122.41025
100,-0.008661661,0.3576898,2025-06-03 12:59:58,2025-06-03 14:03:23,47.768734,47.780766,-122.41045,-122.41053
101,0.0020301808,0.20926543,2025-06-03 14:08:47,2025-06-03 15:06:52,47.780884,47.787365,-122.4101,-122.41
102,0.0066490117,0.18666233,2025-06-03 15:12:11,2025-06-03 15:58:51,47.78697,47.791534,-122.410065,-122.40981
103,0.008515929,0.17391992,2025-06-03 16:04:21,2025-06-03 16:41:35,47.791267,47.79468,-122.40992,-122.40963
104,-0.009213429,0.05507452,2025-06-03 16:45:47,2025-06-03 17:47:34,47.794582,47.7965,-122.40967,-122.41012
105,-0.027170083,0.10861422,2025-06-03 17:55:04,2025-06-03 18:58:03,47.7961,47.799732,-122.40953,-122.41115
106,-0.06708046,0.29562968,2025-06-03 19:02:59,2025-06-03 19:34:59,47.7996,47.804718,-122.411385,-122.4131
107,-0.014213704,0.29436606,2025-06-03 19:39:05,2025-06-03 20:14:29,47.8043,47.81,-122.41325,-122.41358
108,-0.049207304,0.31483752,2025-06-03 20:18:47,2025-06-03 20:52:28,47.809715,47.81555,-122.41385,-122.41495
109,-0.010162251,0.33843434,2025-06-03 20:56:40,2025-06-03 21:30:29,47.8153,47.821518,-122.41537,-122.41547
110,0.032729577,0.267588,2025-06-03 21:34:29,2025-06-03 22:05:33,47.82145,47.825485,-122.4159,-122.41445
111,0.02886582,0.25394124,2025-06-03 22:09:28,2025-06-03 22:42:29,47.82567,47.82965,-122.41475,-122.4135
112,-0.029983284,0.12991431,2025-06-03 22:46:29,2025-06-03 23:11:23,47.8296,47.831684,-122.41382,-122.41306
113,-0.102876015,0.08949852,2025-06-03 23:16:29,2025-06-03 23:41:34,47.831516,47.8338,-122.41362,-122.41299
114,0.03306114,-0.16469048,2025-06-03 23:45:10,2025-06-04 00:19:23,47.83357,47.830383,-122.413185,-122.411964
115,0.0077646407,-0.17808484,2025-06-04 00:23:34,2025-06-04 00:56:59,47.830067,47.8268,-122.41258,-122.41161
116,0.016048646,-0.2175094,2025-06-04 01:00:58,2025-06-04 01:34:16,47.82662,47.82255,-122.41209,-122.41098
117,-0.014735196,-0.26204973,2025-06-04 01:38:16,2025-06-04 02:11:58,47.8223,47.8173,-122.41157,-122.41147
118,-0.022460224,-0.28446493,2025-06-04 02:15:59,2025-06-04 02:55:05,47.81703,47.8111,-122.41198,-122.4127
119,-0.10782574,-0.32000262,2025-06-04 03:02:52,2025-06-04 03:35:53,47.810066,47.804466,-122.41312,-122.41648
120,0.0012559589,-0.3546148,2025-06-04 03:39:47,2025-06-04 04:11:53,47.803818,47.7977,-122.41672,-122.41607
121,0.0038711964,-0.38514394,2025-06-04 04:15:52,2025-06-04 04:48:17,47.79685,47.79003,-122.4164,-122.415634
122,0.071796566,-0.38212004,2025-06-04 04:52:26,2025-06-04 05:25:03,47.789318,47.782635,-122.41605,-122.413536
123,-0.051408354,-0.29387128,2025-06-04 05:29:17,2025-06-04 06:01:57,47.78215,47.77717,-122.41333,-122.41527
124,-0.053682078,-0.2414559,2025-06-04 06:06:11,2025-06-04 06:39:10,47.77648,47.77252,-122.41507,-122.41693
125,-0.08246559,-0.20422226,2025-06-04 06:43:28,2025-06-04 07:15:51,47.771767,47.76835,-122.41679,-122.419365
126,-0.0073061185,-0.16200535,2025-06-04 07:19:53,2025-06-04 07:53:29,47.767517,47.764465,-122.41956,-122.41918
127,-0.008487394,-0.088562004,2025-06-04 07:57:29,2025-06-04 08:29:03,47.76388,47.762283,-122.4195,-122.41922
128,-0.050718345,-0.05211516,2025-06-04 08:33:33,2025-06-04 09:06:34,47.762466,47.761433,-122.4197,-122.42046
129,-0.0025310426,0.03372141,2025-06-04 09:10:40,2025-06-04 09:43:59,47.761665,47.7621,-122.42095,-122.4204
130,0.0360236,0.07803396,2025-06-04 09:47:58,2025-06-04 10:21:47,47.762466,47.763683,-122.42077,-122.41911
131,-0.006023392,0.09986978,2025-06-04 10:25:46,2025-06-04 10:59:10,47.7644,47.765884,-122.4192,-122.41885
132,0.024981756,0.12611875,2025-06-04 11:03:16,2025-06-04 11:36:41,47.766666,47.768585,-122.41859,-122.41738
133,-0.010514677,0.13948497,2025-06-04 11:40:40,2025-06-04 12:13:40,47.769283,47.7713,-122.41685,-122.41683
134,0.049148984,0.16860731,2025-06-04 12:17:46,2025-06-04 12:50:03,47.7722,47.774883,-122.416214,-122.41433
135,0.030506697,0.0812768,2025-06-04 12:53:59,2025-06-04 13:26:40,47.77545,47.7765,-122.413414,-122.41227
136,-0.015632432,0.012910251,2025-06-04 13:32:59,2025-06-04 14:07:10,47.7768,47.77695,-122.41102,-122.41147
137,-0.008974692,-0.0007908168,2025-06-04 14:11:29,2025-06-04 14:48:28,47.777283,47.777332,-122.41109,-122.41137
138,0.006298293,-0.06478096,2025-06-04 14:54:59,2025-06-04 15:26:58,47.77765,47.776318,-122.41102,-122.41147
139,-0.032049075,-0.17728701,2025-06-04 15:31:10,2025-06-04 16:04:57,47.776585,47.773335,-122.411064,-122.41265
140,-0.020151377,-0.24360402,2025-06-04 16:08:59,2025-06-04 16:42:17,47.77275,47.768265,-122.41212,-122.413284
141,0.00024649614,-0.22084726,2025-06-04 16:46:34,2025-06-04 17:19:22,47.76782,47.7639,-122.41305,-122.41375
142,-0.032194108,-0.23278025,2025-06-04 17:23:23,2025-06-04 17:59:11,47.76362,47.759216,-122.41338,-122.41483
143,-0.023995861,-0.23765063,2025-06-04 18:03:17,2025-06-04 18:34:47,47.75845,47.75453,-122.41455,-122.41573
144,-0.052506052,-0.27419755,2025-06-04 18:38:53,2025-06-04 19:40:33,47.75415,47.745434,-122.4154,-122.41842
145,-0.01581855,-0.24149992,2025-06-04 19:45:58,2025-06-04 20:24:17,47.745117,47.740368,-122.417984,-122.4177
146,-0.036320366,-0.21099898,2025-06-04 20:28:35,2025-06-04 21:26:03,47.740368,47.733833,-122.4175,-122.419716
147,-0.010677145,-0.17789856,2025-06-04 21:31:20,2025-06-04 22:37:28,47.734184,47.727818,-122.419235,-122.41985
148,-0.053322196,-0.16073047,2025-06-04 22:43:16,2025-06-04 23:46:11,47.72843,47.722916,-122.41922,-122.422134
149,-0.035973568,-0.19928518,2025-06-04 23:51:46,2025-06-05 00:53:21,47.723267,47.7166,-122.42157,-122.42347
150,-0.061092265,-0.23467289,2025-06-05 00:58:52,2025-06-05 02:03:33,47.7171,47.709084,-122.42288,-122.42598
151,-0.017800793,-0.29407793,2025-06-05 02:09:11,2025-06-05 03:03:40,47.709034,47.700333,-122.425964,-122.42678
152,-0.08107338,-0.07536604,2025-06-05 03:11:05,2025-06-05 03:50:17,47.699833,47.701183,-122.427216,-122.429535
153,-0.10622534,-0.09175694,2025-06-05 03:54:53,2025-06-05 04:36:21,47.70065,47.700035,-122.429565,-122.42905
154,-0.14672346,-0.112319335,2025-06-05 04:40:53,2025-06-05 05:27:04,47.6996,47.699417,-122.42968,-122.42865
155,-0.1570732,-0.114838496,2025-06-05 05:31:53,2025-06-05 06:20:47,47.698967,47.699684,-122.42934,-122.42847
156,-0.1452115,-0.09730637,2025-06-05 06:28:22,2025-06-05 07:20:23,47.698616,47.7009,-122.42973,-122.42862
157,-0.12888983,-0.036364477,2025-06-05 07:27:17,2025-06-05 08:19:23,47.70005,47.7028,-122.42985,-122.42745
158,-0.1208896,0.0013874331,2025-06-05 08:26:47,2025-06-05 09:28:22,47.7023,47.709415,-122.42844,-122.42715
159,-0.06748866,0.080898724,2025-06-05 09:36:57,2025-06-05 10:43:28,47.709534,47.71975,-122.42783,-122.4241
160,-0.035910223,0.09608087,2025-06-05 10:49:29,2025-06-05 11:52:04,47.720284,47.731117,-122.42423,-122.42101
161,0.07047569,0.16438344,2025-06-05 11:59:41,2025-06-05 13:02:22,47.73245,47.74585,-122.41998,-122.41389
162,-0.042382687,0.22018126,2025-06-05 13:08:16,2025-06-05 14:14:34,47.7465,47.761883,-122.41385,-122.41943
163,-0.021095565,0.2181738,2025-06-05 14:20:17,2025-06-05 15:06:52,47.762867,47.768833,-122.41956,-122.4153
164,-0.004288083,0.05811278,2025-06-05 15:11:47,2025-06-05 16:13:03,47.769432,47.764084,-122.41525,-122.4141
165,-0.04003138,-0.037008934,2025-06-05 16:18:29,2025-06-05 17:16:41,47.7641,47.770332,-122.41405,-122.417336
166,-0.017251262,-0.10233093,2025-06-05 17:21:52,2025-06-05 18:19:53,47.770382,47.77415,-122.41748,-122.417114
167,-0.009758438,-0.12328504,2025-06-05 18:25:22,2025-06-05 19:25:03,47.773983,47.777267,-122.41679,-122.41665
168,-0.013315193,-0.12656868,2025-06-05 19:30:29,2025-06-05 20:25:11,47.7765,47.780167,-122.41617,-122.4167
169,-0.023658505,-0.054343056,2025-06-05 20:30:35,2025-06-05 21:29:28,47.77915,47.7845,-122.415985,-122.41685
170,-0.030924784,0.03623322,2025-06-05 21:34:59,2025-06-05 22:38:23,47.78367,47.7924,-122.41708,-122.41742
171,-0.044683732,0.09958922,2025-06-05 22:43:59,2025-06-05 23:49:10,47.7913,47.80275,-122.417984,-122.4191
172,-0.037954357,0.13412933,2025-06-05 23:54:41,2025-06-06 00:52:52,47.8024,47.8131,-122.41962,-122.41898
173,-0.039286498,0.10664405,2025-06-06 01:00:41,2025-06-06 01:55:11,47.812782,47.821865,-122.419235,-122.4189
174,-0.058258295,0.044597395,2025-06-06 02:00:29,2025-06-06 02:52:57,47.821533,47.82847,-122.419365,-122.41873
175,-0.04384365,0.0004522295,2025-06-06 02:58:40,2025-06-06 03:45:34,47.82735,47.832233,-122.41911,-122.416466
176,-0.010569334,-0.018443916,2025-06-06 03:53:03,2025-06-06 04:31:16,47.831665,47.834415,-122.41832,-122.41423
177,0.030993309,-0.07927313,2025-06-06 04:36:03,2025-06-06 05:30:33,47.834034,47.8258,-122.415215,-122.41251
178,-0.004928977,-0.08714756,2025-06-06 05:38:22,2025-06-06 06:30:11,47.825733,47.8177,-122.41375,-122.41428
179,-0.0060125026,-0.06221529,2025-06-06 06:37:46,2025-06-06 07:29:34,47.817432,47.810184,-122.41545,-122.414635
180,0.0006366843,-0.056700688,2025-06-06 07:37:16,2025-06-06 08:29:29,47.809082,47.802532,-122.415,-122.41344
181,-0.035985105,-0.008574208,2025-06-06 08:36:41,2025-06-06 09:25:41,47.80168,47.7967,-122.413536,-122.41441
182,-0.008065837,0.1191296,2025-06-06 09:35:51,2025-06-06 10:28:58,47.7957,47.793716,-122.415115,-122.41392
183,-0.02515028,0.2451342,2025-06-06 10:34:16,2025-06-06 11:26:52,47.793983,47.79515,-122.41365,-122.41407
184,0.004552837,0.32128558,2025-06-06 11:34:22,2025-06-06 12:34:04,47.794716,47.7991,-122.414085,-122.411964
185,0.012419596,0.2552765,2025-06-06 12:39:28,2025-06-06 13:36:03,47.799435,47.80175,-122.41258,-122.41088
186,0.037227053,0.2478309,2025-06-06 13:43:34,2025-06-06 14:26:35,47.80258,47.8038,-122.41103,-122.41082
187,0.011697745,0.17697497,2025-06-06 14:31:17,2025-06-06 15:24:33,47.804016,47.803333,-122.41071,-122.4105
188,-0.060452487,-0.007807264,2025-06-06 15:34:17,2025-06-06 16:28:35,47.803883,47.797615,-122.40977,-122.41351
189,-0.019761743,-0.11068229,2025-06-06 16:33:58,2025-06-06 17:23:35,47.79765,47.789284,-122.41327,-122.41407
190,-0.0053454917,-0.17009617,2025-06-06 17:30:41,2025-06-06 18:21:34,47.78845,47.77915,-122.41444,-122.41655
191,0.0012491487,-0.15673357,2025-06-06 18:28:58,2025-06-06 19:09:59,47.778465,47.771416,-122.417015,-122.4184
192,0.02454893,-0.1871463,2025-06-06 19:14:29,2025-06-06 19:56:47,47.7705,47.76272,-122.41808,-122.41852
193,0.0075245583,-0.12824468,2025-06-06 20:01:40,2025-06-06 20:56:22,47.761517,47.764267,-122.4177,-122.41872
194,-0.01766748,-0.038060006,2025-06-06 21:04:47,2025-06-06 22:01:33,47.762867,47.7682,-122.4185,-122.419464
195,-0.016340526,0.0220446,2025-06-06 22:07:05,2025-06-06 23:03:29,47.767616,47.76285,-122.41918,-122.4189
196,0.011174471,0.049563505,2025-06-06 23:08:59,2025-06-07 00:04:47,47.76195,47.757584,-122.41915,-122.41783
197,-0.012170333,0.09536428,2025-06-07 00:12:10,2025-06-07 01:16:59,47.7564,47.7523,-122.418564,-122.41932
198,-0.0076598125,0.1343276,2025-06-07 01:22:40,2025-06-07 02:29:53,47.752018,47.74895,-122.41994,-122.419785
199,0.033756915,0.096236356,2025-06-07 02:35:46,2025-06-07 03:37:41,47.749268,47.74545,-122.4198,-122.41748
200,0.033691183,0.024448711,2025-06-07 03:43:11,2025-06-07 04:48:23,47.74555,47.73937,-122.41715,-122.41827
201,0.0027172223,-0.08041929,2025-06-07 04:54:33,2025-06-07 06:00:21,47.739315,47.72975,-122.4181,-122.42139
202,-0.042287555,-0.13534296,2025-06-07 06:05:59,2025-06-07 07:13:57,47.729515,47.71695,-122.421585,-122.427086
203,-0.08555676,-0.14745319,2025-06-07 07:19:47,2025-06-07 08:04:59,47.716167,47.708233,-122.4269,-122.42855
204,-0.11983604,-0.050052837,2025-06-07 08:12:05,2025-06-07 09:07:28,47.70735,47.711983,-122.42828,-122.43018
205,-0.056665204,0.013744502,2025-06-07 09:15:52,2025-06-07 10:09:17,47.7111,47.716583,-122.4296,-122.42712
206,-0.007055254,0.08812204,2025-06-07 10:16:40,2025-06-07 11:14:59,47.716316,47.725285,-122.42705,-122.422935
207,0.019313153,0.14479452,2025-06-07 11:20:22,2025-06-07 12:15:53,47.725266,47.7357,-122.42281,-122.41975
208,-0.008855355,0.24686868,2025-06-07 12:23:11,2025-06-07 13:19:58,47.73615,47.750282,-122.41988,-122.41897
209,-0.076274104,0.34366417,2025-06-07 13:25:11,2025-06-07 14:18:11,47.751266,47.766167,-122.41905,-122.4178
210,-0.01668445,0.343464,2025-06-07 14:25:16,2025-06-07 15:06:59,47.7676,47.771267,-122.41728,-122.4158
211,-0.01727653,0.24983531,2025-06-07 15:11:40,2025-06-07 15:51:10,47.7709,47.772182,-122.41485,-122.4157
212,-0.029849775,0.13200639,2025-06-07 15:55:53,2025-06-07 16:54:16,47.77175,47.769817,-122.41558,-122.4167
213,0.0016132744,0.051646795,2025-06-07 16:59:40,2025-06-07 17:38:33,47.769466,47.767715,-122.41675,-122.4136
214,-0.024996454,-0.033568017,2025-06-07 17:42:59,2025-06-07 18:24:05,47.76725,47.77115,-122.41383,-122.414635
215,-0.009413113,-0.14109616,2025-06-07 18:28:53,2025-06-07 19:28:33,47.7701,47.771683,-122.414764,-122.4154
216,0.0021428217,-0.2005773,2025-06-07 19:34:23,2025-06-07 20:32:59,47.770267,47.7707,-122.41523,-122.41525
217,-0.01112034,-0.20620923,2025-06-07 20:38:40,2025-06-07 21:35:03,47.7691,47.7693,-122.41503,-122.41555
218,0.037539937,-0.10598754,2025-06-07 21:40:34,2025-06-07 22:39:29,47.767918,47.77075,-122.41565,-122.41351
219,-0.00874907,0.0061654714,2025-06-07 22:44:47,2025-06-07 23:25:29,47.76975,47.773815,-122.41355,-122.41478
