version: 66.14
glider: 195
mission: 21
dive: 186
start: 5 19 105 23 47 20
columns: rec,elaps_tms,depth,heading,pitch,roll,AD_pitch,AD_roll,AD_vbd,GC_phase,mag.x,mag.y,mag.z,sbect.TempFreq,sbect.CondFreq,wlbb2fl.sig470nm,wlbb2fl.sig700nm,wlbb2fl.sig695nm,wlbb2fl.temp,aa4330.O2,aa4330.AirSat,aa4330.Temp,aa4330.CalPhase,aa4330.TCPhase,
data:
0 17294 47 1027 -583 22 168 2216 1280 6 16 -339 73 174311 136240 73 91 52 533 250566 98492 25750 29126 30532
1 9985 0 54 -52 44 0 0 0 0 -3 19 41 -461 -4 N N N N -1864 -267 261 -18 -18
1 9999 3 -21 4 144 0 0 0 0 -15 31 49 67 -9 N N N N 3050 674 -293 -21 -21
1 10002 -1 100 73 -200 0 0 0 0 -22 -29 -40 -53 2 N N N N -199 24 56 -13 -13
1 10015 7 7 -43 -23 0 0 0 0 15 -2 -7 50 0 60 79 50 532 -1642 -399 137 19 19
1 9983 -5 0 16 115 0 0 0 0 -18 30 46 0 -8 N N N N 583 3 -126 23 23
1 8762 6 -4 16 -173 1 1 21 -4 6 -47 -76 -154 2 N N N N 1052 327 -48 -28 -28
1 9946 -1 -75 -72 78 -1 0 260 0 29 2 2 332 3 N N N N -2446 -402 313 -12 -12
1 10035 39 94 -41 -45 0 -3 253 0 -2 9 19 -256 -6 49 105 50 532 -2316 -46 489 -83 -83
1 9984 32 70 -79 0 0 3 269 0 13 17 26 416 -4 N N N N 795 395 44 -52 -52
1 9920 25 -275 115 67 0 0 271 0 19 -34 -84 -430 -4 N N N N 239 182 48 -28 -28
1 10113 51 -27 -44 -99 0 -1 270 0 9 -10 -69 99 3 N N N N 295 148 17 -19 -19
1 14574 225 -86 -31 52 652 1 160 -1 16 3 -19 -96 32 44 91 51 532 101 90 28 -15 -15
1 10864 221 45 455 25 1841 -1 157 1 -51 0 79 543 155 N N N N -59 -96 -41 17 17
1 8118 90 34 67 -3 0 0 341 1 -28 0 4 238 87 N N N N 326 -59 -105 26 26
1 16570 236 136 -13 -123 0 -1407 26 1 -64 -1 -32 61 41 N N N N 582 70 -91 8 8
1 10016 155 115 -5 -4 0 0 0 0 -51 19 24 29 13 47 108 58 532 -335 -177 -24 24 24
1 11099 167 112 4 -1 0 0 0 0 -49 29 19 25 10 N N N N 144 3 -30 5 5
1 9999 171 118 3 1 0 0 0 0 -39 40 28 38 12 N N N N -214 -100 -9 13 13
1 10474 160 105 -8 -2 0 0 0 0 -28 41 19 39 12 N N N N 203 37 -24 0 0
1 10015 170 89 3 4 0 0 0 0 -19 41 15 56 17 43 92 66 531 -164 -89 -13 12 12
1 11044 179 81 0 4 0 0 0 0 -9 40 13 115 39 N N N N -109 -75 -18 12 12
1 9999 154 28 -2 0 0 0 0 0 -3 14 3 237 66 N N N N -34 -88 -42 17 17
1 9715 150 -4 -3 5 0 0 0 0 2 -1 2 267 80 N N N N -236 -187 -52 30 30
1 10656 176 -34 -1 -1 0 0 0 0 3 -17 -5 439 126 42 91 72 531 -464 -330 -81 51 51
1 11045 170 -65 0 -2 0 0 0 0 9 -32 -8 616 179 N N N N -432 -423 -142 73 73
1 9997 148 -51 7 0 0 0 0 0 7 -23 -10 788 232 N N N N -627 -551 -171 93 93
1 10350 152 -62 1 4 0 0 0 0 13 -26 -10 772 234 N N N N -916 -663 -172 106 106
1 10254 127 -42 2 3 0 0 0 0 10 -17 -8 751 236 44 90 82 531 -1485 -910 -186 139 139
1 11043 159 -24 0 -4 0 0 0 0 6 -10 -7 749 216 N N N N -1320 -941 -244 154 154
1 9999 122 13 3 -2 0 0 0 0 -4 5 1 257 36 N N N N -1346 -827 -174 130 130
1 10765 141 7 -5 2 0 0 0 0 -2 3 2 278 0 N N N N -1129 -616 -104 92 92
1 10014 129 27 7 -4 0 0 0 0 -8 10 3 351 94 42 88 92 531 -124 -196 -85 39 39
1 11046 141 42 5 2 0 0 0 0 -12 19 6 409 118 N N N N -9 -209 -120 48 48
1 9998 128 12 -10 -11 0 0 0 0 1 2 3 249 78 N N N N -333 -302 -101 55 55
1 10355 128 44 26 9 0 0 0 0 -17 24 -1 538 128 N N N N 48 -216 -136 52 52
1 10016 121 8 -34 24 0 0 0 0 9 7 21 216 33 45 92 101 531 -616 -419 -107 71 71
