version: 66.14
glider: 195
mission: 21
dive: 73
start: 4 21 105 17 19 30
columns: rec,elaps_tms,depth,heading,pitch,roll,AD_pitch,AD_roll,AD_vbd,GC_phase,mag.x,mag.y,mag.z,sbect.TempFreq,sbect.CondFreq,wlbb2fl.sig470nm,wlbb2fl.sig700nm,wlbb2fl.sig695nm,wlbb2fl.temp,aa4330.O2,aa4330.AirSat,aa4330.Temp,aa4330.CalPhase,aa4330.TCPhase,
data:
0 11774 51 1208 -557 -10 157 2193 1314 6 -70 -315 113 175290 136504 45 94 65 534 253926 98909 25254 29171 30577
1 4924 -5 -197 -121 138 0 0 0 0 71 -12 -14 -69 -3 0 4 6 0 N N N N N
1 5209 0 -54 90 -102 0 0 0 0 -1 -25 -74 65 0 1 -4 -3 -1 254730 99713 25523 29033 30439
1 5255 -6 130 -60 -34 0 0 0 0 -18 12 42 63 -2 0 8 2 0 N N N N N
1 4843 2 -154 83 164 0 0 0 0 15 3 9 -50 -1 0 -5 0 0 254941 98715 24931 29251 30657
1 5991 7 118 -160 -131 0 0 0 0 3 -4 -11 -66 0 0 0 -2 0 N N N N N
1 6818 -8 35 111 -101 0 0 0 0 -15 -9 -28 18 0 -1 -3 0 0 255323 98840 24919 29240 30646
1 5312 6 -241 9 257 0 0 0 0 38 7 11 -37 -2 -1 3 -1 0 N N N N N
1 4854 -14 117 -25 -103 0 0 0 0 -32 -4 -1 72 6 0 3 -1 0 255091 98725 24905 29255 30661
1 6000 9 16 37 -39 0 0 0 0 20 2 2 16 1 6 -1 1 0 N N N N N
1 4856 8 12 -82 -112 0 0 0 0 -1 -11 -60 -22 -2 -7 -6 1 0 255933 98952 24851 29240 30646
1 5925 0 -148 26 139 0 0 0 0 20 2 -1 -150 1 3 2 0 0 N N N N N
1 7995 -7 115 58 -39 0 0 7 -4 -19 4 43 -37 1 1 4 3 0 255078 98868 24986 29224 30630
1 6563 6 -137 -64 55 -1 0 166 0 28 -2 -44 178 -2 3 -2 -5 0 N N N N N
1 6769 27 204 -22 -233 -1 1 175 0 -30 -4 -21 -70 1 -4 1 2 0 250294 98592 25865 29094 30500
1 8035 20 -91 -71 186 0 -1 200 0 14 4 46 -41 -1 -3 1 1 0 N N N N N
1 6789 17 49 92 -108 2 0 180 0 -15 -4 -27 -9 0 3 1 -1 -1 248617 98385 26119 29071 30477
1 6588 13 241 -73 -21 -1 2 177 0 -30 23 103 -50 0 1 -3 2 0 N N N N N
1 6766 28 105 26 -9 -3 -1 177 0 -18 23 44 -43 -2 -3 -3 -2 0 248258 98378 26194 29058 30464
1 8086 51 -5 -30 142 3 0 212 0 11 48 56 193 -5 2 4 3 0 N N N N N
