version: 66.14
glider: 195
mission: 21
dive: 70
start: 4 21 105 0 10 20
columns: rec,elaps_tms,depth,heading,pitch,roll,AD_pitch,AD_roll,AD_vbd,GC_phase,mag.x,mag.y,mag.z,sbect.TempFreq,sbect.CondFreq,wlbb2fl.sig470nm,wlbb2fl.sig700nm,wlbb2fl.sig695nm,wlbb2fl.temp,aa4330.O2,aa4330.AirSat,aa4330.Temp,aa4330.CalPhase,aa4330.TCPhase,
data:
0 11589 56 1157 -698 -174 159 2188 1517 6 -12 -353 18 175016 136432 43 96 56 533 252939 99311 25687 29047 30453
1 4924 -2 1 127 14 0 0 0 0 -20 3 13 146 7 11 9 5 0 N N N N N
1 5205 -2 -91 29 148 0 0 0 0 2 8 26 -188 -3 -10 -6 -5 0 253806 99549 25631 29032 30438
1 5260 11 -225 -162 165 0 0 0 0 58 -5 -29 192 1 5 5 2 0 N N N N N
1 4844 0 135 132 -108 0 0 0 0 -39 -1 14 14 0 -2 -9 -3 0 248926 98608 26175 29036 30442
1 5982 4 70 -28 27 0 0 0 0 1 19 51 89 -4 -1 -1 1 0 N N N N N
1 5997 -3 76 -46 -64 0 0 0 0 -21 -2 -3 -214 -6 -1 5 1 0 249933 98684 25996 29060 30466
1 6009 4 -95 37 7 0 0 0 0 25 -13 -34 -63 4 4 5 2 0 N N N N N
1 4872 -3 -88 -46 61 0 0 0 0 17 -2 -16 -59 -1 -6 -10 2 -1 251203 99076 25935 29028 30434
1 5059 10 98 34 -56 0 0 0 0 -15 5 23 -33 0 4 2 -2 0 N N N N N
1 5780 -14 -3 -65 -41 0 0 0 0 4 -8 -27 90 -4 -1 3 0 0 248552 98393 26137 29067 30473
1 5182 -1 -94 128 116 0 0 0 0 -7 4 12 37 0 2 0 2 0 N N N N N
1 8350 -4 220 -110 -17 -6 0 7 -4 -25 42 91 1 0 -1 0 -2 0 251077 98754 25784 29091 30497
1 6562 21 -24 -15 -55 3 1 161 0 8 -21 -35 -108 -2 1 4 0 0 N N N N N
1 10406 22 -332 -40 252 1 -2 261 0 52 -12 -35 -3 2 -5 -2 -4 0 248833 98754 26277 29002 30408
1 6563 13 320 -4 -266 0 2 165 0 -34 6 24 -66 0 4 -3 2 0 N N N N N
1 7191 36 -11 -6 -76 1 0 185 0 0 -16 -44 130 -3 -4 3 2 0 249073 98889 26299 28983 30389
1 6562 34 -92 22 145 0 0 175 0 8 11 29 -50 1 6 -3 -1 0 N N N N N
1 7972 56 -91 -36 -21 -1 -1 213 0 14 -15 -58 -145 -5 0 0 0 0 248912 98860 26319 28982 30388
1 13046 189 86 61 -50 91 1 185 -1 -15 3 21 25 3 -6 4 6 0 N N N N N
1 7017 172 -16 142 10 1838 0 5 1 -14 0 2 49 15 3 -2 2 0 249001 98913 26329 28975 30381
1 6593 134 -9 231 -10 494 -1 195 0 -25 -2 -9 10 4 1 -1 5 0 N N N N N
1 12428 257 -39 41 109 -9 1420 239 2 15 14 45 -18 -7 -1 -3 -3 0 248817 98804 26309 28990 30396
1 5224 104 -25 -10 36 0 0 0 0 14 5 12 3 1 0 3 5 0 N N N N N
1 4857 111 -22 5 5 0 0 0 0 9 -1 -4 0 -2 1 -2 -4 0 248854 98809 26303 28991 30397
1 5279 133 -16 -12 -10 0 0 0 0 8 -4 -11 29 9 -3 -1 4 -1 N N N N N
1 5501 118 -16 13 1 0 0 0 0 9 2 1 -5 -3 -1 6 6 0 248761 98764 26299 28997 30403
1 5133 134 -24 9 -1 0 0 0 0 9 -2 -9 18 8 2 -1 -4 0 N N N N N
1 5213 120 5 -16 5 0 0 0 0 0 1 5 54 13 2 -1 3 0 248614 98693 26292 29006 30412
1 5149 128 -32 -3 2 0 0 0 0 14 -2 -10 22 8 -3 -2 0 0 N N N N N
1 5383 138 -42 8 -15 0 0 0 0 20 0 -17 -6 -5 1 1 2 0 248678 98689 26275 29009 30415
1 5279 123 -34 2 10 0 0 0 0 17 4 -3 8 4 2 1 0 0 N N N N N
1 4865 116 -5 3 0 0 0 0 0 2 0 -1 17 6 -1 1 -1 0 248530 98619 26269 29018 30424
1 5147 126 -26 -3 -1 0 0 0 0 13 2 -7 11 0 -1 -2 0 0 N N N N N
1 5737 143 -16 -8 0 0 0 0 0 6 1 -7 24 5 2 -4 2 0 248385 98543 26259 29028 30434
1 5184 124 -24 8 -6 0 0 0 0 11 2 -9 -7 0 -2 2 0 0 N N N N N
1 5145 135 4 -1 -1 0 0 0 0 0 1 4 43 8 2 0 4 0 248445 98556 26253 29028 30434
1 5003 116 -9 -5 -6 0 0 0 0 2 0 -9 -4 -1 -1 0 -2 0 N N N N N
1 5385 137 -10 4 8 0 0 0 0 5 2 2 32 6 -1 1 3 0 248313 98481 26240 29038 30444
1 5131 121 -8 2 1 0 0 0 0 4 2 0 15 2 0 0 -1 0 N N N N N
1 5239 130 3 -9 -3 0 0 0 0 -2 -2 -4 39 3 0 0 2 0 248143 98391 26228 29051 30457
1 6690 154 39 -7 -12 0 0 0 0 -17 -6 5 47 1 -3 3 -1 0 N N N N N
1 5385 133 33 4 -4 0 0 0 0 -16 -4 7 36 -3 0 -5 -1 0 247880 98248 26206 29070 30476
1 5213 123 50 -8 -4 0 0 0 0 -23 -4 11 50 -6 3 -1 -2 0 N N N N N
1 4847 134 51 -7 -4 0 0 0 0 -24 -2 11 94 4 -1 -1 6 0 247263 97967 26185 29105 30511
1 5283 150 95 -1 -12 0 0 0 0 -44 1 20 299 46 0 -5 0 0 N N N N N
1 5382 124 66 8 -1 0 0 0 0 -32 6 16 802 121 -1 -5 -4 0 245911 97285 26102 29196 30602
1 5340 137 -60 24 38 0 0 0 0 25 0 2 671 126 -1 1 4 -1 N N N N N
1 5222 107 -48 9 9 0 0 0 0 24 -1 -5 414 109 0 0 7 1 244100 96076 25822 29384 30790
1 5157 109 -75 3 3 0 0 0 0 37 1 -15 179 90 -1 1 4 -1 N N N N N
1 5399 121 -44 -3 3 0 0 0 0 21 1 -11 68 33 4 -2 4 1 243763 95548 25596 29487 30893
1 5294 100 -57 0 -4 0 0 0 0 28 4 -15 182 88 -4 2 4 -1 N N N N N
1 4877 102 -37 -5 -14 0 0 0 0 16 3 -19 39 17 2 2 1 0 242656 94942 25497 29575 30981
1 5163 95 -45 -5 -7 0 0 0 0 20 7 -16 115 61 -2 -2 1 0 N N N N N
1 5898 120 -35 3 -3 0 0 0 0 15 7 -10 134 59 0 -1 2 0 241267 94254 25413 29671 31077
1 5139 113 -48 5 6 0 0 0 0 20 12 -8 110 48 1 8 1 0 N N N N N
1 5223 100 -20 -3 -2 0 0 0 0 8 5 -7 103 57 0 -7 -1 0 239973 93610 25333 29761 31167
1 10815 209 -60 1 13 0 0 0 0 23 17 -10 490 203 1 1 12 0 N N N N N
1 10665 198 -51 -6 -10 0 0 0 0 17 17 -17 249 97 1 2 -6 1 237661 92396 25150 29940 31346
1 10807 228 -6 -1 -4 0 0 0 0 1 2 -5 741 254 -1 -2 1 0 N N N N N
1 10662 202 -55 6 13 0 0 0 0 19 20 -6 -110 -113 -1 -3 -10 -1 236414 91480 24895 30099 31505
1 10458 220 -94 10 4 0 0 0 0 24 39 -17 205 61 2 7 2 0 N N N N N
1 10661 203 -72 -2 -1 0 0 0 0 14 32 -17 337 147 -2 -2 6 1 236064 91181 24799 30154 31560
1 10456 198 -57 -2 -4 0 0 0 0 7 27 -13 473 210 0 -3 4 -1 N N N N N
1 10662 216 -37 -6 -1 0 0 0 0 3 18 -9 494 195 -3 0 2 0 234047 90024 24573 30340 31746
1 10455 224 -7 2 -4 0 0 0 0 1 4 -1 176 31 2 6 -3 0 N N N N N
1 10662 204 139 -15 -25 0 0 0 0 -21 -65 14 786 167 -1 -8 -11 0 228929 87656 24329 30686 32092
1 10458 225 133 4 4 0 0 0 0 -31 -57 31 47 -42 1 -5 -8 0 N N N N N
1 10662 201 96 3 4 0 0 0 0 -31 -34 25 -12 -77 -2 1 -13 0 226375 86422 24170 30877 32283
1 13016 254 172 1 -44 1 -222 4 0 -68 -46 26 657 161 1 -5 -3 0 N N N N N
1 9799 179 101 57 -74 69 -1232 0 2 -47 -20 -3 352 112 0 4 -3 0 226045 86021 24000 30963 32369
1 10814 158 137 10 -4 0 0 0 0 -70 -13 24 959 288 -2 -1 5 0 N N N N N
1 10015 136 123 6 0 0 0 0 0 -64 3 24 2347 679 3 1 -6 0 223094 84346 23652 31254 32659
1 9985 122 93 -3 2 0 0 0 0 -46 12 18 220 101 -2 2 2 1 N N N N N
