version: 66.14
glider: 195
mission: 21
dive: 68
start: 4 20 105 12 17 17
columns: rec,elaps_tms,depth,heading,pitch,roll,AD_pitch,AD_roll,AD_vbd,GC_phase,mag.x,mag.y,mag.z,sbect.TempFreq,sbect.CondFreq,wlbb2fl.sig470nm,wlbb2fl.sig700nm,wlbb2fl.sig695nm,wlbb2fl.temp,aa4330.O2,aa4330.AirSat,aa4330.Temp,aa4330.CalPhase,aa4330.TCPhase,
data:
0 11696 68 956 -645 78 163 2198 1496 6 10 -344 51 175691 136674 45 99 111 533 255941 99473 25134 29131 30537
1 4908 -10 -120 -21 109 0 0 0 0 9 -1 -10 74 -5 N N N N N N N N N
1 5227 -7 188 84 -171 0 0 0 0 -28 1 14 -89 4 47 100 113 533 254765 98408 24800 29310 30716
1 5026 6 -47 -58 -13 0 0 0 0 13 -6 -33 -8 5 N N N N N N N N N
1 4925 9 32 28 40 0 0 0 0 -5 9 39 133 -8 47 101 111 533 254861 98906 25053 29208 30614
1 4911 -13 -25 -66 31 0 0 0 0 -4 -2 -5 -86 -1 N N N N N N N N N
1 5131 4 128 25 -77 0 0 0 0 -9 10 28 79 7 49 102 112 533 252353 98011 25097 29299 30705
1 5115 4 -9 38 15 0 0 0 0 -20 -1 -2 -20 0 N N N N N N N N N
1 5044 -13 107 47 -133 0 0 0 0 -16 -3 -11 -177 -2 48 103 111 532 253005 98118 25016 29302 30708
1 5062 15 -183 -7 202 0 0 0 0 38 5 17 104 1 N N N N N N N N N
1 4992 5 51 80 -13 0 0 0 0 -29 7 13 -43 -4 49 101 113 532 254001 99221 25409 29108 30514
1 5133 6 -53 -175 -129 0 0 0 0 48 -27 -87 190 2 N N N N N N N N N
1 7073 -16 78 83 36 -1 0 8 -4 -29 13 58 -201 0 48 100 111 532 254115 98242 24848 29319 30725
1 6567 13 -65 68 101 1 0 160 0 -3 7 18 1 4 N N N N N N N N N
1 8830 25 -193 -248 278 0 -3 225 0 35 18 30 40 -15 47 102 111 532 250139 98492 25844 29109 30515
