sg_data_point,time,depth,latitude,longitude,temperature,salinity,dissolved_oxygen,instrument_dissolved_oxygen,PAR_470nm,particle_concentration_700nm,chlorophyll_695nm,ctd_time,ctd_depth
0,2024-05-15 16:27:37.250999936,0.9482076,47.710407,-122.41053,11.474784,,,,121.0,531.0,470.0,2004-09-29 16:27:37.250999936,0.40407008
1,2024-05-15 16:27:42.239000064,0.91826427,47.710407,-122.41053,11.465268,,,,122.0,512.0,529.0,2004-09-29 16:27:42.239000064,0.3605492
2,2024-05-15 16:27:47.571000064,0.99811316,47.710407,-122.41054,11.463171,,,,118.0,540.0,503.0,2004-09-29 16:27:47.571000064,0.43134317
3,2024-05-15 16:27:52.503000064,0.99811316,47.710407,-122.410545,11.460988,,,,169.0,579.0,462.0,2004-09-29 16:27:52.503000064,0.438978
4,2024-05-15 16:27:57.470999936,1.077962,47.710407,-122.41055,11.461547,,,,130.0,520.0,496.0,2004-09-29 16:27:57.470999936,0.5235415
5,2024-05-15 16:28:03.487999872,0.9482076,47.710403,-122.41055,11.462022,,,,142.0,448.0,555.0,2004-09-29 16:28:03.487999872,0.39085183
6,2024-05-15 16:28:09.256999936,0.97815096,47.710403,-122.41056,11.462477,,,,145.0,485.0,447.0,2004-09-29 16:28:09.256999936,0.42261702
7,2024-05-15 16:28:14.533999872,1.0480187,47.710403,-122.41057,11.4628935,,,,149.0,538.0,496.0,2004-09-29 16:28:14.533999872,0.48959017
8,2024-05-15 16:28:19.496000000,1.0380375,47.710403,-122.410576,11.463285,,,,154.0,749.0,478.0,2004-09-29 16:28:19.496000000,0.4803225
9,2024-05-15 16:28:24.467000064,1.0280565,47.710403,-122.41058,11.463677,,,,152.0,556.0,456.0,2004-09-29 16:28:24.467000064,0.4591436
10,2024-05-15 16:28:31.230999936,1.0080943,47.710403,-122.41058,11.464211,,,,154.0,691.0,514.0,2004-09-29 16:28:31.230999936,0.44552815
11,2024-05-15 16:28:36.404999936,1.0080943,47.7104,-122.41059,11.464582,,,,129.0,588.0,573.0,2004-09-29 16:28:36.404999936,0.45330092
12,2024-05-15 16:28:44.208000000,0.99811316,47.7104,-122.4106,11.464698,,,,128.0,482.0,434.0,2004-09-29 16:28:44.208000000,0.44004053
13,2024-05-15 16:28:50.838999936,1.1178864,47.7104,-122.41061,11.473082,,,,184.0,829.0,447.0,2004-09-29 16:28:50.838999936,0.5495771
14,2024-05-15 16:28:59.440999936,1.0080943,47.7104,-122.410614,11.482676,,,,176.0,489.0,555.0,2004-09-29 16:28:59.440999936,0.4518265
15,2024-05-15 16:29:06.049000064,1.1278675,47.710396,-122.41062,11.470817,,,,139.0,460.0,456.0,2004-09-29 16:29:06.049000064,0.54469174
16,2024-05-15 16:29:12.681999872,1.167792,47.710396,-122.41063,11.472252,,,,132.0,487.0,435.0,2004-09-29 16:29:12.681999872,0.5836385
17,2024-05-15 16:29:19.286999936,1.1378486,47.710396,-122.41064,11.473126,,,,141.0,455.0,477.0,2004-09-29 16:29:19.286999936,0.5533166
18,2024-05-15 16:29:27.644999936,1.277584,47.710396,-122.41065,11.474116,,,,140.0,450.0,431.0,2004-09-29 16:29:27.644999936,0.68479204
19,2024-05-15 16:29:34.250000000,1.2676029,47.710392,-122.41066,11.471936,,,,135.0,427.0,518.0,2004-09-29 16:29:34.250000000,0.6806203
20,2024-05-15 16:29:40.878999936,1.2176974,47.710392,-122.41067,11.469997,,,,165.0,722.0,535.0,2004-09-29 16:29:40.878999936,0.6244914
21,2024-05-15 16:29:47.482000128,1.4073381,47.710392,-122.410675,11.470254,,,,121.0,613.0,456.0,2004-09-29 16:29:47.482000128,0.8151115
22,2024-05-15 16:29:55.569999872,1.4372814,47.710392,-122.41068,11.469587,,,,172.0,633.0,475.0,2004-09-29 16:29:55.569999872,0.8436745
23,2024-05-15 16:30:02.178999936,1.4672246,47.71039,-122.41069,11.4736805,,,,154.0,618.0,523.0,2004-09-29 16:30:02.178999936,0.8733446
24,2024-05-15 16:30:08.812000000,1.51713,47.71039,-122.4107,11.477087,,,,177.0,577.0,600.0,2004-09-29 16:30:08.812000000,0.9228522
25,2024-05-15 16:30:16.025000064,1.7966002,47.71039,-122.410706,11.469926,,,,160.0,583.0,617.0,2004-09-29 16:30:16.025000064,1.2023224
26,2024-05-15 16:30:22.579999872,2.1658993,47.71039,-122.41071,11.461439,,,,192.0,589.0,640.0,2004-09-29 16:30:22.579999872,1.57209
27,2024-05-15 16:30:36.247999872,2.8446097,47.710384,-122.41072,11.364601,,,,133.0,470.0,494.0,2004-09-29 16:30:36.247999872,2.2516513
28,2024-05-15 16:30:43.131000064,3.183964,47.710384,-122.410736,11.215252,,,,149.0,640.0,909.0,2004-09-29 16:30:43.131000064,2.6099315
29,2024-05-15 16:30:49.858000000,3.2937548,47.710384,-122.41074,11.120214,,,,170.0,662.0,812.0,2004-09-29 16:30:49.858000000,2.937866
30,2024-05-15 16:30:56.466000128,3.223888,47.71039,-122.41074,11.099673,28.793427,347.96304,367.01266,190.0,532.0,661.0,2004-09-29 16:30:56.466000128,2.9046896
31,2024-05-15 16:31:04.497999872,3.782823,47.7104,-122.41074,11.061927,28.776308,345.73465,365.40515,158.0,551.0,811.0,2004-09-29 16:31:04.497999872,3.414596
32,2024-05-15 16:31:11.158000000,4.1521187,47.71041,-122.41074,11.032009,28.779184,344.73935,363.98727,180.0,911.0,868.0,2004-09-29 16:31:11.158000000,3.814764
33,2024-05-15 16:31:17.767999872,4.641185,47.71042,-122.41074,10.981768,28.797853,343.4446,363.56158,172.0,585.0,806.0,2004-09-29 16:31:17.767999872,4.3202386
34,2024-05-15 16:31:27.507999872,5.2699823,47.710434,-122.410736,10.706893,28.895445,341.87442,359.53674,116.0,395.0,381.0,2004-09-29 16:31:27.507999872,4.9729557
35,2024-05-15 16:31:33.201999872,5.838893,47.710445,-122.41073,10.517775,28.96317,340.1265,357.05194,103.0,320.0,324.0,2004-09-29 16:31:33.201999872,5.543665
36,2024-05-15 16:31:38.367000064,6.3479166,47.710453,-122.41072,10.407929,29.012253,335.07867,352.09515,102.0,308.0,215.0,2004-09-29 16:31:38.367000064,6.051789
37,2024-05-15 16:31:43.410000128,6.687265,47.71046,-122.41071,10.337549,29.042622,327.0217,344.48383,111.0,316.0,270.0,2004-09-29 16:31:43.410000128,6.3902383
38,2024-05-15 16:31:49.446000128,7.226229,47.710464,-122.410706,10.313003,29.06042,314.9038,332.6354,112.0,283.0,230.0,2004-09-29 16:31:49.446000128,6.9229355
39,2024-05-15 16:31:54.874000128,7.8150954,47.710472,-122.41069,10.2993765,29.06871,303.95245,322.02948,87.0,316.0,184.0,2004-09-29 16:31:54.874000128,7.5055804
40,2024-05-15 16:31:59.944000000,8.13448,47.710476,-122.41068,10.253362,29.090115,297.90622,315.37805,89.0,332.0,192.0,2004-09-29 16:31:59.944000000,7.817034
41,2024-05-15 16:32:05.117000064,8.66346,47.710484,-122.410675,10.23406,29.108358,292.51828,310.18225,96.0,348.0,165.0,2004-09-29 16:32:05.117000064,8.344261
42,2024-05-15 16:32:10.540999936,9.182457,47.710487,-122.41067,10.228484,29.12074,287.80774,305.97815,98.0,323.0,160.0,2004-09-29 16:32:10.540999936,8.865888
43,2024-05-15 16:32:16.221999872,9.911047,47.710495,-122.41065,10.208388,29.13663,282.47998,300.53293,86.0,302.0,142.0,2004-09-29 16:32:16.221999872,9.596236
44,2024-05-15 16:32:21.403000064,10.390119,47.7105,-122.410645,10.207708,29.146202,277.92975,296.06882,80.0,262.0,130.0,2004-09-29 16:32:21.403000064,10.075308
45,2024-05-15 16:32:26.382999936,10.959015,47.710506,-122.41064,10.203903,29.155449,274.26962,292.42703,86.0,248.0,145.0,2004-09-29 16:32:26.382999936,10.645084
46,2024-05-15 16:32:34.673000064,11.887211,47.71051,-122.41062,10.199381,29.169802,268.19894,286.28955,85.0,249.0,125.0,2004-09-29 16:32:34.673000064,11.575927
47,2024-05-15 16:32:43.551000064,12.885265,47.71052,-122.41061,10.1935835,29.184998,264.2988,282.37347,85.0,271.0,120.0,2004-09-29 16:32:43.551000064,12.573981
48,2024-05-15 16:32:48.878999936,13.374311,47.71053,-122.4106,10.193685,29.191898,263.1743,281.2864,77.0,250.0,123.0,2004-09-29 16:32:48.878999936,13.063026
49,2024-05-15 16:32:53.848000000,14.003081,47.710533,-122.41059,10.194509,29.196543,262.22992,280.37506,92.0,304.0,145.0,2004-09-29 16:32:53.848000000,13.698006
50,2024-05-15 16:32:58.812999936,14.482143,47.71054,-122.41058,10.194863,29.20231,261.04868,279.1979,90.0,271.0,156.0,2004-09-29 16:32:58.812999936,14.172628
51,2024-05-15 16:33:04.456000128,15.021088,47.710545,-122.410576,10.195042,29.208927,260.4669,278.66837,91.0,317.0,129.0,2004-09-29 16:33:04.456000128,14.708037
52,2024-05-15 16:33:10.494000000,15.6897745,47.710552,-122.41056,10.195191,29.215082,259.626,277.82767,82.0,292.0,170.0,2004-09-29 16:33:10.494000000,15.374963
53,2024-05-15 16:33:15.187000064,16.11893,47.71056,-122.41056,10.194472,29.220167,259.2561,277.44278,88.0,275.0,149.0,2004-09-29 16:33:15.187000064,15.805881
54,2024-05-15 16:33:20.464999936,16.817554,47.710567,-122.41055,10.195843,29.22519,258.53967,276.6738,89.0,289.0,174.0,2004-09-29 16:33:20.464999936,16.50804
55,2024-05-15 16:33:25.663000064,17.406395,47.710575,-122.410545,10.194772,29.229176,258.0265,276.18365,77.0,268.0,118.0,2004-09-29 16:33:25.663000064,17.096878
56,2024-05-15 16:33:30.839999872,17.92537,47.710587,-122.41054,10.191003,29.235527,257.7989,275.89838,85.0,252.0,158.0,2004-09-29 16:33:30.839999872,17.615854
57,2024-05-15 16:33:35.829999872,18.454323,47.710594,-122.41054,10.186621,29.242435,257.44705,275.47058,84.0,289.0,132.0,2004-09-29 16:33:35.829999872,18.143923
58,2024-05-15 16:33:41.004000000,19.063118,47.7106,-122.41053,10.185733,29.246536,257.49747,275.5214,75.0,252.0,156.0,2004-09-29 16:33:41.004000000,18.754488
59,2024-05-15 16:33:49.421000064,19.921415,47.71061,-122.41052,10.184859,29.255394,257.30258,275.37766,87.0,223.0,128.0,2004-09-29 16:33:49.421000064,19.6119
60,2024-05-15 16:33:57.520000000,20.80965,47.71062,-122.41051,10.153625,29.270872,257.55148,275.34436,89.0,258.0,166.0,2004-09-29 16:33:57.520000000,20.500135
61,2024-05-15 16:34:08.311000064,22.077124,47.710632,-122.41049,10.133417,29.29057,255.90608,273.73898,82.0,274.0,126.0,2004-09-29 16:34:08.311000064,21.768494
62,2024-05-15 16:34:18.311000064,23.154968,47.710644,-122.41048,10.133815,29.297014,254.46188,272.3322,86.0,269.0,141.0,2004-09-29 16:34:18.311000064,22.844568
63,2024-05-15 16:34:28.312999936,24.322628,47.710648,-122.41045,10.133092,29.303368,253.69928,271.618,83.0,257.0,123.0,2004-09-29 16:34:28.312999936,24.014
64,2024-05-15 16:34:38.311000064,25.420422,47.710655,-122.41043,10.135074,29.310396,253.14261,271.0734,83.0,267.0,158.0,2004-09-29 16:34:38.311000064,25.11268
65,2024-05-15 16:34:48.311000064,26.657928,47.71066,-122.410416,10.134567,29.314516,253.27812,271.26587,86.0,232.0,123.0,2004-09-29 16:34:48.311000064,26.346643
66,2024-05-15 16:34:58.311000064,27.885447,47.710667,-122.41039,10.132591,29.321941,253.16805,271.12015,82.0,240.0,119.0,2004-09-29 16:34:58.311000064,27.576817
67,2024-05-15 16:35:06.760000000,28.743706,47.710674,-122.41038,10.125823,29.33007,252.80708,270.74512,76.0,266.0,111.0,2004-09-29 16:35:06.760000000,28.435078
68,2024-05-15 16:35:18.312000000,30.09097,47.710682,-122.410355,10.106754,29.340338,252.64014,270.5013,90.0,255.0,104.0,2004-09-29 16:35:18.312000000,29.781452
69,2024-05-15 16:35:28.311000064,31.288527,47.71069,-122.41033,10.0838175,29.354315,252.27348,269.93762,80.0,249.0,111.0,2004-09-29 16:35:28.311000064,30.981672
70,2024-05-15 16:35:38.311000064,32.4761,47.710697,-122.41032,10.056619,29.368813,251.65605,269.27344,83.0,253.0,112.0,2004-09-29 16:35:38.311000064,32.17013
71,2024-05-15 16:35:48.310000000,33.713562,47.71071,-122.41029,10.043741,29.376295,250.3367,268.03995,78.0,244.0,116.0,2004-09-29 16:35:48.310000000,33.404934
72,2024-05-15 16:35:58.312000000,34.941036,47.71072,-122.41028,10.037974,29.381521,249.22652,266.94583,81.0,287.0,82.0,2004-09-29 16:35:58.312000000,34.634182
73,2024-05-15 16:36:08.311000064,36.158527,47.71073,-122.41026,10.028522,29.388834,248.03207,265.77664,86.0,255.0,75.0,2004-09-29 16:36:08.311000064,35.84901
74,2024-05-15 16:36:18.310000000,37.32611,47.710743,-122.41025,10.027885,29.391474,247.02943,264.68335,78.0,271.0,101.0,2004-09-29 16:36:18.310000000,37.01837
75,2024-05-15 16:36:28.312000000,38.543587,47.71076,-122.41024,10.023346,29.396624,246.80869,264.557,97.0,282.0,113.0,2004-09-29 16:36:28.312000000,38.23142
76,2024-05-15 16:36:38.311000064,39.6912,47.710773,-122.410225,10.021664,29.399563,246.04773,263.81216,89.0,289.0,110.0,2004-09-29 16:36:38.311000064,39.37551
77,2024-05-15 16:36:48.311000064,40.92862,47.710793,-122.41022,10.019437,29.403433,245.64261,263.37317,83.0,268.0,84.0,2004-09-29 16:36:48.311000064,40.618217
78,2024-05-15 16:36:58.311000064,42.245865,47.71081,-122.41022,10.008876,29.406763,245.28444,262.9208,79.0,276.0,85.0,2004-09-29 16:36:58.311000064,41.931934
79,2024-05-15 16:37:08.312000000,43.55312,47.710835,-122.41022,10.007182,29.411219,244.7114,262.39935,89.0,309.0,85.0,2004-09-29 16:37:08.312000000,43.2348
80,2024-05-15 16:37:16.196000128,44.521084,47.710854,-122.410225,9.988344,29.419355,244.3674,262.03214,83.0,277.0,93.0,2004-09-29 16:37:16.196000128,44.201885
81,2024-05-15 16:37:28.311000064,46.18757,47.710873,-122.41024,9.983315,29.426418,243.34203,260.96182,87.0,276.0,74.0,2004-09-29 16:37:28.311000064,45.872757
82,2024-05-15 16:37:41.197000064,47.963802,47.710884,-122.410255,9.969412,,,,78.0,277.0,69.0,2004-09-29 16:37:41.197000064,47.66319
83,2024-05-15 16:37:48.648000000,48.57251,47.710884,-122.41027,9.967567,,,,84.0,250.0,72.0,2004-09-29 16:37:48.648000000,48.348095
84,2024-05-15 16:37:57.105000064,49.101383,47.710884,-122.41028,9.965115,,,,103.0,271.0,81.0,2004-09-29 16:37:57.105000064,48.89534
85,2024-05-15 16:38:07.036999936,49.590343,47.71088,-122.410286,9.953081,,,,84.0,294.0,83.0,2004-09-29 16:38:07.036999936,49.382355
86,2024-05-15 16:38:17.089999872,50.029408,47.71088,-122.4103,9.946149,,,,85.0,284.0,81.0,2004-09-29 16:38:17.089999872,49.814632
87,2024-05-15 16:38:27.094000128,50.538322,47.71088,-122.41031,9.931716,,,,86.0,298.0,78.0,2004-09-29 16:38:27.094000128,50.32161
88,2024-05-15 16:38:37.023999872,50.897552,47.710876,-122.41032,9.93301,,,,84.0,275.0,97.0,2004-09-29 16:38:37.023999872,50.677948
89,2024-05-15 16:38:47.048000128,51.45636,47.710876,-122.41033,9.92831,,,,86.0,410.0,62.0,2004-09-29 16:38:47.048000128,51.230984
90,2024-05-15 16:38:57.063999872,51.685867,47.710876,-122.41034,9.91445,,,,89.0,283.0,144.0,2004-09-29 16:38:57.063999872,51.4557
91,2024-05-15 16:39:07.116000000,52.194775,47.710873,-122.410355,9.858594,,,,94.0,290.0,75.0,2004-09-29 16:39:07.116000000,51.9627
92,2024-05-15 16:39:17.098000000,52.683727,47.710873,-122.41036,9.860586,,,,88.0,293.0,64.0,2004-09-29 16:39:17.098000000,52.448788
93,2024-05-15 16:39:27.124999936,53.09285,47.710873,-122.41038,9.857669,,,,88.0,252.0,77.0,2004-09-29 16:39:27.124999936,52.85031
94,2024-05-15 16:39:37.107000064,53.521927,47.71087,-122.410385,9.845035,,,,92.0,309.0,63.0,2004-09-29 16:39:37.107000064,53.27939
95,2024-05-15 16:39:47.091000064,53.960983,47.71087,-122.4104,9.837424,,,,95.0,284.0,68.0,2004-09-29 16:39:47.091000064,53.71466
96,2024-05-15 16:39:57.014000000,54.419994,47.71087,-122.41041,9.825316,,,,80.0,266.0,54.0,2004-09-29 16:39:57.014000000,54.171787
97,2024-05-15 16:40:07.063999872,54.859047,47.710865,-122.41042,9.829662,,,,89.0,267.0,78.0,2004-09-29 16:40:07.063999872,54.60426
98,2024-05-15 16:40:17.115000064,55.268166,47.710865,-122.41043,9.81276,,,,82.0,286.0,106.0,2004-09-29 16:40:17.115000064,55.014317
99,2024-05-15 16:40:27.051000064,55.697235,47.710865,-122.410446,9.819069,,,,79.0,266.0,58.0,2004-09-29 16:40:27.051000064,55.436844
100,2024-05-15 16:40:37.124000128,56.026524,47.71086,-122.41045,9.804407,,,,79.0,243.0,55.0,2004-09-29 16:40:37.124000128,55.767063
101,2024-05-15 16:40:50.901000064,56.585316,47.71086,-122.41047,9.799717,,,,81.0,259.0,55.0,2004-09-29 16:40:50.901000064,56.35994
102,2024-05-15 16:40:57.402000000,56.385746,47.71086,-122.41048,9.794454,,,,78.0,242.0,54.0,2004-09-29 16:40:57.402000000,56.364124
103,2024-05-15 16:41:07.125999872,56.01655,47.710857,-122.410484,9.8023,,,,94.0,280.0,54.0,2004-09-29 16:41:07.125999872,56.004257
104,2024-05-15 16:41:17.072000000,55.727173,47.710857,-122.4105,9.805342,,,,77.0,261.0,52.0,2004-09-29 16:41:17.072000000,55.709698
105,2024-05-15 16:41:27.075000064,55.457756,47.710857,-122.41051,9.810397,,,,78.0,237.0,68.0,2004-09-29 16:41:27.075000064,55.43095
106,2024-05-15 16:41:37.127000064,55.318054,47.710854,-122.41052,9.813531,,,,76.0,239.0,51.0,2004-09-29 16:41:37.127000064,55.291252
107,2024-05-15 16:41:47.082000000,55.018703,47.710854,-122.41053,9.81889,,,,77.0,248.0,53.0,2004-09-29 16:41:47.082000000,54.98879
108,2024-05-15 16:41:57.115000064,54.76924,47.710854,-122.410545,9.818837,,,,79.0,258.0,57.0,2004-09-29 16:41:57.115000064,54.73622
109,2024-05-15 16:42:07.112999936,54.539734,47.71085,-122.41055,9.822629,,,,80.0,211.0,55.0,2004-09-29 16:42:07.112999936,54.50361
110,2024-05-15 16:42:17.096000000,54.200466,47.71085,-122.41057,9.82539,,,,78.0,255.0,66.0,2004-09-29 16:42:17.096000000,54.165375
111,2024-05-15 16:42:27.023000064,53.78137,47.71085,-122.410576,9.830247,,,,84.0,291.0,54.0,2004-09-29 16:42:27.023000064,53.74835
112,2024-05-15 16:42:37.022000128,53.35229,47.710846,-122.41059,9.832371,,,,93.0,291.0,66.0,2004-09-29 16:42:37.022000128,53.314095
113,2024-05-15 16:42:47.026000000,52.81345,47.710846,-122.4106,9.836529,,,,95.0,262.0,65.0,2004-09-29 16:42:47.026000000,52.764908
114,2024-05-15 16:42:57.006999936,52.24467,47.710846,-122.41061,9.840883,,,,88.0,274.0,55.0,2004-09-29 16:42:57.006999936,52.191994
115,2024-05-15 16:43:07.063999872,51.546165,47.710842,-122.41062,9.847468,,,,116.0,293.0,68.0,2004-09-29 16:43:07.063999872,51.481102
116,2024-05-15 16:43:17.072000000,51.017296,47.710842,-122.41063,9.857203,,,,88.0,288.0,55.0,2004-09-29 16:43:17.072000000,50.951202
117,2024-05-15 16:43:27.094000128,50.268898,47.710842,-122.410645,9.876985,,,,90.0,315.0,80.0,2004-09-29 16:43:27.094000128,50.19662
118,2024-05-15 16:43:37.101000064,49.630257,47.71084,-122.41065,9.927871,,,,91.0,272.0,103.0,2004-09-29 16:43:37.101000064,49.556953
119,2024-05-15 16:43:47.082999936,49.06147,47.71084,-122.41067,9.942009,,,,85.0,259.0,80.0,2004-09-29 16:43:47.082999936,48.98405
120,2024-05-15 16:43:57.015000064,48.42283,47.71084,-122.410675,9.955969,,,,88.0,264.0,63.0,2004-09-29 16:43:57.015000064,48.346436
121,2024-05-15 16:44:06.528000128,47.694374,47.710835,-122.41069,9.966596,,,,88.0,265.0,71.0,2004-09-29 16:44:06.528000128,47.60976
122,2024-05-15 16:44:18.210999936,46.766342,47.710835,-122.41071,9.977912,29.4357,237.13158,255.06421,93.0,285.0,77.0,2004-09-29 16:44:18.210999936,46.675575
123,2024-05-15 16:44:29.017999872,46.06782,47.710835,-122.41076,9.988463,29.429804,237.97818,255.90854,96.0,312.0,76.0,2004-09-29 16:44:29.017999872,45.979103
124,2024-05-15 16:44:39.017999872,45.369297,47.71083,-122.4108,9.990514,29.429607,238.96336,256.81726,88.0,252.0,82.0,2004-09-29 16:44:39.017999872,45.279552
125,2024-05-15 16:44:49.020000000,44.64083,47.710823,-122.410835,9.990991,29.430185,239.4891,257.31152,91.0,284.0,73.0,2004-09-29 16:44:49.020000000,44.561356
126,2024-05-15 16:44:59.020000000,43.98222,47.710815,-122.41087,9.995967,29.428387,239.816,257.65982,83.0,246.0,77.0,2004-09-29 16:44:59.020000000,43.92851
127,2024-05-15 16:45:09.020000000,43.26373,47.710808,-122.41091,9.99261,29.430609,240.1996,257.97638,84.0,251.0,87.0,2004-09-29 16:45:09.020000000,43.188366
128,2024-05-15 16:45:19.020000000,42.59513,47.7108,-122.41095,9.996998,29.428282,240.45427,258.28842,85.0,267.0,65.0,2004-09-29 16:45:19.020000000,42.534195
129,2024-05-15 16:45:29.020000000,41.906574,47.71079,-122.41099,10.002771,29.425611,240.65546,258.50903,82.0,277.0,76.0,2004-09-29 16:45:29.020000000,41.8343
130,2024-05-15 16:45:39.016999936,41.4176,47.71078,-122.411026,10.010086,29.422892,241.04362,258.93997,84.0,247.0,76.0,2004-09-29 16:45:39.016999936,41.34635
131,2024-05-15 16:45:49.017999872,40.54941,47.71077,-122.411064,10.011397,29.422663,241.28502,259.1466,84.0,266.0,78.0,2004-09-29 16:45:49.017999872,40.477135
132,2024-05-15 16:45:59.017999872,39.81095,47.710762,-122.4111,10.016692,29.41909,241.55354,259.43335,86.0,250.0,76.0,2004-09-29 16:45:59.017999872,39.738674
133,2024-05-15 16:46:09.017999872,39.321968,47.71075,-122.41114,10.01821,29.419216,241.71526,259.59216,85.0,247.0,102.0,2004-09-29 16:46:09.017999872,39.250725
134,2024-05-15 16:46:17.721999872,38.62342,47.71074,-122.41117,10.021738,29.416344,242.12245,260.02682,80.0,265.0,93.0,2004-09-29 16:46:17.721999872,38.56042
135,2024-05-15 16:46:27.730999936,37.79514,47.710728,-122.41121,10.029574,29.410471,242.16814,260.13483,83.0,255.0,111.0,2004-09-29 16:46:27.730999936,37.783886
136,2024-05-15 16:46:37.785000064,36.847103,47.710712,-122.41125,10.033753,29.409346,242.60497,260.55832,92.0,236.0,63.0,2004-09-29 16:46:37.785000064,36.82859
137,2024-05-15 16:46:47.796999936,35.869125,47.710697,-122.411285,10.043521,29.406227,242.78667,260.80746,80.0,245.0,123.0,2004-09-29 16:46:47.796999936,35.849575
138,2024-05-15 16:46:57.704000000,34.88116,47.710682,-122.411316,10.053635,29.400227,243.051,261.1022,75.0,226.0,106.0,2004-09-29 16:46:57.704000000,34.85436
139,2024-05-15 16:47:07.736999936,33.773438,47.710667,-122.411354,10.086579,29.3849,243.56563,261.90372,75.0,234.0,85.0,2004-09-29 16:47:07.736999936,33.750782
140,2024-05-15 16:47:17.790000000,32.73557,47.710648,-122.4114,10.095069,29.380268,244.7218,262.90973,82.0,234.0,77.0,2004-09-29 16:47:17.790000000,32.70462
141,2024-05-15 16:47:27.746999936,31.667753,47.710632,-122.41144,10.103391,29.37617,245.49503,263.7058,79.0,253.0,108.0,2004-09-29 16:47:27.746999936,31.634733
142,2024-05-15 16:47:37.750999936,30.500135,47.710617,-122.411476,10.114753,29.369862,246.28418,264.54086,79.0,250.0,97.0,2004-09-29 16:47:37.750999936,30.467115
143,2024-05-15 16:47:47.700999936,29.412348,47.7106,-122.41152,10.121863,29.365152,246.70515,264.95682,79.0,247.0,107.0,2004-09-29 16:47:47.700999936,29.376223
144,2024-05-15 16:47:57.756000000,28.304596,47.710583,-122.41157,10.121263,29.36353,247.3872,265.58984,74.0,239.0,107.0,2004-09-29 16:47:57.756000000,28.26847
145,2024-05-15 16:48:07.809000064,27.117,47.710567,-122.41161,10.121395,29.36204,247.73103,265.92288,76.0,231.0,103.0,2004-09-29 16:48:07.809000064,27.077768
146,2024-05-15 16:48:17.760000000,25.919416,47.710552,-122.41166,10.119371,29.359566,247.82971,265.9822,78.0,245.0,104.0,2004-09-29 16:48:17.760000000,25.87915
147,2024-05-15 16:48:29.167000064,24.522228,47.710537,-122.41171,10.131527,29.350485,247.7088,265.9854,80.0,229.0,125.0,2004-09-29 16:48:29.167000064,24.477821
148,2024-05-15 16:48:39.961999872,23.31465,47.71052,-122.411766,10.142965,29.343971,248.04865,266.36047,81.0,237.0,141.0,2004-09-29 16:48:39.961999872,23.269209
149,2024-05-15 16:48:49.960999936,21.997282,47.71051,-122.41182,10.147762,29.339865,248.36969,266.6483,76.0,226.0,177.0,2004-09-29 16:48:49.960999936,21.95391
150,2024-05-15 16:48:59.961999872,20.849571,47.7105,-122.41187,10.154673,29.33315,249.09216,267.41476,77.0,240.0,118.0,2004-09-29 16:48:59.961999872,20.807234
151,2024-05-15 16:49:09.961999872,19.552149,47.710487,-122.41193,10.160254,29.3271,249.30582,267.5922,85.0,228.0,121.0,2004-09-29 16:49:09.961999872,19.506708
152,2024-05-15 16:49:17.366000000,18.623987,47.710484,-122.41197,10.162166,29.32421,249.5971,267.89252,76.0,255.0,101.0,2004-09-29 16:49:17.366000000,18.579582
153,2024-05-15 16:49:24.237999872,17.805607,47.71048,-122.41201,10.165211,29.319849,249.88051,268.19797,75.0,244.0,147.0,2004-09-29 16:49:24.237999872,17.762234
154,2024-05-15 16:49:29.418000000,17.146906,47.710476,-122.41204,10.168504,29.314943,249.84964,268.181,82.0,250.0,111.0,2004-09-29 16:49:29.418000000,17.105604
155,2024-05-15 16:49:34.549000064,16.548086,47.710472,-122.41207,10.172981,29.310637,250.03625,268.3906,76.0,253.0,97.0,2004-09-29 16:49:34.549000064,16.506784
156,2024-05-15 16:49:39.717999872,15.819519,47.710472,-122.412094,10.175349,29.30644,250.24382,268.58417,78.0,256.0,113.0,2004-09-29 16:49:39.717999872,15.777183
157,2024-05-15 16:49:44.723000064,15.200735,47.710472,-122.412125,10.18001,29.302652,250.4908,268.88165,83.0,245.0,127.0,2004-09-29 16:49:44.723000064,15.157363
158,2024-05-15 16:49:49.905999872,14.581948,47.710472,-122.41215,10.18496,29.297615,250.63222,269.038,77.0,228.0,98.0,2004-09-29 16:49:49.905999872,14.540647
159,2024-05-15 16:49:55.042000000,13.953179,47.710472,-122.41218,10.19753,29.288115,250.82819,269.3219,83.0,247.0,151.0,2004-09-29 16:49:55.042000000,13.913947
160,2024-05-15 16:50:00.329999872,13.36433,47.710472,-122.41221,10.212488,29.279264,250.95644,269.52475,81.0,242.0,151.0,2004-09-29 16:50:00.329999872,13.323029
161,2024-05-15 16:50:05.316999936,12.835363,47.710476,-122.41223,10.233887,29.264322,251.13426,269.88068,80.0,252.0,100.0,2004-09-29 16:50:05.316999936,12.794061
162,2024-05-15 16:50:10.296999936,12.176647,47.710476,-122.41226,10.241646,29.258139,251.7975,270.46118,80.0,249.0,142.0,2004-09-29 16:50:10.296999936,12.134311
163,2024-05-15 16:50:15.858000000,11.507949,47.71048,-122.41229,10.2492075,29.252014,252.48596,271.12616,80.0,227.0,158.0,2004-09-29 16:50:15.858000000,11.466646
164,2024-05-15 16:50:21.049000064,10.889151,47.71048,-122.412315,10.264905,29.24029,252.97389,271.71988,81.0,233.0,184.0,2004-09-29 16:50:21.049000064,10.845779
