sg_data_point,time,depth,latitude,longitude,temperature,salinity,dissolved_oxygen,instrument_dissolved_oxygen,PAR_470nm,particle_concentration_700nm,chlorophyll_695nm,ctd_time,ctd_depth
457,2024-05-15 18:05:41.560000000,77.8881,47.707542,-122.41383,9.727652,29.734415,227.17789,243.8077,118.0,383.0,56.0,2004-09-29 18:05:41.560000000,77.574165
458,2024-05-15 18:05:51.559000064,79.01554,47.707565,-122.41381,9.725856,29.74561,226.43773,243.1542,115.0,373.0,56.0,2004-09-29 18:05:51.559000064,78.69809
459,2024-05-15 18:06:01.560000000,80.272675,47.70759,-122.413795,9.726993,29.749632,225.53644,242.28601,117.0,397.0,59.0,2004-09-29 18:06:01.560000000,79.96316
460,2024-05-15 18:06:11.560000000,81.48989,47.707607,-122.41378,9.716872,29.770458,224.86653,241.56268,119.0,387.0,55.0,2004-09-29 18:06:11.560000000,81.17773
461,2024-05-15 18:06:21.560000000,82.74702,47.70763,-122.413765,9.71759,29.771225,224.3133,240.96371,112.0,432.0,53.0,2004-09-29 18:06:21.560000000,82.432205
462,2024-05-15 18:06:31.559000064,84.06399,47.707653,-122.41376,9.692484,29.814188,223.8282,240.34795,115.0,426.0,50.0,2004-09-29 18:06:31.559000064,83.763374
463,2024-05-15 18:06:41.561000064,85.22132,47.707676,-122.41375,9.692786,29.816954,222.89293,239.48015,118.0,398.0,56.0,2004-09-29 18:06:41.561000064,84.91892
464,2024-05-15 18:06:51.559000064,86.38863,47.7077,-122.41375,9.690569,29.81933,222.16881,238.72295,131.0,430.0,59.0,2004-09-29 18:06:51.559000064,86.08356
465,2024-05-15 18:07:01.560000000,87.59583,47.70772,-122.413734,9.687575,29.821829,221.81871,238.3606,113.0,362.0,56.0,2004-09-29 18:07:01.560000000,87.28898
466,2024-05-15 18:07:11.561000064,88.79306,47.707745,-122.41373,9.682515,29.823704,221.50775,238.01544,105.0,389.0,63.0,2004-09-29 18:07:11.561000064,88.48709
467,2024-05-15 18:07:21.560000000,89.77078,47.707767,-122.41371,9.672632,29.826982,221.22049,237.69147,115.0,364.0,69.0,2004-09-29 18:07:21.560000000,89.465706
468,2024-05-15 18:07:31.559000064,90.987946,47.707787,-122.41369,9.668801,29.829166,220.93495,237.43858,110.0,356.0,53.0,2004-09-29 18:07:31.559000064,90.68109
469,2024-05-15 18:07:44.052000000,92.44454,47.707794,-122.41368,9.6659565,,,,106.0,352.0,58.0,2004-09-29 18:07:44.052000000,92.14393
470,2024-05-15 18:07:51.006999936,93.023186,47.707794,-122.41368,9.658671,,,,110.0,397.0,51.0,2004-09-29 18:07:51.006999936,92.799736
471,2024-05-15 18:08:00.359999872,93.26263,47.707794,-122.41368,9.6549015,,,,108.0,393.0,59.0,2004-09-29 18:08:00.359999872,93.06048
472,2024-05-15 18:08:10.336999936,93.54197,47.707794,-122.41368,9.6557865,,,,113.0,410.0,57.0,2004-09-29 18:08:10.336999936,93.341774
473,2024-05-15 18:08:20.316000000,93.88117,47.707794,-122.41368,9.654905,,,,110.0,393.0,50.0,2004-09-29 18:08:20.316000000,93.67319
474,2024-05-15 18:08:30.346999936,94.13059,47.707794,-122.41368,9.652312,,,,116.0,388.0,62.0,2004-09-29 18:08:30.346999936,93.91872
475,2024-05-15 18:08:40.255000064,94.469795,47.707794,-122.41367,9.648983,,,,116.0,391.0,57.0,2004-09-29 18:08:40.255000064,94.25212
476,2024-05-15 18:08:50.299000064,94.92871,47.707794,-122.41367,9.645545,,,,116.0,391.0,49.0,2004-09-29 18:08:50.299000064,94.712006
477,2024-05-15 18:09:00.355000064,95.16815,47.707794,-122.41367,9.644026,,,,113.0,388.0,51.0,2004-09-29 18:09:00.355000064,94.945656
478,2024-05-15 18:09:10.306999936,95.53728,47.707794,-122.41367,9.641695,,,,116.0,382.0,52.0,2004-09-29 18:09:10.306999936,95.30903
479,2024-05-15 18:09:20.366000000,95.88646,47.707794,-122.41367,9.640007,,,,115.0,390.0,55.0,2004-09-29 18:09:20.366000000,95.65438
480,2024-05-15 18:09:30.397000064,96.265564,47.707794,-122.41367,9.639685,,,,112.0,447.0,52.0,2004-09-29 18:09:30.397000064,96.033485
481,2024-05-15 18:09:40.300000000,96.6746,47.707794,-122.41367,9.640071,,,,107.0,353.0,50.0,2004-09-29 18:09:40.300000000,96.44061
482,2024-05-15 18:09:50.275000064,97.14349,47.707794,-122.41367,9.639604,,,,106.0,364.0,47.0,2004-09-29 18:09:50.275000064,96.90379
483,2024-05-15 18:10:00.328000128,97.52259,47.707794,-122.41367,9.637215,,,,106.0,362.0,49.0,2004-09-29 18:10:00.328000128,97.28385
484,2024-05-15 18:10:10.265000064,97.901695,47.707794,-122.41367,9.634727,,,,133.0,388.0,49.0,2004-09-29 18:10:10.265000064,97.654434
485,2024-05-15 18:10:20.351000064,98.37058,47.707794,-122.413666,9.633954,,,,117.0,381.0,55.0,2004-09-29 18:10:20.351000064,98.117676
486,2024-05-15 18:10:30.378000000,98.79957,47.707794,-122.413666,9.637787,,,,106.0,401.0,60.0,2004-09-29 18:10:30.378000000,98.55042
487,2024-05-15 18:10:40.303999872,99.328316,47.707794,-122.413666,9.635145,,,,115.0,361.0,54.0,2004-09-29 18:10:40.303999872,99.083885
488,2024-05-15 18:10:54.677000064,99.87701,47.707794,-122.413666,9.634799,,,,120.0,414.0,47.0,2004-09-29 18:10:54.677000064,99.65741
489,2024-05-15 18:11:01.908000000,99.74732,47.707794,-122.413666,9.634053,,,,114.0,381.0,49.0,2004-09-29 18:11:01.908000000,99.74436
490,2024-05-15 18:11:11.108000000,99.45801,47.707794,-122.413666,9.63467,,,,108.0,332.0,46.0,2004-09-29 18:11:11.108000000,99.44987
491,2024-05-15 18:11:20.285000064,99.268456,47.707794,-122.413666,9.635024,,,,119.0,391.0,53.0,2004-09-29 18:11:20.285000064,99.256165
492,2024-05-15 18:11:30.290999936,99.08888,47.707794,-122.413666,9.63465,,,,111.0,384.0,52.0,2004-09-29 18:11:30.290999936,99.075554
493,2024-05-15 18:11:40.316999936,98.96917,47.707794,-122.413666,9.635438,,,,114.0,380.0,55.0,2004-09-29 18:11:40.316999936,98.94858
494,2024-05-15 18:11:50.346999936,98.78959,47.707794,-122.413666,9.635211,,,,115.0,381.0,51.0,2004-09-29 18:11:50.346999936,98.77212
495,2024-05-15 18:12:00.346000000,98.560135,47.707794,-122.41366,9.635217,,,,112.0,377.0,50.0,2004-09-29 18:12:00.346000000,98.537476
496,2024-05-15 18:12:10.272000128,98.34066,47.707794,-122.41366,9.635235,,,,103.0,335.0,52.0,2004-09-29 18:12:10.272000128,98.31281
497,2024-05-15 18:12:20.377000064,98.17106,47.707794,-122.41366,9.635853,,,,107.0,359.0,51.0,2004-09-29 18:12:20.377000064,98.14426
498,2024-05-15 18:12:30.326000000,97.75205,47.707794,-122.41366,9.636806,,,,110.0,392.0,52.0,2004-09-29 18:12:30.326000000,97.72214
499,2024-05-15 18:12:40.381000064,97.31309,47.707794,-122.41366,9.636998,,,,123.0,391.0,50.0,2004-09-29 18:12:40.381000064,97.28007
500,2024-05-15 18:12:50.306999936,96.90405,47.707794,-122.41366,9.638032,,,,119.0,393.0,50.0,2004-09-29 18:12:50.306999936,96.86586
501,2024-05-15 18:13:00.335000064,96.435165,47.707794,-122.41366,9.640128,,,,114.0,366.0,67.0,2004-09-29 18:13:00.335000064,96.39283
502,2024-05-15 18:13:10.408999936,95.8266,47.707794,-122.41366,9.639925,,,,119.0,365.0,49.0,2004-09-29 18:13:10.408999936,95.77082
503,2024-05-15 18:13:20.316000000,95.27789,47.707794,-122.41366,9.641794,,,,119.0,380.0,57.0,2004-09-29 18:13:20.316000000,95.21799
504,2024-05-15 18:13:30.265000064,94.6394,47.707794,-122.41365,9.645671,,,,128.0,465.0,49.0,2004-09-29 18:13:30.265000064,94.57227
505,2024-05-15 18:13:40.346999936,93.98094,47.707794,-122.41365,9.647433,,,,119.0,377.0,51.0,2004-09-29 18:13:40.346999936,93.91176
506,2024-05-15 18:13:50.381000064,93.31251,47.707794,-122.41365,9.651961,,,,123.0,392.0,51.0,2004-09-29 18:13:50.381000064,93.244354
507,2024-05-15 18:14:00.313999872,92.70393,47.707794,-122.41365,9.656002,,,,111.0,386.0,58.0,2004-09-29 18:14:00.313999872,92.646095
508,2024-05-15 18:14:10.362000000,91.96567,47.707794,-122.41365,9.659032,,,,114.0,367.0,50.0,2004-09-29 18:14:10.362000000,91.91196
509,2024-05-15 18:14:22.066999936,91.107666,47.70779,-122.413635,9.661517,29.83883,218.05629,234.6749,115.0,369.0,53.0,2004-09-29 18:14:22.066999936,91.04467
510,2024-05-15 18:14:32.855000064,90.36939,47.70778,-122.413605,9.67034,29.830502,218.35811,235.04462,112.0,377.0,56.0,2004-09-29 18:14:32.855000064,90.30846
511,2024-05-15 18:14:42.855000064,89.55129,47.707767,-122.41358,9.668101,29.832062,218.78252,235.41446,103.0,371.0,50.0,2004-09-29 18:14:42.855000064,89.47902
512,2024-05-15 18:14:52.855000064,88.81301,47.707756,-122.41356,9.666845,29.832642,219.0034,235.62416,103.0,380.0,48.0,2004-09-29 18:14:52.855000064,88.752075
513,2024-05-15 18:15:02.854000128,88.11463,47.707745,-122.413536,9.66841,29.831842,219.11086,235.74281,106.0,369.0,49.0,2004-09-29 18:15:02.854000128,88.04545
514,2024-05-15 18:15:12.855000064,87.38632,47.707733,-122.41351,9.667575,29.831963,219.34694,235.97565,113.0,376.0,56.0,2004-09-29 18:15:12.855000064,87.32023
515,2024-05-15 18:15:22.854000128,86.598145,47.707718,-122.4135,9.673657,29.828005,219.18326,235.85432,122.0,390.0,56.0,2004-09-29 18:15:22.854000128,86.53411
516,2024-05-15 18:15:32.855000064,85.73015,47.707703,-122.413475,9.68155,29.825241,219.32391,236.05875,124.0,463.0,53.0,2004-09-29 18:15:32.855000064,85.661995
517,2024-05-15 18:15:42.854000128,84.86215,47.707687,-122.41346,9.684702,29.82295,219.32808,236.04198,120.0,381.0,61.0,2004-09-29 18:15:42.854000128,84.794
518,2024-05-15 18:15:52.854000128,84.06399,47.707672,-122.413445,9.687714,29.822315,219.42139,236.13123,116.0,387.0,55.0,2004-09-29 18:15:52.854000128,83.995834
519,2024-05-15 18:16:02.855000064,83.23589,47.707657,-122.41343,9.687895,29.822657,219.35931,236.03821,113.0,391.0,50.0,2004-09-29 18:16:02.855000064,83.16774
520,2024-05-15 18:16:12.854000128,82.40779,47.70764,-122.413414,9.692325,29.81217,219.47278,236.18208,115.0,389.0,54.0,2004-09-29 18:16:12.854000128,82.33861
521,2024-05-15 18:16:20.697000064,81.65951,47.707626,-122.41341,9.743072,29.724422,219.08112,236.26723,109.0,370.0,53.0,2004-09-29 18:16:20.697000064,81.593414
522,2024-05-15 18:16:32.854000128,80.68174,47.70761,-122.41338,9.751444,29.700756,219.42958,236.33679,109.0,350.0,57.0,2004-09-29 18:16:32.854000128,80.62493
523,2024-05-15 18:16:42.854000128,79.66406,47.7076,-122.41336,9.751468,29.698769,220.74374,237.6219,103.0,344.0,49.0,2004-09-29 18:16:42.854000128,79.599
524,2024-05-15 18:16:52.855000064,78.905785,47.707584,-122.41334,9.754855,29.6971,222.36526,239.30528,108.0,361.0,65.0,2004-09-29 18:16:52.855000064,78.8366
525,2024-05-15 18:17:02.855000064,78.04774,47.707573,-122.41332,9.757806,29.69372,223.16074,240.11961,113.0,392.0,57.0,2004-09-29 18:17:02.855000064,77.98164
526,2024-05-15 18:17:12.854000128,77.01009,47.70756,-122.4133,9.76205,29.68738,223.9138,240.9279,114.0,358.0,57.0,2004-09-29 18:17:12.854000128,76.9409
527,2024-05-15 18:17:22.854000128,76.31167,47.707546,-122.413284,9.763663,29.684437,223.99031,240.97435,108.0,350.0,61.0,2004-09-29 18:17:22.854000128,76.242485
528,2024-05-15 18:17:32.855000064,75.383766,47.70753,-122.41327,9.763232,29.684216,224.41226,241.38748,106.0,336.0,58.0,2004-09-29 18:17:32.855000064,75.31355
529,2024-05-15 18:17:42.854000128,74.515724,47.707516,-122.413246,9.763856,29.682886,224.82735,241.80347,104.0,343.0,53.0,2004-09-29 18:17:42.854000128,74.4486
530,2024-05-15 18:17:52.854000128,73.79734,47.7075,-122.41324,9.764684,29.681688,224.77919,241.75673,100.0,349.0,53.0,2004-09-29 18:17:52.854000128,73.73022
531,2024-05-15 18:18:02.854000128,72.94925,47.707485,-122.41322,9.766788,29.678562,225.01723,242.01175,102.0,322.0,53.0,2004-09-29 18:18:02.854000128,72.880066
532,2024-05-15 18:18:12.854000128,72.19095,47.70747,-122.41321,9.76638,29.678383,225.2383,242.22974,105.0,346.0,60.0,2004-09-29 18:18:12.854000128,72.12795
533,2024-05-15 18:18:22.854000128,71.44263,47.70745,-122.4132,9.7681875,29.675173,225.3321,242.3412,97.0,331.0,52.0,2004-09-29 18:18:22.854000128,71.37447
534,2024-05-15 18:18:31.658999936,70.68432,47.707436,-122.413185,9.769303,29.669851,225.62167,242.63885,99.0,319.0,53.0,2004-09-29 18:18:31.658999936,70.62648
535,2024-05-15 18:18:41.556000000,69.706505,47.70742,-122.41317,9.769452,29.668997,225.61485,242.62627,102.0,339.0,52.0,2004-09-29 18:18:41.556000000,69.69629
536,2024-05-15 18:18:51.556999936,68.61893,47.7074,-122.41316,9.768823,29.667637,225.61511,242.60103,101.0,343.0,51.0,2004-09-29 18:18:51.556999936,68.606636
537,2024-05-15 18:19:01.536000000,67.45152,47.707382,-122.41315,9.767621,29.664492,225.73457,242.71803,96.0,326.0,52.0,2004-09-29 18:19:01.536000000,67.43197
538,2024-05-15 18:19:11.562999936,66.36393,47.707363,-122.41313,9.765867,29.65647,225.92375,242.91145,102.0,309.0,51.0,2004-09-29 18:19:11.562999936,66.34645
539,2024-05-15 18:19:21.642999936,65.25638,47.70734,-122.413124,9.76476,29.647127,226.0159,243.01772,93.0,310.0,52.0,2004-09-29 18:19:21.642999936,65.249275
540,2024-05-15 18:19:31.621000064,64.218666,47.707317,-122.41311,9.764993,29.64458,226.41997,243.45709,93.0,306.0,54.0,2004-09-29 18:19:31.621000064,64.18461
541,2024-05-15 18:19:41.576000000,63.131058,47.707294,-122.4131,9.765255,29.642649,226.71138,243.76125,94.0,296.0,53.0,2004-09-29 18:19:41.576000000,63.109436
542,2024-05-15 18:19:51.647000064,61.96362,47.70727,-122.4131,9.768256,29.634125,226.89336,243.96703,89.0,305.0,55.0,2004-09-29 18:19:51.647000064,61.91611
543,2024-05-15 18:20:01.632000000,61.075565,47.707245,-122.4131,9.78414,29.605953,227.09885,244.32307,85.0,260.0,53.0,2004-09-29 18:20:01.632000000,61.054977
544,2024-05-15 18:20:12.877000064,59.858223,47.70722,-122.4131,9.791765,29.597172,227.34949,244.5516,81.0,268.0,52.0,2004-09-29 18:20:12.877000064,59.830383
545,2024-05-15 18:20:22.854000128,58.61094,47.70719,-122.4131,9.801707,29.588604,228.19789,245.45963,82.0,252.0,70.0,2004-09-29 18:20:22.854000128,58.574814
546,2024-05-15 18:20:32.854000128,57.453453,47.707165,-122.4131,9.802078,29.587986,229.20573,246.45528,84.0,258.0,57.0,2004-09-29 18:20:32.854000128,57.411118
547,2024-05-15 18:20:42.855000064,56.285984,47.70714,-122.4131,9.806015,29.58896,229.7067,246.9798,86.0,259.0,64.0,2004-09-29 18:20:42.855000064,56.24365
548,2024-05-15 18:20:52.855000064,55.208313,47.707115,-122.4131,9.842587,29.575762,229.55617,247.08485,84.0,274.0,55.0,2004-09-29 18:20:52.855000064,55.168045
549,2024-05-15 18:21:02.854000128,54.09072,47.707092,-122.41311,9.915615,29.526754,229.45375,247.48091,95.0,282.0,66.0,2004-09-29 18:21:02.854000128,54.050453
550,2024-05-15 18:21:12.854000128,53.05295,47.707066,-122.413124,9.988703,29.477055,230.81865,249.13847,84.0,270.0,71.0,2004-09-29 18:21:12.854000128,53.015793
551,2024-05-15 18:21:22.854000128,51.965286,47.707043,-122.41313,10.010799,29.461233,233.69836,251.64911,85.0,272.0,76.0,2004-09-29 18:21:22.854000128,51.92502
552,2024-05-15 18:21:32.855000064,50.797783,47.70702,-122.41314,10.0116625,29.460575,237.02109,254.91008,89.0,262.0,74.0,2004-09-29 18:21:32.855000064,50.752342
553,2024-05-15 18:21:42.855000064,49.690147,47.706997,-122.413155,10.012854,29.46083,238.4819,256.37177,76.0,287.0,67.0,2004-09-29 18:21:42.855000064,49.654022
554,2024-05-15 18:21:52.854000128,48.602463,47.706974,-122.41316,10.014812,29.459301,239.15146,257.0154,82.0,255.0,74.0,2004-09-29 18:21:52.854000128,48.564266
555,2024-05-15 18:22:02.854000128,47.34513,47.70695,-122.41318,10.022849,29.456337,239.54395,257.4441,83.0,249.0,91.0,2004-09-29 18:22:02.854000128,47.304867
556,2024-05-15 18:22:13.328999936,46.137688,47.706924,-122.413185,10.0317,29.452723,239.9905,257.91156,85.0,264.0,106.0,2004-09-29 18:22:13.328999936,46.098457
557,2024-05-15 18:22:22.486000000,45.18969,47.7069,-122.4132,10.040364,29.450684,240.37898,258.35828,79.0,259.0,80.0,2004-09-29 18:22:22.486000000,45.121536
558,2024-05-15 18:22:33.267999872,44.19179,47.706882,-122.41321,10.063561,29.440474,240.6557,258.77692,78.0,252.0,112.0,2004-09-29 18:22:33.267999872,44.11746
559,2024-05-15 18:22:43.269000064,43.253765,47.70686,-122.41322,10.07452,29.434881,241.59186,259.66348,80.0,263.0,105.0,2004-09-29 18:22:43.269000064,43.181488
560,2024-05-15 18:22:53.267999872,42.45544,47.706837,-122.41324,10.075606,29.434566,242.58406,260.63184,81.0,219.0,84.0,2004-09-29 18:22:53.267999872,42.384193
561,2024-05-15 18:23:03.267999872,41.5673,47.706814,-122.413246,10.077679,29.432955,243.14616,261.19522,78.0,246.0,96.0,2004-09-29 18:23:03.267999872,41.496056
562,2024-05-15 18:23:13.267999872,40.649216,47.706795,-122.41326,10.0829,29.432215,243.24939,261.3349,77.0,249.0,77.0,2004-09-29 18:23:13.267999872,40.576942
563,2024-05-15 18:23:23.267999872,39.74111,47.70677,-122.41328,10.088745,29.429676,243.41045,261.50565,78.0,243.0,93.0,2004-09-29 18:23:23.267999872,39.667805
564,2024-05-15 18:23:33.266999936,39.032585,47.706753,-122.4133,10.092299,29.426928,243.86136,261.95197,79.0,256.0,86.0,2004-09-29 18:23:33.266999936,38.962368
565,2024-05-15 18:23:43.267999872,38.054615,47.706734,-122.413315,10.099053,29.423996,243.99344,262.12497,77.0,247.0,120.0,2004-09-29 18:23:43.267999872,37.98234
566,2024-05-15 18:23:53.267999872,37.20637,47.706715,-122.41334,10.111907,29.417088,244.19363,262.43253,83.0,264.0,84.0,2004-09-29 18:23:53.267999872,37.134098
567,2024-05-15 18:24:03.267999872,36.388065,47.7067,-122.41336,10.121111,29.414017,244.52705,262.75375,85.0,255.0,109.0,2004-09-29 18:24:03.267999872,36.324036
568,2024-05-15 18:24:13.266999936,35.549797,47.70668,-122.41338,10.133192,29.40827,244.87697,263.1341,77.0,238.0,113.0,2004-09-29 18:24:13.266999936,35.47958
569,2024-05-15 18:24:21.135999872,34.97099,47.70667,-122.413414,10.148624,29.402857,245.27672,263.59973,75.0,249.0,100.0,2004-09-29 18:24:21.135999872,34.902832
570,2024-05-15 18:24:33.266999936,33.953083,47.706657,-122.41344,10.153844,29.401142,245.93657,264.1423,80.0,258.0,127.0,2004-09-29 18:24:33.266999936,33.881836
571,2024-05-15 18:24:43.266999936,33.15472,47.706646,-122.413475,10.168256,29.390532,246.60391,264.91824,81.0,248.0,95.0,2004-09-29 18:24:43.266999936,33.086567
572,2024-05-15 18:24:53.267999872,32.2865,47.706635,-122.413506,10.166362,29.385246,247.22487,265.44852,76.0,243.0,95.0,2004-09-29 18:24:53.267999872,32.21628
573,2024-05-15 18:25:03.267999872,31.548008,47.70663,-122.413536,10.170831,29.38216,247.59236,265.87347,83.0,249.0,89.0,2004-09-29 18:25:03.267999872,31.477793
574,2024-05-15 18:25:13.267999872,30.69974,47.706627,-122.413574,10.186928,29.377596,247.7383,266.16205,76.0,239.0,100.0,2004-09-29 18:25:13.267999872,30.633646
575,2024-05-15 18:25:23.267999872,29.961243,47.706627,-122.413605,10.189288,29.377464,248.12334,266.4675,75.0,298.0,135.0,2004-09-29 18:25:23.267999872,29.893087
576,2024-05-15 18:25:33.267999872,28.96327,47.706627,-122.41364,10.192199,29.377758,248.47975,266.81802,78.0,259.0,100.0,2004-09-29 18:25:33.267999872,28.894085
577,2024-05-15 18:25:43.267999872,28.214788,47.70663,-122.41367,10.193262,29.376892,248.6933,267.0207,76.0,241.0,141.0,2004-09-29 18:25:43.267999872,28.145603
578,2024-05-15 18:25:53.267999872,27.416405,47.706635,-122.41371,10.1922245,29.377237,249.07233,267.37268,82.0,233.0,92.0,2004-09-29 18:25:53.267999872,27.34516
579,2024-05-15 18:26:03.266999936,26.4783,47.706642,-122.41374,10.192688,29.376463,249.41643,267.73404,79.0,222.0,101.0,2004-09-29 18:26:03.266999936,26.409115
580,2024-05-15 18:26:13.266999936,25.52023,47.706654,-122.41377,10.221006,29.367815,249.27602,267.8864,80.0,248.0,124.0,2004-09-29 18:26:13.266999936,25.452076
581,2024-05-15 18:26:23.266999936,24.612057,47.70666,-122.4138,10.244936,29.355463,249.58566,268.20593,76.0,239.0,110.0,2004-09-29 18:26:23.266999936,24.542871
582,2024-05-15 18:26:31.690000000,23.763758,47.70667,-122.41383,10.252465,29.352413,250.68073,269.29593,79.0,253.0,116.0,2004-09-29 18:26:31.690000000,23.691483
583,2024-05-15 18:26:43.267999872,22.685915,47.70668,-122.413864,10.267809,29.34771,251.72191,270.41397,80.0,252.0,123.0,2004-09-29 18:26:43.267999872,22.618792
584,2024-05-15 18:26:53.267999872,21.767748,47.706696,-122.413895,10.283484,29.340548,252.7281,271.53235,85.0,286.0,128.0,2004-09-29 18:26:53.267999872,21.695475
585,2024-05-15 18:27:03.266999936,20.769737,47.70671,-122.41392,10.313809,29.326605,253.5325,272.52237,81.0,265.0,151.0,2004-09-29 18:27:03.266999936,20.703644
586,2024-05-15 18:27:13.269000064,19.80166,47.70673,-122.41394,10.365004,29.307272,254.2798,273.6214,72.0,250.0,168.0,2004-09-29 18:27:13.269000064,19.733505
587,2024-05-15 18:27:20.714999936,19.013224,47.706745,-122.413956,10.360115,29.305183,254.50008,273.45874,83.0,265.0,192.0,2004-09-29 18:27:20.714999936,18.943008
588,2024-05-15 18:27:26.753000064,18.48427,47.70676,-122.41396,10.385467,29.296032,256.00668,275.2135,82.0,361.0,169.0,2004-09-29 18:27:26.753000064,18.418177
589,2024-05-15 18:27:31.446000128,18.04514,47.70677,-122.41397,10.391657,29.293585,256.87115,276.02945,81.0,261.0,166.0,2004-09-29 18:27:31.446000128,17.975954
590,2024-05-15 18:27:36.908000000,17.516184,47.706783,-122.41398,10.416302,29.283403,258.0122,277.36008,85.0,257.0,227.0,2004-09-29 18:27:36.908000000,17.446999
591,2024-05-15 18:27:42.078000128,16.977247,47.706795,-122.41399,10.495861,29.256142,258.40582,278.56815,80.0,256.0,222.0,2004-09-29 18:27:42.078000128,16.906002
592,2024-05-15 18:27:47.066000000,16.597994,47.706806,-122.413994,10.516687,29.247217,259.66257,279.66876,85.0,284.0,235.0,2004-09-29 18:27:47.066000000,16.527779
593,2024-05-15 18:27:52.076000000,16.138897,47.706814,-122.414,10.601283,29.22976,260.93915,281.627,96.0,280.0,351.0,2004-09-29 18:27:52.076000000,16.065592
594,2024-05-15 18:27:57.958000000,15.669819,47.706825,-122.41401,10.636863,29.216654,263.7765,284.36697,104.0,352.0,520.0,2004-09-29 18:27:57.958000000,15.5924
595,2024-05-15 18:28:03.142000000,15.19076,47.706837,-122.41402,10.661653,29.20832,267.7156,288.22153,101.0,366.0,402.0,2004-09-29 18:28:03.142000000,15.116426
596,2024-05-15 18:28:08.157000064,14.831464,47.70685,-122.41402,10.67541,29.205946,271.30527,291.88,100.0,352.0,378.0,2004-09-29 18:28:08.157000064,14.75919
597,2024-05-15 18:28:13.336999936,14.5520115,47.70686,-122.414024,10.683582,29.204388,273.9356,294.5609,96.0,356.0,442.0,2004-09-29 18:28:13.336999936,14.481797
598,2024-05-15 18:28:18.584000128,14.013067,47.70687,-122.414024,10.688225,29.203058,276.42047,296.85587,102.0,371.0,475.0,2004-09-29 18:28:18.584000128,13.941822
599,2024-05-15 18:28:23.923000064,13.723633,47.706886,-122.414024,10.695155,29.201233,278.31232,298.76828,98.0,352.0,394.0,2004-09-29 18:28:23.923000064,13.653418
600,2024-05-15 18:28:28.901000064,13.314432,47.706898,-122.414024,10.705644,29.19849,279.60352,300.08542,96.0,360.0,445.0,2004-09-29 18:28:28.901000064,13.243188
601,2024-05-15 18:28:33.890000128,12.87529,47.70691,-122.414024,10.71301,29.198223,280.88455,301.39282,103.0,378.0,402.0,2004-09-29 18:28:33.890000128,12.803015
602,2024-05-15 18:28:39.461999872,12.52597,47.70692,-122.41402,10.717147,29.196093,282.16617,302.65125,101.0,380.0,376.0,2004-09-29 18:28:39.461999872,12.457816
603,2024-05-15 18:28:47.790000000,11.837312,47.706936,-122.41401,10.732087,29.194502,284.1292,304.70413,96.0,380.0,434.0,2004-09-29 18:28:47.790000000,11.774312
604,2024-05-15 18:28:54.440999936,11.048844,47.70695,-122.414,10.745722,29.19343,285.80246,306.53012,99.0,350.0,385.0,2004-09-29 18:28:54.440999936,11.017896
605,2024-05-15 18:29:01.098000000,10.310277,47.706966,-122.41399,10.859404,29.164133,285.63113,307.67352,103.0,380.0,484.0,2004-09-29 18:29:01.098000000,10.28451
606,2024-05-15 18:29:09.082999936,9.132557,47.70698,-122.41397,11.173382,29.077866,285.48413,310.4837,110.0,451.0,665.0,2004-09-29 18:29:09.082999936,9.091254
607,2024-05-15 18:29:15.714999936,8.3141365,47.706997,-122.41395,11.259081,29.045263,294.16605,318.36792,117.0,459.0,845.0,2004-09-29 18:29:15.714999936,8.266628
608,2024-05-15 18:29:22.342999936,7.3160586,47.70701,-122.41393,11.279639,29.044064,305.65723,329.08133,129.0,514.0,824.0,2004-09-29 18:29:22.342999936,7.2675166
609,2024-05-15 18:29:28.996999936,6.4277654,47.70702,-122.41391,11.322828,29.026695,319.18588,343.5207,120.0,477.0,870.0,2004-09-29 18:29:28.996999936,6.382325
610,2024-05-15 18:29:36.802999936,5.4097166,47.70703,-122.41389,11.40768,29.009937,331.8301,357.52173,120.0,495.0,879.0,2004-09-29 18:29:36.802999936,5.3622084
611,2024-05-15 18:29:43.459000064,4.4216056,47.70704,-122.41386,11.521833,28.995682,337.8032,364.64813,145.0,530.0,961.0,2004-09-29 18:29:43.459000064,4.3740973
612,2024-05-15 18:29:53.040999936,3.223889,47.707043,-122.413826,11.67207,28.955273,344.21872,371.70898,135.0,582.0,1036.0,2004-09-29 18:29:53.040999936,3.1774147
613,2024-05-15 18:29:58.214000000,2.5252178,47.707043,-122.41379,11.73145,28.944727,350.20804,378.00253,135.0,531.0,1005.0,2004-09-29 18:29:58.214000000,2.4818463
614,2024-05-15 18:30:04.010000000,1.7966008,47.70704,-122.413765,11.781174,28.935452,355.37146,383.25812,143.0,638.0,795.0,2004-09-29 18:30:04.010000000,1.754264
615,2024-05-15 18:30:09.328999936,0.97815126,47.707035,-122.41374,11.842118,,,,126.0,433.0,405.0,2004-09-29 18:30:09.328999936,0.9399541
616,2024-05-15 18:30:14.302000000,0.4291894,47.707035,-122.413734,11.889081,,,,135.0,499.0,431.0,2004-09-29 18:30:14.302000000,0.36825278
617,2024-05-15 18:30:19.266000000,0.23954768,47.707035,-122.413734,11.783073,,,,124.0,501.0,357.0,2004-09-29 18:30:19.266000000,0.038374614
