sg_data_point,time,depth,latitude,longitude,temperature,salinity,dissolved_oxygen_sat,PAR_470nm,particle_concentration_700nm,chlorophyll_695nm,dive_number,ctd_time,ctd_depth
0,2044-12-23 23:02:32.234999936,0.3503034,9.298063,-143.6425,26.847301,,,,,,661,2005-09-27 23:02:32.234999936,-0.22780453
1,2044-12-23 23:02:42.232000128,0.13011277,9.298069,-143.6425,26.8914,,,,,,661,2005-09-27 23:02:42.232000128,-0.44701847
2,2044-12-23 23:02:52.233000064,0.26022545,9.29808,-143.6425,26.935516,,,,,,661,2005-09-27 23:02:52.233000064,-0.33114454
3,2044-12-23 23:03:02.232000128,0.11009542,9.298092,-143.64252,26.979624,,,,,,661,2005-09-27 23:03:02.232000128,-0.47798103
4,2044-12-23 23:03:12.233000064,0.31026876,9.298102,-143.64253,27.023739,,,,,,661,2005-09-27 23:03:12.233000064,-0.25094548
5,2044-12-23 23:03:22.232000128,0.17014745,9.298114,-143.64253,27.067846,,,,,,661,2005-09-27 23:03:22.232000128,-0.37059966
6,2044-12-23 23:03:30.986000000,0.2402081,9.298124,-143.64255,27.10632,,,,,,661,2005-09-27 23:03:30.986000000,-0.3435596
7,2044-12-23 23:03:40.950999936,0.26022545,9.298136,-143.64255,27.145748,,,,,,661,2005-09-27 23:03:40.950999936,-0.31538802
8,2044-12-23 23:03:50.891000064,0.34029475,9.298146,-143.64256,27.1852,,,,,,661,2005-09-27 23:03:50.891000064,-0.22801453
9,2044-12-23 23:04:00.990000000,0.6805889,9.298158,-143.64256,27.225285,,,,,,661,2005-09-27 23:04:00.990000000,0.08631108
10,2044-12-23 23:04:10.934999936,0.980848,9.298169,-143.64258,27.264755,,,,,,661,2005-09-27 23:04:10.934999936,0.38659477
11,2044-12-23 23:04:20.875999872,1.2911153,9.298181,-143.64258,27.305593,,,,,,661,2005-09-27 23:04:20.875999872,0.6968068
12,2044-12-23 23:04:30.973000064,1.8816227,9.298192,-143.6426,27.393167,,,,,,661,2005-09-27 23:04:30.973000064,1.2900198
13,2044-12-23 23:04:40.887000064,2.8524532,9.298203,-143.6426,27.475351,34.7183,203.33246,,,,661,2005-09-27 23:04:40.887000064,2.2583027
14,2044-12-23 23:04:56.796999936,6.0451517,9.29822,-143.64261,27.503073,34.718952,203.23889,,,,661,2005-09-27 23:04:56.796999936,5.4510937
15,2044-12-23 23:05:05.627000064,7.6865196,9.298234,-143.64261,27.501408,34.714798,203.24919,,,,661,2005-09-27 23:05:05.627000064,7.1962233
16,2044-12-23 23:05:14.967000064,8.927546,9.298246,-143.64261,27.510286,34.71007,203.22485,,,,661,2005-09-27 23:05:14.967000064,8.538535
17,2044-12-23 23:05:30.470000000,11.049281,9.298266,-143.64261,27.494982,34.71449,203.27106,,,,661,2005-09-27 23:05:30.470000000,10.613315
18,2044-12-23 23:05:40.941999872,12.450416,9.298291,-143.64261,27.484186,34.71724,203.30408,,,,661,2005-09-27 23:05:40.941999872,12.046722
19,2044-12-23 23:05:50.941999872,13.811508,9.298312,-143.6426,27.486038,34.713135,203.30255,,,,661,2005-09-27 23:05:50.941999872,13.389904
20,2044-12-23 23:06:01.408999936,15.292687,9.298335,-143.64261,27.46392,34.72127,203.36739,,,,661,2005-09-27 23:06:01.408999936,14.874018
21,2044-12-23 23:06:11.411000064,16.51365,9.298359,-143.64261,27.45027,34.72444,203.40952,,,,661,2005-09-27 23:06:11.411000064,16.104658
22,2044-12-23 23:06:21.823999872,18.054857,9.298383,-143.64261,27.447906,34.72226,203.41994,,,,661,2005-09-27 23:06:21.823999872,17.657293
23,2044-12-23 23:06:31.823999872,19.275805,9.298408,-143.64262,27.43698,34.725124,203.45331,,,,661,2005-09-27 23:06:31.823999872,18.867565
24,2044-12-23 23:06:42.233000064,20.686892,9.298432,-143.64262,27.42005,34.731617,203.50269,,,,661,2005-09-27 23:06:42.233000064,20.277145
25,2044-12-23 23:06:51.662000000,21.927837,9.298456,-143.64264,27.412413,34.731247,203.52873,,,,661,2005-09-27 23:06:51.662000000,21.520353
26,2044-12-23 23:07:02.233000064,23.418964,9.29848,-143.64265,27.408249,34.730415,203.54366,,,,661,2005-09-27 23:07:02.233000064,23.015272
27,2044-12-23 23:07:12.233000064,24.689919,9.298502,-143.64267,27.405582,34.720825,203.56357,,,,661,2005-09-27 23:07:12.233000064,24.290047
28,2044-12-23 23:07:22.586000000,26.16101,9.298523,-143.64268,27.405025,34.720337,203.566,,,,661,2005-09-27 23:07:22.586000000,25.763447
29,2044-12-23 23:07:32.884000000,27.351889,9.298542,-143.6427,27.404095,34.720898,203.56848,,,,661,2005-09-27 23:07:32.884000000,26.953552
30,2044-12-23 23:07:43.233000064,28.812954,9.298558,-143.64273,27.403463,34.713955,203.57852,,,,661,2005-09-27 23:07:43.233000064,28.40926
31,2044-12-23 23:07:53.233000064,30.153923,9.298572,-143.64275,27.401894,34.713146,203.58473,,,,661,2005-09-27 23:07:53.233000064,29.754051
32,2044-12-23 23:08:03.586000000,31.414827,9.298582,-143.64278,27.400333,34.710655,203.59282,,,,661,2005-09-27 23:08:03.586000000,31.01266
33,2044-12-23 23:08:13.507999872,32.805817,9.298591,-143.64279,27.39828,34.709656,203.60085,,,,661,2005-09-27 23:08:13.507999872,32.408253
34,2044-12-23 23:08:23.299000064,34.096725,9.298595,-143.6428,27.400433,34.707924,203.5956,,,,661,2005-09-27 23:08:23.299000064,33.71641
35,2044-12-23 23:08:34.118000000,35.397633,9.2986,-143.64284,27.397541,34.709187,203.60387,,,,661,2005-09-27 23:08:34.118000000,35.02454
36,2044-12-23 23:08:44.118000000,36.628483,9.298603,-143.64285,27.385181,34.714397,203.63942,,,,661,2005-09-27 23:08:44.118000000,36.257816
37,2044-12-23 23:08:54.118000000,37.889347,9.298606,-143.64287,27.382988,34.717594,203.64314,,,,661,2005-09-27 23:08:54.118000000,37.52112
38,2044-12-23 23:09:04.117000064,39.110176,9.298609,-143.64288,27.39023,34.713097,203.62395,,,,661,2005-09-27 23:09:04.117000064,38.740322
39,2044-12-23 23:09:14.118000000,40.341003,9.298611,-143.6429,27.39219,34.71209,203.61852,,,,661,2005-09-27 23:09:14.118000000,39.97278
40,2044-12-23 23:09:24.117000064,41.521793,9.298613,-143.64293,27.392765,34.709312,203.61975,,,,661,2005-09-27 23:09:24.117000064,41.155197
41,2044-12-23 23:09:34.117000064,42.76261,9.298614,-143.64294,27.393332,34.705,203.62279,,,,661,2005-09-27 23:09:34.117000064,42.39683
42,2044-12-23 23:09:44.118000000,43.99342,9.298614,-143.64296,27.392372,34.70459,203.62648,,,,661,2005-09-27 23:09:44.118000000,43.62438
43,2044-12-23 23:09:54.118000000,45.224216,9.298614,-143.64297,27.39175,34.704655,203.6285,,,,661,2005-09-27 23:09:54.118000000,44.851933
44,2044-12-23 23:10:04.118000000,46.40498,9.298613,-143.64299,27.39082,34.70405,203.63231,,,,661,2005-09-27 23:10:04.118000000,46.033504
45,2044-12-23 23:10:14.118000000,47.705807,9.298612,-143.64299,27.389906,34.70314,203.63641,,,,661,2005-09-27 23:10:14.118000000,47.333523
46,2044-12-23 23:10:24.118000000,48.846527,9.298611,-143.643,27.389267,34.703373,203.6383,,,,661,2005-09-27 23:10:24.118000000,48.475864
47,2044-12-23 23:10:34.118000000,50.11732,9.298609,-143.64302,27.387512,34.70492,203.64243,,,,661,2005-09-27 23:10:34.118000000,49.745846
48,2044-12-23 23:10:54.118000000,52.568832,9.298607,-143.64304,27.37445,34.712173,203.67802,,,,661,2005-09-27 23:10:54.118000000,52.203053
49,2044-12-23 23:11:14.118000000,54.950275,9.298603,-143.64305,27.314909,34.750473,203.83443,,,,661,2005-09-27 23:11:14.118000000,54.581234
50,2044-12-23 23:11:35.058000128,57.371708,9.298601,-143.64307,26.955473,34.952694,204.81705,,,,661,2005-09-27 23:11:35.058000128,56.978016
51,2044-12-23 23:11:55.470999936,59.73308,9.298602,-143.6431,26.614151,35.077854,205.83633,,,,661,2005-09-27 23:11:55.470999936,59.348007
52,2044-12-23 23:12:15.823999872,62.15446,9.298611,-143.64313,26.515726,35.054882,206.2008,,,,661,2005-09-27 23:12:15.823999872,61.772556
53,2044-12-23 23:12:36.778000128,64.7259,9.29863,-143.64317,26.483269,34.942867,206.443,,,,661,2005-09-27 23:12:36.778000128,64.34479
54,2044-12-23 23:12:56.178999936,66.857056,9.298661,-143.64322,26.408669,34.90764,206.74129,,,,661,2005-09-27 23:12:56.178999936,66.47436
55,2044-12-23 23:13:16.177000064,69.12827,9.298696,-143.64325,26.160278,35.044064,207.44164,,,,661,2005-09-27 23:13:16.177000064,68.75438
56,2044-12-23 23:13:36.178000000,71.299416,9.298731,-143.64328,22.896013,,,,,,661,2005-09-27 23:13:36.178000000,70.90884
57,2044-12-23 23:13:56.177000064,73.15037,9.29876,-143.6433,21.497196,,,,,,661,2005-09-27 23:13:56.177000064,72.76846
58,2044-12-23 23:14:16.178000000,74.96128,9.298783,-143.64331,20.702778,,,,,,661,2005-09-27 23:14:16.178000000,74.58097
59,2044-12-23 23:14:36.177000064,76.8122,9.298805,-143.64333,19.502283,,,,,,661,2005-09-27 23:14:36.177000064,76.429504
60,2044-12-23 23:14:56.178000000,78.71313,9.298828,-143.64334,18.569977,,,,,,661,2005-09-27 23:14:56.178000000,78.33441
61,2044-12-23 23:15:16.178000000,80.56402,9.298851,-143.64336,17.942698,,,,,,661,2005-09-27 23:15:16.178000000,80.18851
62,2044-12-23 23:15:36.178999936,82.695015,9.298873,-143.64339,17.165737,,,,,,661,2005-09-27 23:15:36.178999936,82.32192
63,2044-12-23 23:15:58.234000000,84.575874,9.298897,-143.6434,16.07382,,,,,,661,2005-09-27 23:15:58.234000000,84.212555
64,2044-12-23 23:16:18.232000128,86.10657,9.298921,-143.64342,15.40215,,,,,,661,2005-09-27 23:16:18.232000128,85.73997
65,2044-12-23 23:16:38.233000064,87.72729,9.2989435,-143.64343,15.091185,,,,,,661,2005-09-27 23:16:38.233000064,87.36233
66,2044-12-23 23:16:58.234000000,89.18792,9.298966,-143.64345,14.993354,,,,,,661,2005-09-27 23:16:58.234000000,88.82624
67,2044-12-23 23:17:18.233000064,90.788605,9.298988,-143.64346,14.866853,,,,,,661,2005-09-27 23:17:18.233000064,90.425285
68,2044-12-23 23:17:38.233000064,92.33926,9.299011,-143.64348,14.772229,,,,,,661,2005-09-27 23:17:38.233000064,91.97923
69,2044-12-23 23:17:57.928000000,94.01995,9.299033,-143.6435,14.581353,,,,,,661,2005-09-27 23:17:57.928000000,93.659096
70,2044-12-23 23:18:18.706000128,95.74065,9.299056,-143.64352,14.348438,,,,,,661,2005-09-27 23:18:18.706000128,95.38476
71,2044-12-23 23:18:38.706000128,97.35129,9.29908,-143.64354,14.303727,,,,,,661,2005-09-27 23:18:38.706000128,96.99126
72,2044-12-23 23:18:58.706000128,98.97192,9.299102,-143.64355,14.158892,,,,,,661,2005-09-27 23:18:58.706000128,98.6152
73,2044-12-23 23:19:18.706000128,100.46248,9.299125,-143.64357,14.014613,,,,,,661,2005-09-27 23:19:18.706000128,100.10328
74,2044-12-23 23:19:38.704999936,101.82299,9.299148,-143.64359,13.877076,,,,,,661,2005-09-27 23:19:38.704999936,101.46296
75,2044-12-23 23:19:59.823999872,103.28352,9.2991705,-143.6436,13.812389,,,,,,661,2005-09-27 23:19:59.823999872,102.916115
76,2044-12-23 23:20:19.823999872,104.38393,9.299193,-143.64362,13.811901,,,,,,661,2005-09-27 23:20:19.823999872,104.023895
77,2044-12-23 23:20:39.823999872,105.51433,9.299216,-143.64365,13.758297,,,,,,661,2005-09-27 23:20:39.823999872,105.15843
78,2044-12-23 23:20:59.823999872,106.70474,9.299239,-143.64366,13.7404785,,,,,,661,2005-09-27 23:20:59.823999872,106.349686
79,2044-12-23 23:21:19.823999872,108.19525,9.299261,-143.64368,13.640281,,,,,,661,2005-09-27 23:21:19.823999872,107.8427
80,2044-12-23 23:21:39.823999872,109.245605,9.299284,-143.64369,13.579922,,,,,,661,2005-09-27 23:21:39.823999872,108.89472
81,2044-12-23 23:21:59.823999872,110.45601,9.299307,-143.6437,13.530064,,,,,,661,2005-09-27 23:21:59.823999872,110.10178
82,2044-12-23 23:22:19.825000064,111.64639,9.299329,-143.64372,13.447286,,,,,,661,2005-09-27 23:22:19.825000064,111.290504
83,2044-12-23 23:22:39.822999936,112.766754,9.299352,-143.64374,13.17231,,,,,,661,2005-09-27 23:22:39.822999936,112.4092
84,2044-12-23 23:22:59.823999872,113.71705,9.299375,-143.64375,12.987825,,,,,,661,2005-09-27 23:22:59.823999872,113.35785
85,2044-12-23 23:23:19.823999872,114.85741,9.2993965,-143.64377,12.976557,,,,,,661,2005-09-27 23:23:19.823999872,114.49903
86,2044-12-23 23:23:39.823999872,116.02776,9.299419,-143.6438,12.842467,,,,,,661,2005-09-27 23:23:39.823999872,115.66856
87,2044-12-23 23:23:59.823999872,117.1781,9.299442,-143.64381,12.750602,,,,,,661,2005-09-27 23:23:59.823999872,116.82139
88,2044-12-23 23:24:19.823999872,118.39846,9.299464,-143.64383,12.705628,,,,,,661,2005-09-27 23:24:19.823999872,118.044235
89,2044-12-23 23:24:39.823999872,119.76885,9.299487,-143.64384,12.721544,,,,,,661,2005-09-27 23:24:39.823999872,119.41463
90,2044-12-23 23:24:59.823999872,120.9992,9.29951,-143.64386,12.695575,,,,,,661,2005-09-27 23:24:59.823999872,120.64414
91,2044-12-23 23:25:19.825000064,122.37958,9.299532,-143.64388,12.666174,,,,,,661,2005-09-27 23:25:19.825000064,122.02535
92,2044-12-23 23:25:39.823999872,123.77995,9.299555,-143.64389,12.675139,,,,,,661,2005-09-27 23:25:39.823999872,123.42489
93,2044-12-23 23:25:59.823999872,125.15031,9.299578,-143.6439,12.681165,,,,,,661,2005-09-27 23:25:59.823999872,124.79775
94,2044-12-23 23:26:19.823999872,126.640686,9.2996,-143.64392,12.640778,,,,,,661,2005-09-27 23:26:19.823999872,126.28896
95,2044-12-23 23:26:39.822999936,127.97101,9.299623,-143.64395,12.593567,,,,,,661,2005-09-27 23:26:39.822999936,127.61595
96,2044-12-23 23:26:59.823999872,129.48137,9.299645,-143.64397,12.545718,,,,,,661,2005-09-27 23:26:59.823999872,129.12715
97,2044-12-23 23:27:19.822999936,130.8917,9.299667,-143.64398,12.471609,,,,,,661,2005-09-27 23:27:19.822999936,130.53748
98,2044-12-23 23:27:39.823999872,132.37204,9.29969,-143.644,12.389974,,,,,,661,2005-09-27 23:27:39.823999872,132.01865
99,2044-12-23 23:27:59.823999872,133.73233,9.299713,-143.64401,12.384009,,,,,,661,2005-09-27 23:27:59.823999872,133.3781
100,2044-12-23 23:28:19.823999872,134.95259,9.299735,-143.64403,12.377398,,,,,,661,2005-09-27 23:28:19.823999872,134.59505
101,2044-12-23 23:28:39.823999872,136.28287,9.299758,-143.64404,12.38812,,,,,,661,2005-09-27 23:28:39.823999872,135.92615
102,2044-12-23 23:28:59.822999936,137.63313,9.299781,-143.64406,12.316632,,,,,,661,2005-09-27 23:28:59.822999936,137.27974
103,2044-12-23 23:29:19.823999872,138.94339,9.299803,-143.64409,12.349148,,,,,,661,2005-09-27 23:29:19.823999872,138.59166
104,2044-12-23 23:29:39.822999936,140.0436,9.299826,-143.6441,12.274289,,,,,,661,2005-09-27 23:29:39.822999936,139.69104
105,2044-12-23 23:29:59.823999872,141.28381,9.299849,-143.64412,12.224048,,,,,,661,2005-09-27 23:29:59.823999872,140.93376
106,2044-12-23 23:30:19.822999936,142.43402,9.299871,-143.64413,12.18744,,,,,,661,2005-09-27 23:30:19.822999936,142.08313
107,2044-12-23 23:30:39.822999936,143.5042,9.299893,-143.64415,12.149217,,,,,,661,2005-09-27 23:30:39.822999936,143.15332
108,2044-12-23 23:30:59.823999872,144.63438,9.299916,-143.64417,12.111017,,,,,,661,2005-09-27 23:30:59.823999872,144.28685
109,2044-12-23 23:31:19.825000064,145.58453,9.299939,-143.64418,12.073149,,,,,,661,2005-09-27 23:31:19.825000064,145.23366
110,2044-12-23 23:31:39.823999872,146.72472,9.299961,-143.6442,12.039134,,,,,,661,2005-09-27 23:31:39.823999872,146.37466
111,2044-12-23 23:31:59.822999936,148.0049,9.299984,-143.64421,12.011017,,,,,,661,2005-09-27 23:31:59.822999936,147.65068
112,2044-12-23 23:32:19.822999936,149.06505,9.300007,-143.64424,11.923293,,,,,,661,2005-09-27 23:32:19.822999936,148.71585
113,2044-12-23 23:32:39.823999872,150.35522,9.300029,-143.64426,11.943548,,,,,,661,2005-09-27 23:32:39.823999872,150.00687
114,2044-12-23 23:32:59.822999936,151.68541,9.300052,-143.64427,11.925037,,,,,,661,2005-09-27 23:32:59.822999936,151.33704
115,2044-12-23 23:33:19.822999936,152.97557,9.300075,-143.64429,11.892337,,,,,,661,2005-09-27 23:33:19.822999936,152.6272
116,2044-12-23 23:33:39.822999936,154.43575,9.3000965,-143.6443,11.756546,,,,,,661,2005-09-27 23:33:39.822999936,154.08821
117,2044-12-23 23:33:59.823999872,155.79588,9.300119,-143.64432,11.702376,,,,,,661,2005-09-27 23:33:59.823999872,155.44669
118,2044-12-23 23:34:19.823999872,157.17603,9.300142,-143.64433,11.664705,,,,,,661,2005-09-27 23:34:19.823999872,156.82767
119,2044-12-23 23:34:39.823999872,158.63617,9.300164,-143.64435,11.667707,,,,,,661,2005-09-27 23:34:39.823999872,158.28613
120,2044-12-23 23:34:59.822999936,159.91629,9.300187,-143.64436,11.664715,,,,,,661,2005-09-27 23:34:59.822999936,159.57045
121,2044-12-23 23:35:21.411000064,161.51642,9.300211,-143.6444,11.601444,,,,,,661,2005-09-27 23:35:21.411000064,161.15723
122,2044-12-23 23:35:41.411000064,162.84653,9.300234,-143.64441,11.584902,,,,,,661,2005-09-27 23:35:41.411000064,162.48814
123,2044-12-23 23:36:02.862999936,164.08661,9.300258,-143.64442,11.537883,,,,,,661,2005-09-27 23:36:02.862999936,163.72493
124,2044-12-23 23:36:23.647000064,165.3867,9.300282,-143.64444,11.533253,,,,,,661,2005-09-27 23:36:23.647000064,165.02502
125,2044-12-23 23:36:43.647000064,166.67677,9.300304,-143.64445,11.491349,,,,,,661,2005-09-27 23:36:43.647000064,166.32172
126,2044-12-23 23:37:03.647000064,167.95683,9.300327,-143.64447,11.47029,,,,,,661,2005-09-27 23:37:03.647000064,167.60262
127,2044-12-23 23:37:23.647000064,169.1469,9.300349,-143.64449,11.451404,,,,,,661,2005-09-27 23:37:23.647000064,168.79517
128,2044-12-23 23:37:43.645999872,170.34694,9.300372,-143.64452,11.39312,,,,,,661,2005-09-27 23:37:43.645999872,169.9927
129,2044-12-23 23:38:03.648000000,171.54698,9.300395,-143.64453,11.371049,,,,,,661,2005-09-27 23:38:03.648000000,171.19193
130,2044-12-23 23:38:23.645999872,172.667,9.300417,-143.64455,11.360376,,,,,,661,2005-09-27 23:38:23.645999872,172.31445
131,2044-12-23 23:38:43.645999872,173.79704,9.30044,-143.64456,11.371839,,,,,,661,2005-09-27 23:38:43.645999872,173.44615
132,2044-12-23 23:39:03.648000000,174.85706,9.300463,-143.64458,11.406017,,,,,,661,2005-09-27 23:39:03.648000000,174.507
133,2044-12-23 23:39:28.058000128,176.31708,9.3004875,-143.64459,11.346726,,,,,,661,2005-09-27 23:39:28.058000128,175.9554
134,2044-12-23 23:39:45.940000000,177.24707,9.300511,-143.6446,11.331545,,,,,,661,2005-09-27 23:39:45.940000000,176.88376
135,2044-12-23 23:40:08.058000128,178.26707,9.300534,-143.64464,11.307545,,,,,,661,2005-09-27 23:40:08.058000128,177.9204
136,2044-12-23 23:40:28.058000128,179.19707,9.300558,-143.64465,11.302031,,,,,,661,2005-09-27 23:40:28.058000128,178.85802
137,2044-12-23 23:40:48.058000128,180.20706,9.30058,-143.64467,11.358797,,,,,,661,2005-09-27 23:40:48.058000128,179.8697
138,2044-12-23 23:41:08.058000128,181.29704,9.300603,-143.64468,11.399963,,,,,,661,2005-09-27 23:41:08.058000128,180.96056
139,2044-12-23 23:41:28.058000128,182.23703,9.300626,-143.6447,11.442584,,,,,,661,2005-09-27 23:41:28.058000128,181.90138
140,2044-12-23 23:41:48.058000128,183.317,9.300648,-143.64471,12.862665,,,,,,661,2005-09-27 23:41:48.058000128,182.9805
141,2044-12-23 23:42:08.058000128,184.29698,9.300671,-143.64473,13.040683,,,,,,661,2005-09-27 23:42:08.058000128,183.96219
142,2044-12-23 23:42:28.059000064,185.27695,9.3006935,-143.64474,13.213211,,,,,,661,2005-09-27 23:42:28.059000064,184.9413
143,2044-12-23 23:42:48.059000064,186.3569,9.300715,-143.64478,11.813146,,,,,,661,2005-09-27 23:42:48.059000064,186.01784
144,2044-12-23 23:43:10.058000128,187.38686,9.300739,-143.64479,11.367891,,,,,,661,2005-09-27 23:43:10.058000128,187.02765
145,2044-12-23 23:43:30.530000000,188.4868,9.300763,-143.6448,11.099679,,,,,,661,2005-09-27 23:43:30.530000000,188.13676
146,2044-12-23 23:43:50.882000000,189.56674,9.300786,-143.64482,11.0011635,,,,,,661,2005-09-27 23:43:50.882000000,189.21335
147,2044-12-23 23:44:11.822000000,190.75667,9.30081,-143.64484,10.990872,,,,,,661,2005-09-27 23:44:11.822000000,190.40579
148,2044-12-23 23:44:31.233000064,191.7966,9.300833,-143.64485,10.984168,,,,,,661,2005-09-27 23:44:31.233000064,191.44656
149,2044-12-23 23:44:51.232000128,192.87653,9.300855,-143.64487,10.995628,,,,,,661,2005-09-27 23:44:51.232000128,192.53322
150,2044-12-23 23:45:11.233000064,193.96645,9.300878,-143.6449,11.005226,,,,,,661,2005-09-27 23:45:11.233000064,193.624
151,2044-12-23 23:45:31.234999936,195.24634,9.3008995,-143.64491,11.284756,,,,,,661,2005-09-27 23:45:31.234999936,194.90558
152,2044-12-23 23:45:51.232000128,196.31625,9.300922,-143.64493,11.548894,,,,,,661,2005-09-27 23:45:51.232000128,195.97719
153,2044-12-23 23:46:11.234000000,197.59613,9.300945,-143.64494,11.068761,,,,,,661,2005-09-27 23:46:11.234000000,197.25623
154,2044-12-23 23:46:31.232000128,198.76602,9.300967,-143.64496,11.087305,,,,,,661,2005-09-27 23:46:31.232000128,198.42867
155,2044-12-23 23:46:51.233000064,199.9259,9.30099,-143.64497,11.176634,,,,,,661,2005-09-27 23:46:51.233000064,199.5894
156,2044-12-23 23:47:11.233000064,201.24576,9.301013,-143.64499,11.259925,,,,,,661,2005-09-27 23:47:11.233000064,200.9067
157,2044-12-23 23:47:55.586000000,203.74545,9.301049,-143.64502,10.933003,,,,,,661,2005-09-27 23:47:55.586000000,203.3954
158,2044-12-23 23:48:35.586000000,205.95517,9.301097,-143.64505,10.831637,,,,,,661,2005-09-27 23:48:35.586000000,205.60931
159,2044-12-23 23:49:18.059000064,208.34482,9.301144,-143.6451,10.894581,,,,,,661,2005-09-27 23:49:18.059000064,207.9973
160,2044-12-23 23:49:58.058000128,210.60448,9.301189,-143.64513,10.814647,,,,,,661,2005-09-27 23:49:58.058000128,210.25948
161,2044-12-23 23:50:38.058000128,212.82411,9.301235,-143.64516,10.818495,,,,,,661,2005-09-27 23:50:38.058000128,212.47995
162,2044-12-23 23:51:18.058000128,215.0937,9.30128,-143.64519,12.519059,,,,,,661,2005-09-27 23:51:18.058000128,214.7504
163,2044-12-23 23:51:58.059000064,217.45328,9.301325,-143.64523,14.168525,,,,,,661,2005-09-27 23:51:58.059000064,217.11081
164,2044-12-23 23:52:41.766000000,220.40268,9.301373,-143.64526,10.64168,,,,,,661,2005-09-27 23:52:41.766000000,220.04762
165,2044-12-23 23:53:23.943000064,223.10211,9.301421,-143.6453,10.580022,,,,,,661,2005-09-27 23:53:23.943000064,222.75038
166,2044-12-23 23:54:03.941999872,225.82149,9.301468,-143.64534,10.7275715,,,,,,661,2005-09-27 23:54:03.941999872,225.47565
167,2044-12-23 23:54:43.943000064,228.81078,9.301513,-143.64537,10.873369,,,,,,661,2005-09-27 23:54:43.943000064,228.46156
168,2044-12-23 23:55:23.941999872,231.88998,9.301558,-143.6454,11.01916,,,,,,661,2005-09-27 23:55:23.941999872,231.54414
169,2044-12-23 23:56:03.940999936,235.09912,9.301603,-143.64543,11.168627,,,,,,661,2005-09-27 23:56:03.940999936,234.75412
170,2044-12-23 23:56:48.536999936,238.6881,9.301651,-143.64548,11.852728,,,,,,661,2005-09-27 23:56:48.536999936,238.33054
171,2044-12-23 23:57:27.526999936,241.79715,9.301698,-143.64551,12.454958,,,,,,661,2005-09-27 23:57:27.526999936,241.46408
172,2044-12-23 23:58:07.526999936,244.96614,9.301743,-143.64554,13.976913,,,,,,661,2005-09-27 23:58:07.526999936,244.63737
173,2044-12-23 23:58:47.529000064,248.24504,9.301787,-143.64558,13.085828,,,,,,661,2005-09-27 23:58:47.529000064,247.91801
174,2044-12-23 23:59:27.530000000,251.42393,9.301833,-143.64561,12.21281,,,,,,661,2005-09-27 23:59:27.530000000,251.0969
175,2044-12-24 00:00:07.529000064,254.44283,9.301878,-143.64565,11.339834,,,,,,661,2005-09-28 00:00:07.529000064,254.11493
176,2044-12-24 00:00:50.821000064,257.71158,9.301925,-143.64568,10.40089,,,,,,661,2005-09-28 00:00:50.821000064,257.3649
177,2044-12-24 00:01:32.058000128,261.01028,9.301972,-143.64572,10.338848,,,,,,661,2005-09-28 00:01:32.058000128,260.6388
178,2044-12-24 00:02:12.058000128,264.18896,9.302018,-143.64575,10.355534,,,,,,661,2005-09-28 00:02:12.058000128,263.82074
179,2044-12-24 00:02:52.058000128,267.22766,9.302064,-143.64578,10.297599,,,,,,661,2005-09-28 00:02:52.058000128,266.85782
180,2044-12-24 00:03:32.058000128,270.23633,9.302109,-143.64581,10.282628,,,,,,661,2005-09-28 00:03:32.058000128,269.86404
181,2044-12-24 00:04:12.058000128,273.12503,9.302154,-143.64586,10.255978,,,,,,661,2005-09-28 00:04:12.058000128,272.75516
182,2044-12-24 00:04:57.588000000,276.41348,9.302202,-143.64589,10.178298,,,,,,661,2005-09-28 00:04:57.588000000,276.05426
183,2044-12-24 00:05:39.234000000,279.37204,9.302252,-143.64592,10.143992,,,,,,661,2005-09-28 00:05:39.234000000,279.01532
184,2044-12-24 00:06:19.232000128,282.2506,9.302298,-143.64597,10.364315,,,,,,661,2005-09-28 00:06:19.232000128,281.89804
185,2044-12-24 00:06:59.234000000,285.27902,9.302342,-143.646,11.258879,,,,,,661,2005-09-28 00:06:59.234000000,284.92816
186,2044-12-24 00:07:39.234000000,288.35742,9.302388,-143.64603,12.1423,,,,,,661,2005-09-28 00:07:39.234000000,288.00403
187,2044-12-24 00:08:19.232000128,291.3158,9.302433,-143.64606,12.229113,,,,,,661,2005-09-28 00:08:19.232000128,290.96408
188,2044-12-24 00:08:59.233000064,294.3541,9.302478,-143.6461,13.252515,,,,,,661,2005-09-28 00:08:59.233000064,293.99905
189,2044-12-24 00:09:39.233000064,297.45233,9.302524,-143.64613,13.218555,,,,,,661,2005-09-28 00:09:39.233000064,297.1006
190,2044-12-24 00:10:19.233000064,300.6904,9.302568,-143.64616,13.297009,,,,,,661,2005-09-28 00:10:19.233000064,300.33868
191,2044-12-24 00:10:59.234000000,303.79852,9.302613,-143.6462,12.031955,,,,,,661,2005-09-28 00:10:59.234000000,303.4468
192,2044-12-24 00:11:39.234000000,306.98657,9.302659,-143.64624,11.55588,,,,,,661,2005-09-28 00:11:39.234000000,306.6365
193,2044-12-24 00:12:19.234000000,310.2145,9.302704,-143.64627,11.079862,,,,,,661,2005-09-28 00:12:19.234000000,309.86447
194,2044-12-24 00:12:59.234000000,313.32248,9.302749,-143.6463,11.39035,,,,,,661,2005-09-28 00:12:59.234000000,312.9691
195,2044-12-24 00:13:39.233000064,316.53033,9.302794,-143.64633,11.694932,,,,,,661,2005-09-28 00:13:39.233000064,316.17947
