sg_data_point,time,depth,latitude,longitude,temperature,salinity,dissolved_oxygen_sat,PAR_470nm,particle_concentration_700nm,chlorophyll_695nm,dive_number,ctd_time,ctd_depth
9078,2044-12-27 15:30:56.632999936,163.70535,9.558834,-143.83604,15.211501,,,,,,674,2005-10-01 15:30:56.632999936,163.37314
9079,2044-12-27 15:31:16.632999936,164.6354,9.558846,-143.83606,14.046035,,,,,,674,2005-10-01 15:31:16.632999936,164.29976
9080,2044-12-27 15:31:38.868999936,165.91547,9.55886,-143.83607,12.797288,,,,,,674,2005-10-01 15:31:38.868999936,165.56879
9081,2044-12-27 15:31:58.868999936,166.93552,9.558872,-143.83609,11.863208,,,,,,674,2005-10-01 15:31:58.868999936,166.59476
9082,2044-12-27 15:32:18.868999936,168.06557,9.558885,-143.8361,11.595434,,,,,,674,2005-10-01 15:32:18.868999936,167.72226
9083,2044-12-27 15:32:38.868999936,169.14561,9.558897,-143.83612,11.579878,,,,,,674,2005-10-01 15:32:38.868999936,168.7964
9084,2044-12-27 15:32:59.336999936,170.36565,9.558909,-143.83612,11.515003,,,,,,674,2005-10-01 15:32:59.336999936,170.0215
9085,2044-12-27 15:33:19.338999936,171.55568,9.558922,-143.83614,11.515576,,,,,,674,2005-10-01 15:33:19.338999936,171.21068
9086,2044-12-27 15:33:43.280999936,173.04572,9.558935,-143.83615,11.489222,,,,,,674,2005-10-01 15:33:43.280999936,172.6965
9087,2044-12-27 15:34:03.280000000,174.18573,9.5589485,-143.83617,11.666252,,,,,,674,2005-10-01 15:34:03.280000000,173.84326
9088,2044-12-27 15:34:23.279000064,175.57573,9.558961,-143.83618,11.621883,,,,,,674,2005-10-01 15:34:23.279000064,175.23242
9089,2044-12-27 15:34:43.280000000,176.92574,9.558973,-143.8362,11.626975,,,,,,674,2005-10-01 15:34:43.280000000,176.58412
9090,2044-12-27 15:35:03.280000000,178.39572,9.558986,-143.83621,11.646225,,,,,,674,2005-10-01 15:35:03.280000000,178.05582
9091,2044-12-27 15:35:23.279000064,179.74571,9.558998,-143.83623,12.647099,,,,,,674,2005-10-01 15:35:23.279000064,179.4075
9092,2044-12-27 15:35:43.280000000,181.25568,9.55901,-143.83624,13.071979,,,,,,674,2005-10-01 15:35:43.280000000,180.91832
9093,2044-12-27 15:36:03.279000064,182.77563,9.559022,-143.83626,13.505233,,,,,,674,2005-10-01 15:36:03.279000064,182.43742
9094,2044-12-27 15:36:23.280999936,184.30559,9.559034,-143.83627,13.920091,,,,,,674,2005-10-01 15:36:23.280999936,183.96823
9095,2044-12-27 15:36:43.280999936,185.82552,9.559047,-143.83627,13.104049,,,,,,674,2005-10-01 15:36:43.280999936,185.48816
9096,2044-12-27 15:37:07.868999936,187.77542,9.55906,-143.83629,12.124924,,,,,,674,2005-10-01 15:37:07.868999936,187.42287
9097,2044-12-27 15:37:27.869999872,189.45532,9.559074,-143.8363,11.446381,,,,,,674,2005-10-01 15:37:27.869999872,189.10611
9098,2044-12-27 15:37:52.338999936,191.2652,9.559088,-143.83632,11.494633,,,,,,674,2005-10-01 15:37:52.338999936,190.9118
9099,2044-12-27 15:38:12.336999936,192.85507,9.559101,-143.83633,11.52611,,,,,,674,2005-10-01 15:38:12.336999936,192.51346
9100,2044-12-27 15:38:32.336999936,194.47493,9.5591135,-143.83635,11.57921,,,,,,674,2005-10-01 15:38:32.336999936,194.13333
9101,2044-12-27 15:38:52.338999936,196.0148,9.559126,-143.83636,12.960615,,,,,,674,2005-10-01 15:38:52.338999936,195.67233
9102,2044-12-27 15:39:12.338999936,197.74463,9.559138,-143.83638,13.128726,,,,,,674,2005-10-01 15:39:12.338999936,197.40556
9103,2044-12-27 15:39:32.338999936,199.33446,9.559151,-143.8364,12.377464,,,,,,674,2005-10-01 15:39:32.338999936,198.99368
9104,2044-12-27 15:39:52.338999936,200.91426,9.559163,-143.83641,11.653867,,,,,,674,2005-10-01 15:39:52.338999936,200.57521
9105,2044-12-27 15:40:32.336999936,204.11386,9.559181,-143.83643,11.547153,,,,,,674,2005-10-01 15:40:32.336999936,203.77396
9106,2044-12-27 15:41:12.339999872,207.16342,9.559206,-143.83646,11.433622,,,,,,674,2005-10-01 15:41:12.339999872,206.82181
9107,2044-12-27 15:41:57.279000064,210.55289,9.559232,-143.83649,11.305036,,,,,,674,2005-10-01 15:41:57.279000064,210.20201
9108,2044-12-27 15:42:37.279000064,213.48238,9.5592575,-143.83652,11.043732,,,,,,674,2005-10-01 15:42:37.279000064,213.13654
9109,2044-12-27 15:43:17.279000064,216.46182,9.559282,-143.83655,10.989225,,,,,,674,2005-10-01 15:43:17.279000064,216.11345
9110,2044-12-27 15:43:57.280000000,219.39124,9.559307,-143.83656,10.953722,,,,,,674,2005-10-01 15:43:57.280000000,219.04286
9111,2044-12-27 15:44:38.634000000,222.20062,9.559332,-143.8366,11.388344,,,,,,674,2005-10-01 15:44:38.634000000,221.85562
9112,2044-12-27 15:45:18.634000000,225.00998,9.559357,-143.83662,13.744916,,,,,,674,2005-10-01 15:45:18.634000000,224.66837
9113,2044-12-27 15:45:58.634000000,227.82928,9.5593815,-143.83665,14.299377,,,,,,674,2005-10-01 15:45:58.634000000,227.48767
9114,2044-12-27 15:46:38.632999936,230.5186,9.559405,-143.83669,14.11032,,,,,,674,2005-10-01 15:46:38.632999936,230.17613
9115,2044-12-27 15:47:18.632999936,233.26785,9.55943,-143.8367,13.92784,,,,,,674,2005-10-01 15:47:18.632999936,232.92455
9116,2044-12-27 15:47:58.634000000,236.00708,9.559455,-143.83673,13.865988,,,,,,674,2005-10-01 15:47:58.634000000,235.66461
9117,2044-12-27 15:48:38.632999936,238.55632,9.55948,-143.83676,13.803234,,,,,,674,2005-10-01 15:48:38.632999936,238.21642
9118,2044-12-27 15:49:18.632999936,241.19551,9.559504,-143.83679,13.7404785,,,,,,674,2005-10-01 15:49:18.632999936,240.85304
9119,2044-12-27 15:49:58.634000000,243.85464,9.559528,-143.83682,13.677721,,,,,,674,2005-10-01 15:49:58.634000000,243.51219
9120,2044-12-27 15:50:38.632999936,246.55374,9.559553,-143.83684,13.602983,,,,,,674,2005-10-01 15:50:38.632999936,246.21213
9121,2044-12-27 15:51:23.220999936,249.34277,9.559579,-143.83687,11.844666,,,,,,674,2005-10-01 15:51:23.220999936,248.9919
9122,2044-12-27 15:52:05.869999872,252.08179,9.559606,-143.8369,11.894534,,,,,,674,2005-10-01 15:52:05.869999872,251.73257
9123,2044-12-27 15:52:45.868999936,254.83075,9.55963,-143.83693,11.929702,,,,,,674,2005-10-01 15:52:45.868999936,254.48239
9124,2044-12-27 15:53:25.869999872,257.46973,9.559655,-143.83696,11.964871,,,,,,674,2005-10-01 15:53:25.869999872,257.12305
9125,2044-12-27 15:54:05.868999936,260.33856,9.55968,-143.83699,12.000039,,,,,,674,2005-10-01 15:54:05.868999936,259.99106
9126,2044-12-27 15:54:45.869999872,263.03745,9.559705,-143.837,12.02417,,,,,,674,2005-10-01 15:54:45.869999872,262.69077
9127,2044-12-27 15:55:32.043999872,266.36603,9.559731,-143.83704,10.478436,,,,,,674,2005-10-01 15:55:32.043999872,266.00684
9128,2044-12-27 15:56:12.042000000,269.29474,9.559757,-143.83707,10.406973,,,,,,674,2005-10-01 15:56:12.042000000,268.94217
9129,2044-12-27 15:56:52.043999872,272.11343,9.559782,-143.8371,10.465515,,,,,,674,2005-10-01 15:56:52.043999872,271.76422
9130,2044-12-27 15:57:32.042000000,275.112,9.559806,-143.83713,12.821591,,,,,,674,2005-10-01 15:57:32.042000000,274.76282
9131,2044-12-27 15:58:12.043999872,278.10056,9.559831,-143.83716,12.363305,,,,,,674,2005-10-01 15:58:12.043999872,277.75052
9132,2044-12-27 15:58:52.042999936,280.9791,9.559855,-143.83717,11.920915,,,,,,674,2005-10-01 15:58:52.042999936,280.62738
9133,2044-12-27 15:59:35.634000000,284.02753,9.559881,-143.8372,10.732397,,,,,,674,2005-10-01 15:59:35.634000000,283.6675
9134,2044-12-27 16:00:15.632999936,286.94598,9.559907,-143.83723,10.355338,,,,,,674,2005-10-01 16:00:15.632999936,286.58926
9135,2044-12-27 16:00:55.632999936,289.73447,9.559931,-143.83727,10.342574,,,,,,674,2005-10-01 16:00:55.632999936,289.37692
9136,2044-12-27 16:01:38.750999936,292.5629,9.559957,-143.8373,11.576712,,,,,,674,2005-10-01 16:01:38.750999936,292.23068
9137,2044-12-27 16:02:18.753000064,295.21136,9.559982,-143.83733,12.697782,,,,,,674,2005-10-01 16:02:18.753000064,294.87915
9138,2044-12-27 16:02:58.752000128,297.8898,9.560007,-143.83734,11.679405,,,,,,674,2005-10-01 16:02:58.752000128,297.5576
9139,2044-12-27 16:03:38.752000128,300.4183,9.560031,-143.83737,11.659388,,,,,,674,2005-10-01 16:03:38.752000128,300.08524
9140,2044-12-27 16:04:18.750999936,302.97675,9.560056,-143.8374,11.532148,,,,,,674,2005-10-01 16:04:18.750999936,302.64713
9141,2044-12-27 16:05:02.811000064,305.82498,9.5600815,-143.83743,11.392817,,,,,,674,2005-10-01 16:05:02.811000064,305.4825
9142,2044-12-27 16:05:45.691999872,308.52325,9.560108,-143.83746,11.259352,,,,,,674,2005-10-01 16:05:45.691999872,308.18164
9143,2044-12-27 16:06:25.691999872,311.18152,9.560134,-143.8375,11.430729,,,,,,674,2005-10-01 16:06:25.691999872,310.8476
9144,2044-12-27 16:07:05.691999872,313.9397,9.560158,-143.83751,11.594849,,,,,,674,2005-10-01 16:07:05.691999872,313.60406
9145,2044-12-27 16:07:45.691999872,316.48798,9.560183,-143.83754,11.093826,,,,,,674,2005-10-01 16:07:45.691999872,316.1515
9146,2044-12-27 16:08:25.691999872,319.18613,9.560207,-143.83757,10.153808,,,,,,674,2005-10-01 16:08:25.691999872,318.8505
9147,2044-12-27 16:09:05.690999936,321.7943,9.560231,-143.8376,10.147035,,,,,,674,2005-10-01 16:09:05.690999936,321.45865
9148,2044-12-27 16:09:45.691999872,324.49237,9.560256,-143.83762,9.979394,,,,,,674,2005-10-01 16:09:45.691999872,324.15674
9149,2044-12-27 16:10:25.691999872,327.03052,9.560281,-143.83765,9.992043,,,,,,674,2005-10-01 16:10:25.691999872,326.6949
9150,2044-12-27 16:11:05.691999872,329.81848,9.560306,-143.83768,11.496432,,,,,,674,2005-10-01 16:11:05.691999872,329.48282
9151,2044-12-27 16:11:45.693000064,332.66632,9.560329,-143.8377,12.955984,,,,,,674,2005-10-01 16:11:45.693000064,332.3324
9152,2044-12-27 16:12:29.280000000,335.47418,9.560355,-143.83774,9.879601,,,,,,674,2005-10-01 16:12:29.280000000,335.12747
9153,2044-12-27 16:13:09.280999936,338.34195,9.560381,-143.83777,9.757886,,,,,,674,2005-10-01 16:13:09.280999936,337.9961
9154,2044-12-27 16:13:49.280000000,341.20966,9.560406,-143.83778,9.73802,,,,,,674,2005-10-01 16:13:49.280000000,340.8672
9155,2044-12-27 16:14:33.457000064,344.2772,9.5604315,-143.83781,10.133112,,,,,,674,2005-10-01 16:14:33.457000064,343.93726
9156,2044-12-27 16:15:13.459000064,347.1748,9.560457,-143.83784,11.045426,,,,,,674,2005-10-01 16:15:13.459000064,346.8383
9157,2044-12-27 16:15:53.457000064,350.1623,9.560482,-143.83788,10.834513,,,,,,674,2005-10-01 16:15:53.457000064,349.82663
9158,2044-12-27 16:16:33.457000064,353.0998,9.560506,-143.8379,10.631979,,,,,,674,2005-10-01 16:16:33.457000064,352.76242
9159,2044-12-27 16:17:13.456000128,356.16714,9.560531,-143.83792,10.429451,,,,,,674,2005-10-01 16:17:13.456000128,355.8272
9160,2044-12-27 16:18:00.915999872,359.87387,9.560557,-143.83795,10.189145,,,,,,674,2005-10-01 16:18:00.915999872,359.5188
9161,2044-12-27 16:18:38.634000000,362.75128,9.560583,-143.83798,10.003348,,,,,,674,2005-10-01 16:18:38.634000000,362.4071
9162,2044-12-27 16:19:18.634000000,365.72855,9.560607,-143.83801,10.476955,,,,,,674,2005-10-01 16:19:18.634000000,365.38272
9163,2044-12-27 16:19:58.632999936,368.81567,9.560632,-143.83804,10.945664,,,,,,674,2005-10-01 16:19:58.632999936,368.47153
9164,2044-12-27 16:20:38.634000000,372.02267,9.560657,-143.83807,11.414396,,,,,,674,2005-10-01 16:20:38.634000000,371.67935
9165,2044-12-27 16:21:18.632999936,375.22958,9.560681,-143.83809,11.862425,,,,,,674,2005-10-01 16:21:18.632999936,374.88797
9166,2044-12-27 16:22:03.161000064,378.7162,9.560707,-143.83812,9.467107,,,,,,674,2005-10-01 16:22:03.161000064,378.3653
9167,2044-12-27 16:22:43.161000064,381.943,9.560733,-143.83815,9.427455,,,,,,674,2005-10-01 16:22:43.161000064,381.59128
9168,2044-12-27 16:23:24.234999936,385.0199,9.560758,-143.83818,9.406679,,,,,,674,2005-10-01 16:23:24.234999936,384.66235
9169,2044-12-27 16:24:05.042000000,388.19666,9.560782,-143.83821,11.409185,,,,,,674,2005-10-01 16:24:05.042000000,387.84662
9170,2044-12-27 16:24:45.043999872,391.34338,9.560807,-143.83824,11.555954,,,,,,674,2005-10-01 16:24:45.043999872,390.99585
9171,2044-12-27 16:25:25.042999936,394.52005,9.560832,-143.83826,11.165765,,,,,,674,2005-10-01 16:25:25.042999936,394.17084
9172,2044-12-27 16:26:05.042000000,397.63672,9.560857,-143.83829,10.782551,,,,,,674,2005-10-01 16:26:05.042000000,397.2875
9173,2044-12-27 16:26:45.042000000,400.83325,9.560881,-143.83832,10.768188,,,,,,674,2005-10-01 16:26:45.042000000,400.48657
9174,2044-12-27 16:27:30.573999872,404.46927,9.560907,-143.83835,9.248581,,,,,,674,2005-10-01 16:27:30.573999872,404.10513
9175,2044-12-27 16:28:14.928999936,408.04526,9.560935,-143.83838,9.182182,,,,,,674,2005-10-01 16:28:14.928999936,407.68854
9176,2044-12-27 16:28:54.928999936,411.17172,9.560961,-143.83841,9.226399,,,,,,674,2005-10-01 16:28:54.928999936,410.82
9177,2044-12-27 16:29:34.928999936,414.25818,9.560986,-143.83844,11.522127,,,,,,674,2005-10-01 16:29:34.928999936,413.90646
9178,2044-12-27 16:30:14.928999936,417.49442,9.561009,-143.83846,11.444056,,,,,,674,2005-10-01 16:30:14.928999936,417.1402
9179,2044-12-27 16:30:54.928999936,420.66068,9.561034,-143.83849,11.367694,,,,,,674,2005-10-01 16:30:54.928999936,420.30814
9180,2044-12-27 16:31:39.458000000,424.08658,9.56106,-143.83852,9.050765,,,,,,674,2005-10-01 16:31:39.458000000,423.7241
9181,2044-12-27 16:32:19.811000064,427.18283,9.561087,-143.83855,8.946409,,,,,,674,2005-10-01 16:32:19.811000064,426.8253
9182,2044-12-27 16:33:03.989000064,430.50876,9.561112,-143.83858,9.025102,,,,,,674,2005-10-01 16:33:03.989000064,430.1471
9183,2044-12-27 16:33:43.989000064,433.3852,9.561138,-143.83861,10.111859,,,,,,674,2005-10-01 16:33:43.989000064,433.02765
9184,2044-12-27 16:34:23.990000000,436.39142,9.561163,-143.83862,10.226544,,,,,,674,2005-10-01 16:34:23.990000000,436.03638
9185,2044-12-27 16:35:03.987999872,439.33768,9.561187,-143.83865,10.34845,,,,,,674,2005-10-01 16:35:03.987999872,438.98096
9186,2044-12-27 16:35:43.987999872,442.14407,9.561212,-143.83868,10.466763,,,,,,674,2005-10-01 16:35:43.987999872,441.78735
9187,2044-12-27 16:36:23.986999936,444.9105,9.561236,-143.83871,10.105127,,,,,,674,2005-10-01 16:36:23.986999936,444.5546
9188,2044-12-27 16:37:03.989000064,447.67685,9.56126,-143.83875,9.747065,,,,,,674,2005-10-01 16:37:03.989000064,447.3193
9189,2044-12-27 16:37:43.986999936,450.28342,9.561285,-143.83876,9.392986,,,,,,674,2005-10-01 16:37:43.986999936,449.9242
9190,2044-12-27 16:38:23.987999872,453.01974,9.56131,-143.83879,9.565111,,,,,,674,2005-10-01 16:38:23.987999872,452.6647
9191,2044-12-27 16:39:03.987999872,455.60626,9.561335,-143.83882,9.70788,,,,,,674,2005-10-01 16:39:03.987999872,455.24954
9192,2044-12-27 16:39:46.576000000,458.40247,9.561359,-143.83885,9.860089,,,,,,674,2005-10-01 16:39:46.576000000,458.03668
9193,2044-12-27 16:40:29.634000000,461.03882,9.561386,-143.83888,10.013978,,,,,,674,2005-10-01 16:40:29.634000000,460.69214
9194,2044-12-27 16:41:09.634000000,463.4455,9.561411,-143.83891,10.156938,,,,,,674,2005-10-01 16:41:09.634000000,463.10388
9195,2044-12-27 16:41:49.634000000,465.89206,9.561436,-143.83893,10.296262,,,,,,674,2005-10-01 16:41:49.634000000,465.54874
9196,2044-12-27 16:42:29.634000000,468.36856,9.5614605,-143.83896,9.950895,,,,,,674,2005-10-01 16:42:29.634000000,468.02527
9197,2044-12-27 16:43:09.634000000,470.96487,9.561484,-143.83899,9.604123,,,,,,674,2005-10-01 16:43:09.634000000,470.62155
9198,2044-12-27 16:43:56.367000064,474.04044,9.561511,-143.83902,8.478647,,,,,,674,2005-10-01 16:43:56.367000064,473.6763
9199,2044-12-27 16:44:37.162000000,476.52682,9.561538,-143.83905,8.465237,,,,,,674,2005-10-01 16:44:37.162000000,476.1768
9200,2044-12-27 16:45:17.160000128,479.2828,9.561563,-143.83908,8.429043,,,,,,674,2005-10-01 16:45:17.160000128,478.9336
9201,2044-12-27 16:45:57.160000128,482.01877,9.561587,-143.8391,8.542275,,,,,,674,2005-10-01 16:45:57.160000128,481.67123
9202,2044-12-27 16:46:37.163000064,484.72473,9.561612,-143.83913,9.069973,,,,,,674,2005-10-01 16:46:37.163000064,484.37805
9203,2044-12-27 16:47:17.161000064,487.6703,9.561637,-143.83916,8.745804,,,,,,674,2005-10-01 16:47:17.161000064,487.3253
9204,2044-12-27 16:48:00.693000064,490.7556,9.561662,-143.83919,8.401199,,,,,,674,2005-10-01 16:48:00.693000064,490.39807
9205,2044-12-27 16:48:40.691999872,493.60126,9.561687,-143.83922,8.263729,,,,,,674,2005-10-01 16:48:40.691999872,493.2487
9206,2044-12-27 16:49:22.457000064,496.78632,9.561713,-143.83925,8.248259,,,,,,674,2005-10-01 16:49:22.457000064,496.42712
9207,2044-12-27 16:50:02.456000128,499.83157,9.561738,-143.83926,8.8291855,,,,,,674,2005-10-01 16:50:02.456000128,499.47983
9208,2044-12-27 16:50:42.456000128,502.92667,9.561763,-143.8393,9.401207,,,,,,674,2005-10-01 16:50:42.456000128,502.57663
9209,2044-12-27 16:51:22.458000000,506.03174,9.561787,-143.83932,9.3930025,,,,,,674,2005-10-01 16:51:22.458000000,505.67917
9210,2044-12-27 16:52:02.456000128,509.04688,9.561811,-143.83936,9.386773,,,,,,674,2005-10-01 16:52:02.456000128,508.69183
9211,2044-12-27 16:52:42.457000064,512.0919,9.561836,-143.83937,9.063702,,,,,,674,2005-10-01 16:52:42.457000064,511.73938
9212,2044-12-27 16:53:28.928999936,515.716,9.561863,-143.8394,8.691127,,,,,,674,2005-10-01 16:53:28.928999936,515.3494
9213,2044-12-27 16:54:08.928000000,518.66113,9.561889,-143.83943,8.37959,,,,,,674,2005-10-01 16:54:08.928000000,518.30273
9214,2044-12-27 16:54:48.928999936,521.6861,9.5619135,-143.83946,9.277815,,,,,,674,2005-10-01 16:54:48.928999936,521.32855
9215,2044-12-27 16:55:28.928000000,524.7709,9.561938,-143.8395,8.928423,,,,,,674,2005-10-01 16:55:28.928000000,524.4133
9216,2044-12-27 16:56:08.928999936,527.78577,9.561962,-143.83952,8.588303,,,,,,674,2005-10-01 16:56:08.928999936,527.4282
9217,2044-12-27 16:56:48.928999936,530.64087,9.561987,-143.83954,8.248191,,,,,,674,2005-10-01 16:56:48.928999936,530.27924
9218,2044-12-27 16:57:34.811000064,534.11487,9.562014,-143.83957,7.8605213,,,,,,674,2005-10-01 16:57:34.811000064,533.7475
9219,2044-12-27 16:58:15.987999872,537.0098,9.56204,-143.8396,7.869377,,,,,,674,2005-10-01 16:58:15.987999872,536.64655
9220,2044-12-27 16:58:59.280000000,539.9746,9.562066,-143.83963,7.8878756,,,,,,674,2005-10-01 16:58:59.280000000,539.6246
9221,2044-12-27 16:59:39.279000064,542.61,9.562092,-143.83966,9.569982,,,,,,674,2005-10-01 16:59:39.279000064,542.2684
9222,2044-12-27 17:00:19.280000000,545.35504,9.562116,-143.83969,9.690808,,,,,,674,2005-10-01 17:00:19.280000000,545.016
9223,2044-12-27 17:00:59.280999936,548.10016,9.56214,-143.83972,9.814632,,,,,,674,2005-10-01 17:00:59.280999936,547.7619
9224,2044-12-27 17:01:39.280000000,550.63556,9.562165,-143.83974,8.790112,,,,,,674,2005-10-01 17:01:39.280000000,550.2965
9225,2044-12-27 17:02:27.573999872,553.8896,9.562192,-143.83977,7.5806403,,,,,,674,2005-10-01 17:02:27.573999872,553.53204
9226,2044-12-27 17:03:05.338000000,556.33514,9.562219,-143.8398,7.6092453,,,,,,674,2005-10-01 17:03:05.338000000,555.98926
9227,2044-12-27 17:03:45.338000000,558.9303,9.5622425,-143.83983,7.600238,,,,,,674,2005-10-01 17:03:45.338000000,558.5862
9228,2044-12-27 17:04:25.336999936,561.5255,9.562267,-143.83986,7.4956436,,,,,,674,2005-10-01 17:04:25.336999936,561.1788
9229,2044-12-27 17:05:05.339999872,564.0108,9.562291,-143.83989,7.5081263,,,,,,674,2005-10-01 17:05:05.339999872,563.6633
9230,2044-12-27 17:05:45.338000000,566.63586,9.562316,-143.8399,7.5197353,,,,,,674,2005-10-01 17:05:45.338000000,566.29254
9231,2044-12-27 17:06:28.869999872,569.3906,9.562342,-143.83994,7.5312915,,,,,,674,2005-10-01 17:06:28.869999872,569.0356
9232,2044-12-27 17:07:08.869999872,572.09546,9.562367,-143.83997,7.392517,,,,,,674,2005-10-01 17:07:08.869999872,571.7438
9233,2044-12-27 17:07:48.868999936,574.5408,9.562391,-143.84,7.371492,,,,,,674,2005-10-01 17:07:48.868999936,574.1874
9234,2044-12-27 17:08:32.869999872,577.515,9.562417,-143.84003,7.369577,,,,,,674,2005-10-01 17:08:32.869999872,577.15576
9235,2044-12-27 17:09:12.868999936,579.9303,9.562443,-143.84006,7.593932,,,,,,674,2005-10-01 17:09:12.868999936,579.57605
9236,2044-12-27 17:09:52.871000064,582.39545,9.562468,-143.84007,8.058707,,,,,,674,2005-10-01 17:09:52.871000064,582.0462
9237,2044-12-27 17:10:32.868999936,584.9304,9.562492,-143.8401,8.52162,,,,,,674,2005-10-01 17:10:32.868999936,584.5795
9238,2044-12-27 17:11:12.868999936,587.4953,9.562517,-143.84013,8.97472,,,,,,674,2005-10-01 17:11:12.868999936,587.14526
9239,2044-12-27 17:11:52.869999872,590.0003,9.562541,-143.84016,8.11631,,,,,,674,2005-10-01 17:11:52.869999872,589.65027
9240,2044-12-27 17:12:34.573999872,592.7747,9.562567,-143.8402,7.238643,,,,,,674,2005-10-01 17:12:34.573999872,592.40894
9241,2044-12-27 17:13:18.042000000,595.34955,9.5625925,-143.84023,7.3216696,,,,,,674,2005-10-01 17:13:18.042000000,594.99365
9242,2044-12-27 17:13:58.042999936,597.9642,9.562618,-143.84024,7.3910513,,,,,,674,2005-10-01 17:13:58.042999936,597.6108
9243,2044-12-27 17:14:38.042999936,600.4092,9.562642,-143.84027,7.3520265,,,,,,674,2005-10-01 17:14:38.042999936,600.05493
9244,2044-12-27 17:15:18.043999872,602.9839,9.562667,-143.8403,7.313813,,,,,,674,2005-10-01 17:15:18.043999872,602.6305
9245,2044-12-27 17:15:58.043999872,605.63837,9.562692,-143.84033,7.2756014,,,,,,674,2005-10-01 17:15:58.043999872,605.2833
9246,2044-12-27 17:16:41.634999936,608.4824,9.562717,-143.84036,7.2321153,,,,,,674,2005-10-01 17:16:41.634999936,608.1216
9247,2044-12-27 17:17:21.632999936,611.0969,9.562743,-143.8404,6.937482,,,,,,674,2005-10-01 17:17:21.632999936,610.7369
9248,2044-12-27 17:18:01.634000000,613.7313,9.562767,-143.84041,6.968261,,,,,,674,2005-10-01 17:18:01.634000000,613.37134
9249,2044-12-27 17:18:43.752000128,616.2859,9.562793,-143.84044,7.0090055,,,,,,674,2005-10-01 17:18:43.752000128,615.9409
9250,2044-12-27 17:19:23.752000128,618.7307,9.562818,-143.84047,8.524708,,,,,,674,2005-10-01 17:19:23.752000128,618.38824
9251,2044-12-27 17:20:03.750999936,621.32513,9.562842,-143.8405,8.073056,,,,,,674,2005-10-01 17:20:03.750999936,620.9843
9252,2044-12-27 17:20:43.753000064,623.7299,9.562867,-143.84053,7.636041,,,,,,674,2005-10-01 17:20:43.753000064,623.3943
9253,2044-12-27 17:21:23.752000128,626.2245,9.562891,-143.84055,7.199059,,,,,,674,2005-10-01 17:21:23.752000128,625.888
9254,2044-12-27 17:22:07.339999872,629.0583,9.562917,-143.84058,6.729737,,,,,,674,2005-10-01 17:22:07.339999872,628.70404
9255,2044-12-27 17:22:48.811000064,631.6426,9.562943,-143.8406,7.2577353,,,,,,674,2005-10-01 17:22:48.811000064,631.29504
9256,2044-12-27 17:23:28.811000064,634.2668,9.562968,-143.84064,7.758041,,,,,,674,2005-10-01 17:23:28.811000064,633.926
9257,2044-12-27 17:24:08.811000064,636.80115,9.562992,-143.84067,7.9882836,,,,,,674,2005-10-01 17:24:08.811000064,636.45953
9258,2044-12-27 17:24:48.812000000,639.3953,9.563017,-143.84068,7.7792025,,,,,,674,2005-10-01 17:24:48.812000000,639.05457
9259,2044-12-27 17:25:28.812000000,641.99945,9.563042,-143.84071,7.5680733,,,,,,674,2005-10-01 17:25:28.812000000,641.6587
9260,2044-12-27 17:26:08.810000000,644.53375,9.5630665,-143.84074,6.649237,,,,,,674,2005-10-01 17:26:08.810000000,644.19464
9261,2044-12-27 17:26:53.459000064,647.4271,9.563092,-143.84077,6.6582227,,,,,,674,2005-10-01 17:26:53.459000064,647.07794
9262,2044-12-27 17:27:33.458000000,650.101,9.563118,-143.8408,6.626611,,,,,,674,2005-10-01 17:27:33.458000000,649.7526
9263,2044-12-27 17:28:15.693000064,652.81476,9.563143,-143.84084,6.593515,,,,,,674,2005-10-01 17:28:15.693000064,652.4622
9264,2044-12-27 17:28:55.691999872,655.50854,9.563169,-143.84085,6.5621705,,,,,,674,2005-10-01 17:28:55.691999872,655.1635
9265,2044-12-27 17:29:35.691999872,658.2023,9.563193,-143.84088,6.530825,,,,,,674,2005-10-01 17:29:35.691999872,657.8564
9266,2044-12-27 17:30:15.693000064,660.89594,9.563217,-143.84091,6.4994793,,,,,,674,2005-10-01 17:30:15.693000064,660.5501
9267,2044-12-27 17:30:55.693000064,663.6295,9.563242,-143.84094,6.4681344,,,,,,674,2005-10-01 17:30:55.693000064,663.28534
9268,2044-12-27 17:31:42.102999936,666.9217,9.563269,-143.84097,6.431922,,,,,,674,2005-10-01 17:31:42.102999936,666.5625
9269,2044-12-27 17:32:22.102000000,669.82477,9.563295,-143.841,6.4309072,,,,,,674,2005-10-01 17:32:22.102000000,669.4739
9270,2044-12-27 17:33:02.102000000,672.7378,9.563319,-143.84102,7.45199,,,,,,674,2005-10-01 17:33:02.102000000,672.38776
9271,2044-12-27 17:33:42.101000064,675.46124,9.563344,-143.84105,8.137352,,,,,,674,2005-10-01 17:33:42.101000064,675.112
9272,2044-12-27 17:34:22.102999936,678.3542,9.563369,-143.84108,7.9035206,,,,,,674,2005-10-01 17:34:22.102999936,678.005
9273,2044-12-27 17:35:02.101000064,681.2272,9.563393,-143.84111,7.6699963,,,,,,674,2005-10-01 17:35:02.101000064,680.87634
9274,2044-12-27 17:35:46.810000000,684.559,9.563419,-143.84114,6.482004,,,,,,674,2005-10-01 17:35:46.810000000,684.19653
9275,2044-12-27 17:36:25.099999872,687.3721,9.563444,-143.84117,6.4776134,,,,,,674,2005-10-01 17:36:25.099999872,687.0154
