version: 66.14
glider: 195
mission: 21
dive: 67
start: 4 20 105 6 34 57
columns: rec,elaps_tms,depth,heading,pitch,roll,AD_pitch,AD_roll,AD_vbd,GC_phase,mag.x,mag.y,mag.z,sbect.TempFreq,sbect.CondFreq,wlbb2fl.sig470nm,wlbb2fl.sig700nm,wlbb2fl.sig695nm,wlbb2fl.temp,aa4330.O2,aa4330.AirSat,aa4330.Temp,aa4330.CalPhase,aa4330.TCPhase,
data:
0 11580 46 692 -684 11 165 2210 1398 6 66 -335 -111 176010 136721 44 102 132 534 256733 98711 24552 29322 30728
1 20014 140 -315 -9 -6 0 0 0 0 -52 156 -23 1359 368 N N N N 103064 33999 16792 43213 44619
1 19986 135 -289 4 3 0 0 0 0 -113 105 13 2076 508 N N N N N N N N N
1 23311 157 -259 6 -123 0 -1406 2 2 -130 41 99 2386 802 N N N N 96126 31165 15971 44309 45715
1 19985 136 -76 1 -2 0 0 0 0 -40 -2 13 44 134 N N N N N N N N N
1 20015 154 -32 -2 1 0 0 0 0 -16 -3 6 34 67 N N N N 90302 29016 15553 45130 46536
1 19983 161 -24 2 -4 0 0 0 0 -13 -2 5 36 41 N N N N N N N N N
1 20017 161 1 1 0 0 0 0 0 0 0 -1 37 20 N N N N 87359 28033 15490 45491 46897
1 19982 176 93 -1 -2 0 0 0 0 48 6 -15 793 183 N N N N N N N N N
1 20016 202 227 3 2 0 0 0 0 118 -18 -35 1403 405 N N N N 86365 27531 15182 45733 47139
1 19985 174 160 -2 -2 0 0 0 0 74 -39 -24 264 122 N N N N N N N N N
1 20016 186 116 -2 5 0 0 0 0 46 -41 -14 170 64 N N N N 85613 27119 14890 45942 47348
1 19984 162 103 1 -2 0 0 0 0 33 -43 -10 320 104 N N N N N N N N N
1 20017 170 20 0 2 0 0 0 0 5 -10 -1 322 97 N N N N 84849 26824 14799 46068 47474
1 19982 157 -28 0 1 0 0 0 0 -7 13 2 618 164 N N N N N N N N N
1 20017 145 -15 -3 -2 0 0 0 0 -4 7 1 214 83 N N N N 84043 26487 14656 46220 47626
1 19985 137 -43 2 1 0 0 0 0 -14 18 5 207 69 N N N N N N N N N
1 20014 131 -74 0 1 0 0 0 0 -26 29 7 187 71 N N N N 84711 26617 14518 46200 47606
1 19986 127 -46 3 0 0 0 0 0 -19 16 5 198 66 N N N N N N N N N
1 23839 163 -54 -12 121 -11 1407 1 -2 -24 8 -49 319 95 N N N N 84643 26530 14404 46255 47661
1 19984 133 -64 -2 2 0 0 0 0 -28 19 5 449 135 N N N N N N N N N
1 20014 125 -64 3 4 0 0 0 0 -31 15 7 63 38 N N N N 83929 26218 14250 46401 47807
1 21535 143 -52 2 -130 0 -1403 0 2 -25 15 71 306 79 N N N N N N N N N
1 20820 111 -23 1 1 0 0 0 0 -12 3 3 105 50 N N N N 81799 25493 14143 46692 48098
1 19984 139 -16 0 1 0 0 0 0 -8 2 2 38 25 N N N N N N N N N
1 20016 124 -13 3 0 0 0 0 0 -7 1 3 7 6 N N N N 79397 24727 14112 46986 48392
1 19983 145 -2 1 -1 0 0 0 0 -1 1 0 9 5 N N N N N N N N N
1 20017 134 13 0 1 0 0 0 0 7 -2 -2 25 10 N N N N 78420 24410 14087 47112 48518
1 19984 142 18 -1 -1 0 0 0 0 9 -2 -3 7 4 N N N N N N N N N
1 20015 142 36 0 2 0 0 0 0 19 -5 -5 42 10 N N N N 77723 24178 14060 47206 48612
1 19984 138 103 2 -2 0 0 0 0 49 -21 -16 152 42 N N N N N N N N N
1 20016 107 83 0 0 0 0 0 0 38 -22 -11 239 58 N N N N 77134 23961 13995 47303 48709
1 19984 139 59 -4 -1 0 0 0 0 24 -20 -8 535 154 N N N N N N N N N
1 20017 114 35 4 1 0 0 0 0 13 -13 -3 290 105 N N N N 76054 23551 13853 47490 48896
1 19984 134 -13 -2 0 0 0 0 0 -4 5 1 42 26 N N N N N N N N N
1 20015 133 -1 3 2 0 0 0 0 -1 0 0 28 15 N N N N 74648 23071 13765 47695 49101
1 19984 148 9 0 -2 0 0 0 0 4 -3 0 210 59 N N N N N N N N N
1 20016 147 -22 -4 2 0 0 0 0 -9 8 1 472 134 N N N N 73931 22806 13680 47816 49222
1 24103 184 -104 -3 125 -10 1408 1 -2 -44 25 -44 612 184 N N N N N N N N N
1 20841 185 -122 2 0 0 0 0 0 -58 31 13 332 116 N N N N 71826 22048 13456 48161 49567
1 22099 184 -63 24 -125 33 -1408 0 2 -32 15 74 55 37 N N N N N N N N N
1 20018 141 -15 -4 2 0 0 0 0 -7 2 2 18 13 N N N N 69701 21359 13380 48454 49860
1 19982 140 -15 1 0 0 0 0 0 -8 1 2 32 12 N N N N N N N N N
1 20016 168 -48 -1 -1 0 0 0 0 -25 5 7 146 41 N N N N 68567 21001 13358 48604 50010
1 19984 149 -79 3 3 0 0 0 0 -42 1 11 123 41 N N N N N N N N N
1 20016 166 -92 -3 -4 0 0 0 0 -49 -6 14 201 58 N N N N 67545 20657 13290 48759 50165
1 19984 144 -56 4 3 0 0 0 0 -29 -6 8 86 33 N N N N N N N N N
1 20016 157 30 -2 -1 0 0 0 0 16 4 -4 222 67 N N N N 66145 20203 13232 48959 50365
1 19984 140 63 2 -3 0 0 0 0 32 5 -9 85 37 N N N N N N N N N
1 20016 152 75 -1 1 0 0 0 0 40 3 -11 63 22 N N N N 65987 20122 13160 49006 50412
1 19984 140 105 -2 -1 0 0 0 0 56 -5 -15 167 49 N N N N N N N N N
1 20016 157 109 1 2 0 0 0 0 56 -16 -15 126 45 N N N N 66266 20179 13098 48994 50400
1 19984 137 121 -2 -2 0 0 0 0 57 -29 -15 362 104 N N N N N N N N N
1 20016 150 74 4 -1 0 0 0 0 31 -24 -8 291 105 N N N N 68213 20722 12990 48789 50195
1 19984 159 17 2 2 0 0 0 0 7 -6 -2 56 25 N N N N N N N N N
1 20016 144 6 -2 3 0 0 0 0 3 -2 -1 79 28 N N N N 72241 21913 12923 48318 49724
1 27984 221 48 -10 122 -8 1402 0 -2 17 -28 -51 146 46 N N N N N N N N N
1 20017 165 34 -2 -6 0 0 0 0 11 -14 0 170 50 N N N N 73285 22198 12860 48216 49622
1 19984 168 -9 4 7 0 0 0 0 -2 4 0 37 16 N N N N N N N N N
1 20015 158 -30 -3 0 0 0 0 0 -11 12 0 38 13 N N N N 73072 22115 12823 48256 49662
1 19984 164 -22 2 -2 0 0 0 0 -8 9 0 85 26 N N N N N N N N N
1 20016 155 -33 2 3 0 0 0 0 -13 12 1 32 10 N N N N 72697 21988 12794 48313 49719
1 19984 178 -13 -1 -2 0 0 0 0 -5 5 1 122 32 N N N N N N N N N
1 20016 159 -15 -3 -3 0 0 0 0 -6 6 1 107 28 N N N N 71412 21584 12763 48481 49887
1 19985 168 -32 4 5 0 0 0 0 -14 10 1 217 65 N N N N N N N N N
1 20015 151 -48 -3 -2 0 0 0 0 -21 15 3 251 72 N N N N 66683 20120 12686 49096 50502
1 19984 164 -60 4 2 0 0 0 0 -28 17 5 355 97 N N N N N N N N N
1 20016 152 -83 -2 0 0 0 0 0 -41 17 8 550 178 N N N N 62420 18772 12541 49692 51098
1 24573 181 -78 5 -123 1 -1395 0 2 -40 13 74 174 68 N N N N N N N N N
1 20016 151 -69 0 -1 0 0 0 0 -37 4 9 192 82 N N N N 56247 16864 12405 50553 51959
1 19985 150 -30 -1 0 0 0 0 0 -15 0 6 155 38 N N N N N N N N N
1 20015 135 -69 1 1 0 0 0 0 -37 -3 9 219 71 N N N N 51652 15459 12328 51205 52611
1 19984 143 -47 2 -1 0 0 0 0 -25 -4 7 72 28 N N N N N N N N N
1 20016 147 -36 -2 0 0 0 0 0 -18 -4 5 46 20 N N N N 51353 15351 12275 51264 52670
1 19984 136 -53 1 -1 0 0 0 0 -27 -9 8 71 19 N N N N N N N N N
1 20016 161 -61 -3 1 0 0 0 0 -29 -13 8 39 16 N N N N 51590 15412 12248 51241 52647
1 19982 149 -34 5 -1 0 0 0 0 -17 -8 5 1 1 N N N N N N N N N
1 20016 153 -35 -1 0 0 0 0 0 -16 -10 4 21 6 N N N N 53741 16050 12234 50950 52356
1 19987 151 -34 0 0 0 0 0 0 -14 -10 5 6 2 N N N N N N N N N
1 20015 157 -34 -1 2 0 0 0 0 -14 -11 3 6 0 N N N N 55204 16484 12226 50755 52161
1 19984 163 -41 -1 -1 0 0 0 0 -16 -15 5 66 20 N N N N N N N N N
1 20014 143 -29 2 -2 0 0 0 0 -11 -11 3 34 8 N N N N 55794 16653 12207 50682 52088
1 19986 159 -26 0 1 0 0 0 0 -9 -10 3 27 7 N N N N N N N N N
1 20016 153 -26 0 -2 0 0 0 0 -9 -11 3 39 14 N N N N 55470 16551 12192 50731 52137
1 25218 195 11 -7 -122 0 -1381 0 -2 5 -23 39 44 9 N N N N N N N N N
1 20016 164 49 2 2 0 0 0 0 18 20 -1 21 6 N N N N 55375 16517 12177 50749 52155
1 20455 171 56 -1 -1 0 0 0 0 21 21 -2 101 26 N N N N N N N N N
1 20018 171 67 -1 0 0 0 0 0 28 23 -4 170 52 N N N N 58525 17444 12146 50341 51747
1 19984 160 98 1 0 0 0 0 0 45 28 -7 149 48 N N N N N N N N N
1 20014 189 154 3 1 0 0 0 0 78 27 -18 344 101 N N N N 69109 20556 12054 49034 50440
1 19984 155 122 -1 -3 0 0 0 0 64 9 -17 71 32 N N N N N N N N N
1 20368 161 110 -1 2 0 0 0 0 58 -5 -18 8 2 N N N N 74349 22085 11996 48427 49833
1 21054 162 106 -4 119 -9 1380 0 2 53 -7 -75 62 21 N N N N N N N N N
1 20828 163 69 4 2 0 0 0 0 32 -17 -11 59 21 N N N N 74201 22029 11972 48454 49860
1 19984 150 33 3 0 0 0 0 0 15 -9 -3 163 43 N N N N N N N N N
1 20016 154 -1 -2 3 0 0 0 0 0 0 0 149 53 N N N N 70547 20918 11918 48911 50317
1 19984 156 6 0 0 0 0 0 0 2 -2 -1 54 22 N N N N N N N N N
1 20016 144 14 1 -1 0 0 0 0 7 -3 -2 71 20 N N N N 68372 20258 11885 49188 50594
1 19985 157 8 -1 0 0 0 0 0 3 -3 -1 147 52 N N N N N N N N N
1 20017 147 -8 0 2 0 0 0 0 -3 2 1 59 4 N N N N 68723 20342 11841 49162 50568
1 19982 167 -8 -1 -4 0 0 0 0 -4 3 1 4 -6 N N N N N N N N N
1 20016 158 -8 0 0 0 0 0 0 -4 2 1 1 -1 N N N N 68478 20262 11826 49197 50603
1 19984 158 1 3 0 0 0 0 0 1 0 1 6 -2 N N N N N N N N N
1 20016 156 10 1 1 0 0 0 0 4 -3 -2 2 -2 N N N N 68257 20195 11822 49226 50632
1 19985 165 -10 -1 2 0 0 0 0 -4 2 2 7 -2 N N N N N N N N N
1 20015 170 -4 -1 -3 0 0 0 0 -2 2 0 12 -1 N N N N 67902 20087 11816 49272 50678
1 19986 158 1 0 1 0 0 0 0 1 0 0 -2 -2 N N N N N N N N N
1 20014 167 12 2 -1 0 0 0 0 5 -4 -1 4 -2 N N N N 67434 19948 11815 49330 50736
1 19983 163 11 -1 2 0 0 -1 0 5 -3 -2 7 -1 N N N N N N N N N
1 20017 161 9 2 2 0 0 0 0 4 -3 -1 4 -1 N N N N 67091 19845 11810 49374 50780
1 19984 170 15 -5 -5 0 0 0 0 6 -5 -2 12 3 N N N N N N N N N
1 20017 166 15 4 2 0 0 0 0 6 -5 -1 2 1 N N N N 66950 19801 11805 49393 50799
1 19983 164 13 0 0 0 0 0 0 5 -5 -1 -1 0 N N N N N N N N N
1 20015 161 20 0 -2 0 0 0 0 8 -7 -2 4 0 N N N N 66726 19734 11804 49421 50827
1 19985 152 14 0 1 0 0 0 0 5 -5 -2 47 15 N N N N N N N N N
1 30016 236 23 -1 1 0 0 0 0 9 -9 -3 39 27 N N N N 66198 19571 11789 49492 50898
1 29984 240 15 -1 -1 0 0 0 0 5 -6 -1 22 10 N N N N N N N N N
1 30016 237 14 0 2 0 0 0 0 5 -6 -1 21 6 N N N N 65161 19260 11778 49625 51031
1 29984 241 -1 -5 0 0 0 0 0 0 1 -1 85 18 N N N N N N N N N
1 30016 219 17 6 1 0 0 0 0 6 -7 -1 35 12 N N N N 63121 18646 11754 49890 51296
1 29984 227 34 -2 0 0 0 0 0 10 -15 -3 50 21 N N N N N N N N N
1 33489 250 -63 -9 125 -10 1397 -1 -2 -21 16 -40 45 12 N N N N 61004 18013 11734 50166 51572
1 30397 246 -99 0 -1 0 0 0 0 -38 38 2 36 9 N N N N N N N N N
1 30016 227 -86 1 -2 0 0 0 0 -38 28 5 11 4 N N N N 58912 17390 11720 50441 51847
