version: 66.14
glider: 195
mission: 21
dive: 71
start: 4 21 105 5 52 31
columns: rec,elaps_tms,depth,heading,pitch,roll,AD_pitch,AD_roll,AD_vbd,GC_phase,mag.x,mag.y,mag.z,sbect.TempFreq,sbect.CondFreq,wlbb2fl.sig470nm,wlbb2fl.sig700nm,wlbb2fl.sig695nm,wlbb2fl.temp,aa4330.O2,aa4330.AirSat,aa4330.Temp,aa4330.CalPhase,aa4330.TCPhase,
data:
0 11682 34 960 -547 86 169 2199 1213 6 -17 -345 50 175048 136482 46 101 117 533 260599 100464 24695 29103 30509
1 4919 8 -29 -10 -11 0 0 0 0 24 -1 -10 117 -3 0 -3 5 0 N N N N N
1 5611 14 10 -11 -50 0 0 0 0 -7 -6 -24 62 7 0 10 -3 0 254189 98413 24926 29286 30692
1 5303 -14 62 -109 59 0 0 0 0 3 16 58 -2 -5 0 -6 5 0 N N N N N
1 4857 7 -34 107 -7 0 0 0 0 -10 -7 -19 -162 3 0 0 1 0 254639 98540 24900 29277 30683
1 5133 -1 125 -34 -116 0 0 0 0 -12 0 4 151 -1 -1 -3 2 0 N N N N N
1 6452 -4 -165 75 140 0 0 0 0 23 0 -6 -152 0 0 7 -3 0 254821 98567 24876 29278 30684
1 5140 1 173 -39 -162 0 0 0 0 -40 -2 -6 188 -2 3 -3 -4 0 N N N N N
1 5151 -3 -136 -39 297 0 0 0 0 23 32 78 -50 3 -2 0 4 0 255468 98619 24767 29292 30698
1 4934 -12 203 -21 -236 0 0 0 0 -25 -9 -17 -34 3 0 2 -4 -1 N N N N N
1 5222 15 -185 10 163 0 0 0 0 34 -1 -5 116 1 14 -3 7 1 255490 98568 24735 29304 30710
1 5058 -19 111 28 -189 0 0 0 0 -34 -19 -45 -179 -4 -15 3 -6 -1 N N N N N
1 7997 23 -84 3 -21 -5 1 8 -4 32 -11 -42 109 -9 0 0 11 0 255882 98644 24694 29303 30709
1 6589 -3 31 -53 176 3 0 171 0 -8 33 96 -30 11 2 -4 -9 0 N N N N N
1 8513 20 -18 124 -118 1 1 218 0 -10 -25 -62 107 -12 0 -1 -3 0 258470 99789 24773 29162 30568
1 6589 5 -56 -166 -24 -1 -4 165 0 37 -7 -42 58 6 -3 3 5 0 N N N N N
1 6790 27 -74 -77 41 -2 3 176 0 9 -2 -22 -152 -2 -1 -3 -8 0 249291 98514 26042 29070 30476
1 6594 31 56 67 54 2 0 179 0 -10 9 60 -79 0 5 3 7 0 N N N N N
1 8225 30 34 -31 -44 7 2 220 0 2 -1 -6 -63 2 -2 -3 3 0 249157 98616 26128 29044 30450
1 6609 20 44 -47 -74 -5 -2 173 0 -5 -5 -20 43 -1 2 6 -3 0 N N N N N
1 6800 45 -23 19 -20 -1 -3 182 0 4 -2 -20 -117 -11 -2 -1 -1 0 248780 98582 26193 29036 30442
1 12964 196 -118 43 47 86 2 185 -1 20 1 -30 -62 -18 0 -1 -1 0 N N N N N
1 8391 203 2 173 9 2198 2 1 1 -8 -1 19 -14 -8 0 -6 -6 0 248561 98569 26234 29030 30436
1 6615 138 30 262 6 126 -2 258 0 -31 1 28 -4 -2 -1 2 0 0 N N N N N
1 11045 216 -37 4 125 -8 1404 158 2 17 15 52 -2 -3 1 0 2 0 248456 98570 26258 29025 30431
1 5229 120 -31 -8 22 0 0 0 0 15 3 1 1 -1 -2 1 -2 0 N N N N N
1 5451 111 -30 -1 -3 0 0 0 0 14 -2 -10 9 3 2 -2 3 0 248350 98541 26265 29027 30433
1 5050 133 -44 -8 2 0 0 0 0 23 3 -8 -8 -5 -1 6 -2 0 N N N N N
1 5287 119 -22 11 -4 0 0 0 0 9 0 -8 -3 -1 1 -4 3 -1 248406 98569 26268 29024 30430
1 4943 117 -33 -3 -4 0 0 0 0 17 2 -10 0 -1 -1 -1 0 0 N N N N N
1 5934 148 -30 -5 9 0 0 0 0 13 4 -5 -5 -1 -2 -1 -3 0 248338 98546 26271 29026 30432
1 5147 119 -34 2 6 0 0 0 0 16 5 -6 5 0 3 0 -1 0 N N N N N
1 5146 121 -25 -2 -14 0 0 0 0 11 3 -13 -3 1 1 4 6 0 248238 98509 26272 29029 30435
1 4950 145 -34 11 -3 0 0 0 0 14 6 -10 7 -2 -2 -3 -5 0 N N N N N
1 5285 132 -32 -11 1 0 0 0 0 14 8 -8 4 1 1 0 2 0 248155 98478 26273 29033 30439
1 5056 128 -50 4 8 0 0 0 0 20 12 -10 -12 -2 1 1 0 0 N N N N N
1 5283 142 -56 2 7 0 0 0 0 20 15 -14 -1 -1 -1 -4 1 0 248076 98450 26275 29035 30441
1 4939 131 -64 9 -5 0 0 0 0 23 23 -13 5 0 1 3 -2 0 N N N N N
1 5778 143 -6 -20 0 0 0 0 0 1 0 -8 -4 -1 -2 -1 -1 0 248131 98472 26275 29033 30439
1 5150 143 -25 4 -22 0 0 0 0 6 9 -16 26 4 1 1 0 0 N N N N N
1 5142 132 11 5 9 0 0 0 0 -1 -3 11 24 3 0 -3 2 0 248124 98464 26272 29034 30440
1 5043 137 32 -13 -16 0 0 0 0 -13 -13 -6 45 7 1 4 3 0 N N N N N
1 5384 153 8 -1 9 0 0 0 0 -2 -2 8 12 2 0 0 -5 0 247985 98381 26257 29046 30452
1 6673 159 -9 9 5 0 0 0 0 3 3 0 12 1 1 -3 3 0 N N N N N
1 5277 142 16 -3 -15 0 0 0 0 -5 -5 -1 27 4 -1 0 0 0 247565 98199 26248 29068 30474
1 4944 142 38 -5 3 0 0 0 0 -13 -12 10 4 1 -3 4 -1 0 N N N N N
1 6464 170 37 -3 0 0 0 0 0 -14 -12 8 57 13 2 -2 2 0 247415 98122 26238 29078 30484
1 5145 148 151 -14 -23 0 0 0 0 -61 -36 29 343 55 -2 -5 -5 0 N N N N N
1 5152 149 150 3 -13 0 0 0 0 -69 -17 34 703 105 -1 0 -5 0 246649 97684 26163 29141 30547
1 4958 141 102 8 7 0 0 0 0 -49 1 31 798 104 -1 -13 -4 0 N N N N N
1 5403 146 -2 11 22 0 0 0 0 0 3 11 537 132 0 4 7 0 244570 96315 25852 29352 30758
1 5289 130 -33 10 18 0 0 0 0 17 3 4 74 37 1 0 1 0 N N N N N
1 4864 114 -36 10 8 0 0 0 0 16 0 -7 30 19 -2 1 1 0 243379 95477 25642 29486 30892
1 5147 136 -51 4 -2 0 0 0 0 25 2 -12 195 67 2 9 1 0 N N N N N
1 5743 129 -31 -4 2 0 0 0 0 15 2 -7 183 61 0 -10 0 -1 242723 95045 25541 29555 30961
1 10818 280 -47 2 -4 0 0 0 0 22 3 -15 451 140 -1 -3 -1 1 N N N N N
1 10663 218 -20 -1 -5 0 0 0 0 9 2 -8 649 184 1 0 -4 0 241722 94169 25262 29709 31115
1 10456 237 -35 -5 5 0 0 0 0 17 6 -6 802 278 2 -1 -10 0 N N N N N
1 10660 240 -45 10 -1 0 0 0 0 19 9 -11 259 88 -4 0 -2 0 239142 92576 24919 29962 31368
1 10457 232 -52 -2 -9 0 0 0 0 22 11 -17 56 17 2 1 2 0 N N N N N
1 10662 221 -48 1 10 0 0 0 0 19 13 -8 27 17 6 3 -3 0 236847 91482 24798 30117 31523
1 10457 215 -64 -1 0 0 0 0 0 23 19 -17 29 10 -8 -7 1 -1 N N N N N
1 10661 215 -53 3 -1 0 0 0 0 18 18 -13 46 11 -1 2 -2 1 235488 90880 24752 30200 31606
1 10453 210 25 -5 -12 0 0 0 0 -8 -9 0 1039 381 0 -1 7 0 N N N N N
1 10666 196 41 -2 -4 0 0 0 0 -15 -13 9 983 341 3 4 1 0 234422 89886 24405 30389 31795
1 10452 188 53 1 1 0 0 0 0 -19 -16 14 811 258 -1 -3 -3 0 N N N N N
