sg_data_point,time,depth_corrected,latitude,longitude,temperature,salinity,dissolved_oxygen_sat,PAR_470nm,particle_concentration_700nm,chlorophyll_695nm,ctd_time,ctd_depth
396,2004-10-15 17:08:23.053999872,8.514172,47.49281,-122.49376,10.753558,,,327.0,104.0,133.0,2004-10-15 17:08:23.053999872,1.8544837
397,2004-10-15 17:08:32.036000000,10.839786,47.49283,-122.49375,10.60312,29.481937,288.34116,325.0,103.0,134.0,2004-10-15 17:08:32.036000000,4.2613597
398,2004-10-15 17:08:37.262000128,12.1572895,47.49285,-122.493744,10.609992,29.470352,288.31937,346.0,105.0,146.0,2004-10-15 17:08:37.262000128,5.60876
399,2004-10-15 17:08:42.234999936,13.135431,47.492867,-122.49374,10.614973,29.46601,288.2961,385.0,108.0,137.0,2004-10-15 17:08:42.234999936,6.603764
400,2004-10-15 17:08:47.211999872,14.263282,47.492886,-122.49373,10.618204,29.46354,288.28043,321.0,106.0,132.0,2004-10-15 17:08:47.211999872,7.735789
401,2004-10-15 17:08:52.194000000,15.351203,47.4929,-122.49372,10.582959,29.471947,288.48593,284.0,101.0,121.0,2004-10-15 17:08:52.194000000,8.839421
402,2004-10-15 17:09:00.589999872,16.758505,47.492924,-122.49372,10.576297,29.470139,288.53107,330.0,102.0,122.0,2004-10-15 17:09:00.589999872,10.254815
403,2004-10-15 17:09:09.686000128,18.295547,47.49295,-122.49372,10.57118,29.471176,288.56125,342.0,103.0,127.0,2004-10-15 17:09:09.686000128,11.834547
404,2004-10-15 17:09:15.499000064,18.954277,47.492973,-122.49372,10.577358,29.467962,288.5284,323.0,103.0,124.0,2004-10-15 17:09:15.499000064,12.514674
405,2004-10-15 17:09:19.938999936,19.383446,47.49299,-122.49372,10.5657,29.471235,288.59555,278.0,101.0,115.0,2004-10-15 17:09:19.938999936,12.943846
406,2004-10-15 17:09:25.017999872,19.88248,47.493,-122.49373,10.538636,29.483934,288.74216,306.0,103.0,138.0,2004-10-15 17:09:25.017999872,13.444556
407,2004-10-15 17:09:29.828000128,20.371534,47.493015,-122.49373,10.541769,29.484133,288.7221,306.0,102.0,119.0,2004-10-15 17:09:29.828000128,13.931096
408,2004-10-15 17:09:35.493000064,20.890528,47.49303,-122.49374,10.525292,29.486275,288.82175,340.0,104.0,131.0,2004-10-15 17:09:35.493000064,14.445092
409,2004-10-15 17:09:40.165999872,21.369598,47.493046,-122.49374,10.507994,29.495619,288.9133,328.0,102.0,106.0,2004-10-15 17:09:40.165999872,14.927489
410,2004-10-15 17:09:45.355000064,21.878609,47.493057,-122.49374,10.510497,29.495935,288.89697,335.0,103.0,124.0,2004-10-15 17:09:45.355000064,15.441523
411,2004-10-15 17:09:50.342999936,22.367655,47.493073,-122.49374,10.520756,29.487877,288.8473,325.0,101.0,111.0,2004-10-15 17:09:50.342999936,15.924714
412,2004-10-15 17:09:55.322000000,22.926565,47.493088,-122.49374,10.513925,29.49288,288.88104,340.0,105.0,117.0,2004-10-15 17:09:55.322000000,16.48196
413,2004-10-15 17:10:00.359999872,23.435572,47.493103,-122.49374,10.507537,29.49575,288.91592,403.0,108.0,125.0,2004-10-15 17:10:00.359999872,16.981895
414,2004-10-15 17:10:05.335000064,24.124226,47.49312,-122.49374,10.504969,29.498013,288.92792,333.0,103.0,111.0,2004-10-15 17:10:05.335000064,17.67962
415,2004-10-15 17:10:12.744000000,24.982546,47.493137,-122.49373,10.499256,29.50004,288.96014,305.0,100.0,116.0,2004-10-15 17:10:12.744000000,18.542107
416,2004-10-15 17:10:20.240000000,25.721096,47.49316,-122.49373,10.496911,29.500994,288.97314,346.0,104.0,104.0,2004-10-15 17:10:20.240000000,19.285694
417,2004-10-15 17:10:25.400000128,26.34986,47.49318,-122.49372,10.496077,29.50085,288.97864,298.0,103.0,116.0,2004-10-15 17:10:25.400000128,19.901114
418,2004-10-15 17:10:36.062999936,27.477638,47.493206,-122.49371,10.496293,29.501307,288.97644,349.0,105.0,117.0,2004-10-15 17:10:36.062999936,21.045614
419,2004-10-15 17:10:46.063999872,28.525568,47.493237,-122.4937,10.495494,29.501732,288.98068,333.0,111.0,118.0,2004-10-15 17:10:46.063999872,22.062952
420,2004-10-15 17:10:56.061000064,29.673294,47.493267,-122.49369,10.488337,29.505917,289.01804,341.0,104.0,117.0,2004-10-15 17:10:56.061000064,23.240423
421,2004-10-15 17:11:06.062000000,30.711231,47.493294,-122.493675,10.480988,29.50977,289.0572,351.0,105.0,110.0,2004-10-15 17:11:06.062000000,24.26414
422,2004-10-15 17:11:16.062000000,31.589483,47.493324,-122.49366,10.480285,29.510109,289.061,338.0,101.0,106.0,2004-10-15 17:11:16.062000000,25.146542
423,2004-10-15 17:11:28.604000128,32.707253,47.49336,-122.49364,10.47428,29.513224,289.09305,289.0,100.0,106.0,2004-10-15 17:11:28.604000128,26.23982
424,2004-10-15 17:11:39.413000064,33.834995,47.493393,-122.493614,10.472862,29.51378,289.10095,344.0,102.0,106.0,2004-10-15 17:11:39.413000064,27.378052
425,2004-10-15 17:11:49.414000000,34.98269,47.493423,-122.49359,10.472163,29.514095,289.1048,299.0,102.0,122.0,2004-10-15 17:11:49.414000000,28.52169
426,2004-10-15 17:11:59.414000000,36.14036,47.49345,-122.493576,10.472375,29.51441,289.10287,314.0,101.0,109.0,2004-10-15 17:11:59.414000000,29.679361
427,2004-10-15 17:12:09.413000064,37.317986,47.49348,-122.49356,10.445407,29.524755,289.25372,311.0,104.0,106.0,2004-10-15 17:12:09.413000064,30.866768
428,2004-10-15 17:12:19.414000000,38.645294,47.49351,-122.49354,10.415476,29.541855,289.41095,320.0,101.0,109.0,2004-10-15 17:12:19.414000000,32.19408
429,2004-10-15 17:12:29.414000000,39.743065,47.49354,-122.49352,10.362838,29.567184,289.69666,328.0,102.0,98.0,2004-10-15 17:12:29.414000000,33.2845
430,2004-10-15 17:12:39.413000064,41.00051,47.49357,-122.49351,10.346581,29.575636,289.78384,312.0,100.0,100.0,2004-10-15 17:12:39.413000064,34.537086
431,2004-10-15 17:12:49.414000000,42.098267,47.4936,-122.49349,10.342498,29.5772,289.8068,284.0,98.0,102.0,2004-10-15 17:12:49.414000000,35.65366
432,2004-10-15 17:12:59.413000064,43.11618,47.49363,-122.49348,10.342754,29.577387,289.8048,281.0,98.0,96.0,2004-10-15 17:12:59.413000064,36.667435
433,2004-10-15 17:13:09.414000000,44.18399,47.49366,-122.49346,10.339845,29.57857,289.82104,283.0,99.0,98.0,2004-10-15 17:13:09.414000000,37.738556
434,2004-10-15 17:13:19.494999936,45.371544,47.49369,-122.49346,10.332692,29.582457,289.8591,327.0,105.0,93.0,2004-10-15 17:13:19.494999936,38.92611
435,2004-10-15 17:13:29.421000064,46.40941,47.493717,-122.493454,10.322388,29.588411,289.91333,333.0,102.0,101.0,2004-10-15 17:13:29.421000064,39.96314
436,2004-10-15 17:13:39.414999936,47.487175,47.493748,-122.49345,10.318154,29.590113,289.93698,279.0,99.0,100.0,2004-10-15 17:13:39.414999936,41.040913
437,2004-10-15 17:13:49.413000064,48.47513,47.49378,-122.49345,10.307572,29.596142,289.99283,285.0,98.0,98.0,2004-10-15 17:13:49.413000064,42.026382
438,2004-10-15 17:13:59.413000064,49.4032,47.49381,-122.49344,10.296307,29.60171,290.0539,274.0,99.0,98.0,2004-10-15 17:13:59.413000064,42.95859
439,2004-10-15 17:14:09.413000064,50.550804,47.49384,-122.49344,10.281727,29.610289,290.13043,279.0,97.0,89.0,2004-10-15 17:14:09.413000064,44.10124
440,2004-10-15 17:14:19.414999936,51.56868,47.49387,-122.49343,10.258533,29.62402,290.2521,299.0,98.0,88.0,2004-10-15 17:14:19.414999936,45.12657
441,2004-10-15 17:14:28.790999936,52.57657,47.493896,-122.49343,10.246816,29.632656,290.31042,398.0,108.0,89.0,2004-10-15 17:14:28.790999936,46.125355
442,2004-10-15 17:14:39.413000064,53.68425,47.493927,-122.49343,10.229019,29.64291,290.40442,342.0,107.0,92.0,2004-10-15 17:14:39.413000064,47.237152
443,2004-10-15 17:14:49.413000064,54.74202,47.493958,-122.49342,10.231439,29.642391,290.39,345.0,104.0,99.0,2004-10-15 17:14:49.413000064,48.301582
444,2004-10-15 17:14:59.413000064,55.79979,47.493988,-122.49342,10.230366,29.64221,290.39716,470.0,109.0,87.0,2004-10-15 17:14:59.413000064,49.352695
445,2004-10-15 17:15:09.413000064,56.947365,47.494015,-122.49342,10.228655,29.643532,290.40558,369.0,112.0,96.0,2004-10-15 17:15:09.413000064,50.501926
446,2004-10-15 17:15:19.414000000,58.16478,47.494045,-122.49342,10.227912,29.643969,290.4095,382.0,112.0,92.0,2004-10-15 17:15:19.414000000,51.720177
447,2004-10-15 17:15:33.664999936,59.81128,47.49408,-122.49343,10.226847,29.644552,290.41516,329.0,104.0,88.0,2004-10-15 17:15:33.664999936,53.363358
448,2004-10-15 17:15:44.470999936,61.138443,47.494114,-122.49343,10.221276,29.64801,290.44415,347.0,103.0,87.0,2004-10-15 17:15:44.470999936,54.70642
449,2004-10-15 17:15:54.473000064,62.285988,47.494144,-122.49343,10.221311,29.647396,290.44507,347.0,104.0,85.0,2004-10-15 17:15:54.473000064,55.854813
450,2004-10-15 17:16:04.825000064,63.573227,47.494175,-122.49343,10.223657,29.64676,290.43134,314.0,103.0,97.0,2004-10-15 17:16:04.825000064,57.1463
451,2004-10-15 17:16:14.825000064,64.63095,47.494205,-122.49342,10.218573,29.65,290.45764,461.0,113.0,99.0,2004-10-15 17:16:14.825000064,58.20402
452,2004-10-15 17:16:28.480000000,66.07783,47.49424,-122.49341,10.224152,29.646618,290.42847,490.0,112.0,86.0,2004-10-15 17:16:28.480000000,59.629078
453,2004-10-15 17:16:39.292999936,67.41493,47.494274,-122.49339,10.219466,29.644966,290.4613,318.0,102.0,80.0,2004-10-15 17:16:39.292999936,60.96371
454,2004-10-15 17:16:49.296000000,68.54248,47.49431,-122.493385,10.21542,29.65222,290.47354,399.0,112.0,89.0,2004-10-15 17:16:49.296000000,62.106236
455,2004-10-15 17:16:59.296999936,69.52035,47.494335,-122.49337,10.217246,29.651339,290.46356,325.0,105.0,82.0,2004-10-15 17:16:59.296999936,63.08075
456,2004-10-15 17:17:09.293999872,70.54811,47.494366,-122.49336,10.216219,29.65111,290.47052,414.0,109.0,84.0,2004-10-15 17:17:09.293999872,64.0928
457,2004-10-15 17:17:19.293999872,71.6058,47.494396,-122.49335,10.215675,29.651388,290.47348,348.0,104.0,89.0,2004-10-15 17:17:19.293999872,65.16703
458,2004-10-15 17:17:29.295000064,72.60361,47.494423,-122.49333,10.20926,29.655394,290.5068,417.0,112.0,87.0,2004-10-15 17:17:29.295000064,66.14912
459,2004-10-15 17:17:39.296000000,73.701195,47.494453,-122.49332,10.212465,29.654953,290.48724,371.0,105.0,91.0,2004-10-15 17:17:39.296000000,67.25659
460,2004-10-15 17:17:49.295000064,74.768845,47.494484,-122.49331,10.2041025,29.659103,290.53268,474.0,123.0,85.0,2004-10-15 17:17:49.295000064,68.31517
461,2004-10-15 17:17:59.293999872,75.7866,47.494514,-122.4933,10.203603,29.6597,290.53476,584.0,125.0,90.0,2004-10-15 17:17:59.293999872,69.3512
462,2004-10-15 17:18:09.296999936,76.81432,47.494545,-122.49329,10.20419,29.660011,290.53046,495.0,124.0,86.0,2004-10-15 17:18:09.296999936,70.361465
463,2004-10-15 17:18:19.296000000,77.83207,47.49457,-122.493286,10.203792,29.65997,290.53308,482.0,115.0,90.0,2004-10-15 17:18:19.296000000,71.39247
464,2004-10-15 17:18:29.296999936,78.969536,47.494602,-122.49328,10.203985,29.660492,290.53085,476.0,121.0,88.0,2004-10-15 17:18:29.296999936,72.52411
465,2004-10-15 17:18:39.142000000,79.87752,47.494633,-122.49327,10.203403,29.660534,290.5345,418.0,114.0,88.0,2004-10-15 17:18:39.142000000,73.43458
466,2004-10-15 17:18:49.944000000,80.9152,47.494663,-122.49327,10.203414,29.660246,290.53494,618.0,134.0,84.0,2004-10-15 17:18:49.944000000,74.4706
467,2004-10-15 17:18:59.944000000,81.833145,47.494694,-122.49327,10.203215,29.661013,290.5348,427.0,114.0,83.0,2004-10-15 17:18:59.944000000,75.38111
468,2004-10-15 17:19:09.943000064,82.90075,47.494724,-122.49326,10.203238,29.660627,290.53537,511.0,114.0,88.0,2004-10-15 17:19:09.943000064,76.46032
469,2004-10-15 17:19:19.944000000,84.09806,47.494755,-122.49326,10.203751,29.660925,290.53156,402.0,108.0,89.0,2004-10-15 17:19:19.944000000,77.64684
470,2004-10-15 17:19:29.943000064,85.07586,47.494785,-122.493256,10.201641,29.66239,290.54224,448.0,112.0,83.0,2004-10-15 17:19:29.943000064,78.63292
471,2004-10-15 17:19:42.430999936,86.40286,47.494804,-122.49325,10.201875,,,431.0,112.0,83.0,2004-10-15 17:19:42.430999936,79.960754
472,2004-10-15 17:19:49.285000064,87.03144,47.494816,-122.49324,10.201496,,,789.0,134.0,91.0,2004-10-15 17:19:49.285000064,80.6611
473,2004-10-15 17:19:58.723000064,87.61013,47.494823,-122.49323,10.201692,,,435.0,115.0,92.0,2004-10-15 17:19:58.723000064,81.260086
474,2004-10-15 17:20:08.632999936,88.16886,47.49483,-122.49323,10.201487,,,396.0,108.0,84.0,2004-10-15 17:20:08.632999936,81.8031
475,2004-10-15 17:20:18.642000000,88.87725,47.494843,-122.493225,10.20111,,,406.0,108.0,82.0,2004-10-15 17:20:18.642000000,82.526276
476,2004-10-15 17:20:28.644999936,89.38609,47.49485,-122.49322,10.201327,,,378.0,111.0,88.0,2004-10-15 17:20:28.644999936,83.01941
477,2004-10-15 17:20:38.650000128,89.865,47.49486,-122.49321,10.201886,,,403.0,111.0,95.0,2004-10-15 17:20:38.650000128,83.483765
478,2004-10-15 17:20:48.700999936,90.37384,47.494873,-122.4932,10.201509,,,427.0,110.0,84.0,2004-10-15 17:20:48.700999936,83.9908
479,2004-10-15 17:20:58.727999872,90.91261,47.494877,-122.493195,10.20208,,,447.0,121.0,94.0,2004-10-15 17:20:58.727999872,84.54593
480,2004-10-15 17:21:08.684000000,91.27179,47.49488,-122.493195,10.201497,,,401.0,108.0,84.0,2004-10-15 17:21:08.684000000,84.86475
481,2004-10-15 17:21:18.742000128,91.720764,47.494892,-122.49319,10.201898,,,365.0,104.0,84.0,2004-10-15 17:21:18.742000128,85.32253
482,2004-10-15 17:21:28.670000128,92.11985,47.494896,-122.49319,10.2020855,,,323.0,103.0,88.0,2004-10-15 17:21:28.670000128,85.72517
483,2004-10-15 17:21:38.654000000,92.30942,47.494896,-122.49319,10.202065,,,290.0,102.0,84.0,2004-10-15 17:21:38.654000000,85.89801
484,2004-10-15 17:21:52.810000000,92.648636,47.494896,-122.49319,10.201504,,,333.0,110.0,83.0,2004-10-15 17:21:52.810000000,86.275566
485,2004-10-15 17:21:58.769000064,92.49898,47.4949,-122.49318,10.202094,,,376.0,114.0,81.0,2004-10-15 17:21:58.769000064,86.43531
486,2004-10-15 17:22:08.754000000,91.680855,47.494907,-122.49318,10.201868,,,403.0,119.0,91.0,2004-10-15 17:22:08.754000000,85.734055
487,2004-10-15 17:22:18.690000000,91.04231,47.494915,-122.49317,10.20168,,,521.0,107.0,81.0,2004-10-15 17:22:18.690000000,85.04057
488,2004-10-15 17:22:28.743000064,90.32395,47.494926,-122.493164,10.201504,,,372.0,108.0,90.0,2004-10-15 17:22:28.743000064,84.33758
489,2004-10-15 17:22:38.612999936,89.426,47.494938,-122.49316,10.201697,,,322.0,104.0,91.0,2004-10-15 17:22:38.612999936,83.43349
490,2004-10-15 17:22:48.726999936,88.42827,47.494946,-122.49315,10.201674,,,318.0,106.0,77.0,2004-10-15 17:22:48.726999936,82.436775
491,2004-10-15 17:22:58.632000000,87.380646,47.494957,-122.49314,10.20107,,,404.0,108.0,88.0,2004-10-15 17:22:58.632000000,81.37994
492,2004-10-15 17:23:08.720999936,86.09356,47.494965,-122.49313,10.200129,,,328.0,109.0,80.0,2004-10-15 17:23:08.720999936,80.064026
493,2004-10-15 17:23:18.701999872,85.07586,47.494976,-122.493126,10.199946,,,424.0,111.0,89.0,2004-10-15 17:23:18.701999872,79.05148
494,2004-10-15 17:23:28.658000000,83.75883,47.494984,-122.49312,10.199575,,,343.0,108.0,84.0,2004-10-15 17:23:28.658000000,77.755035
495,2004-10-15 17:23:38.686000128,82.53158,47.494995,-122.49311,10.199633,,,674.0,147.0,88.0,2004-10-15 17:23:38.686000128,76.51236
496,2004-10-15 17:23:48.663000064,81.23449,47.495007,-122.4931,10.2011595,,,383.0,110.0,91.0,2004-10-15 17:23:48.663000064,75.204956
497,2004-10-15 17:23:59.444999936,79.70789,47.49503,-122.493095,10.201138,29.661406,290.54727,342.0,107.0,85.0,2004-10-15 17:23:59.444999936,73.67836
498,2004-10-15 17:24:09.944999936,78.14138,47.495068,-122.49309,10.201892,29.660465,290.54422,351.0,109.0,80.0,2004-10-15 17:24:09.944999936,72.11907
499,2004-10-15 17:24:19.944000000,76.58483,47.495106,-122.49309,10.201487,29.660837,290.5461,400.0,109.0,91.0,2004-10-15 17:24:19.944000000,70.55427
500,2004-10-15 17:24:29.944000000,75.018295,47.49514,-122.49308,10.201322,29.660091,290.54855,335.0,105.0,80.0,2004-10-15 17:24:29.944000000,68.98773
501,2004-10-15 17:24:39.943000064,73.33201,47.495174,-122.49307,10.202114,29.660185,290.54333,733.0,129.0,93.0,2004-10-15 17:24:39.943000064,67.28801
502,2004-10-15 17:24:49.944000000,71.74549,47.495213,-122.49307,10.202451,29.660007,290.54153,366.0,108.0,85.0,2004-10-15 17:24:49.944000000,65.724205
503,2004-10-15 17:24:59.943000064,70.05917,47.495247,-122.49307,10.201886,29.660572,290.54407,411.0,111.0,85.0,2004-10-15 17:24:59.943000064,64.02758
504,2004-10-15 17:25:09.944000000,68.28304,47.49528,-122.49307,10.202616,29.66025,290.54,389.0,112.0,90.0,2004-10-15 17:25:09.944000000,62.25248
505,2004-10-15 17:25:19.944000000,66.64659,47.49532,-122.49307,10.200499,29.660927,290.55222,452.0,115.0,93.0,2004-10-15 17:25:19.944000000,60.62222
506,2004-10-15 17:25:29.944000000,64.90037,47.495354,-122.49307,10.20139,29.660484,290.54736,318.0,108.0,90.0,2004-10-15 17:25:29.944000000,58.85947
507,2004-10-15 17:25:39.943000064,63.223976,47.495388,-122.49308,10.203472,29.659056,290.5368,353.0,106.0,79.0,2004-10-15 17:25:39.943000064,57.19857
508,2004-10-15 17:25:49.946000128,61.447784,47.495422,-122.49308,10.203066,29.658998,290.5395,401.0,109.0,89.0,2004-10-15 17:25:49.946000128,55.41928
509,2004-10-15 17:26:04.019000064,59.032936,47.495464,-122.49309,10.204913,29.657986,290.5296,329.0,105.0,84.0,2004-10-15 17:26:04.019000064,53.014744
510,2004-10-15 17:26:14.826000000,57.007233,47.49551,-122.49309,10.209623,29.654114,290.50687,375.0,108.0,87.0,2004-10-15 17:26:14.826000000,51.002415
511,2004-10-15 17:26:24.826000000,55.16114,47.49555,-122.49308,10.21409,29.65183,290.48273,300.0,101.0,82.0,2004-10-15 17:26:24.826000000,49.154263
512,2004-10-15 17:26:39.503000064,52.436867,47.49559,-122.493065,10.215063,29.650908,290.47824,353.0,104.0,82.0,2004-10-15 17:26:39.503000064,46.386658
513,2004-10-15 17:26:50.296999936,51.029808,47.495632,-122.49304,10.22039,29.646854,290.45193,399.0,106.0,86.0,2004-10-15 17:26:50.296999936,44.927765
514,2004-10-15 17:27:00.296000000,49.89218,47.495667,-122.49303,10.225471,29.643816,290.4253,344.0,102.0,84.0,2004-10-15 17:27:00.296000000,43.777695
515,2004-10-15 17:27:10.296000000,48.86432,47.4957,-122.493004,10.227265,29.641748,290.41772,295.0,104.0,89.0,2004-10-15 17:27:10.296000000,42.75813
516,2004-10-15 17:27:20.296000000,47.6668,47.49573,-122.49299,10.247786,29.628096,290.31274,310.0,99.0,90.0,2004-10-15 17:27:20.296000000,41.556465
517,2004-10-15 17:27:30.298000128,46.758682,47.49576,-122.492966,10.255095,29.624159,290.27365,299.0,98.0,86.0,2004-10-15 17:27:30.298000128,40.651455
518,2004-10-15 17:27:40.292999936,45.8805,47.49579,-122.492935,10.262712,29.619942,290.23315,274.0,96.0,79.0,2004-10-15 17:27:40.292999936,39.77949
519,2004-10-15 17:27:50.293999872,44.952408,47.49582,-122.492905,10.261718,29.620506,290.2384,332.0,102.0,85.0,2004-10-15 17:27:50.293999872,38.848293
520,2004-10-15 17:28:00.296999936,43.984398,47.495846,-122.492874,10.262311,29.619692,290.23615,309.0,101.0,89.0,2004-10-15 17:28:00.296999936,37.87717
521,2004-10-15 17:28:10.296999936,42.86669,47.495872,-122.49284,10.262076,29.619658,290.2377,324.0,102.0,86.0,2004-10-15 17:28:10.296999936,36.759464
522,2004-10-15 17:28:20.296000000,41.918633,47.4959,-122.49281,10.261183,29.621056,290.24078,290.0,100.0,96.0,2004-10-15 17:28:20.296000000,35.814514
523,2004-10-15 17:28:30.296999936,40.830856,47.49593,-122.49278,10.263844,29.61974,290.22632,341.0,100.0,98.0,2004-10-15 17:28:30.296999936,34.72881
524,2004-10-15 17:28:40.296999936,39.65325,47.495956,-122.49276,10.281073,29.608978,290.137,271.0,97.0,86.0,2004-10-15 17:28:40.296999936,33.55121
525,2004-10-15 17:28:53.612999936,38.01657,47.49599,-122.49272,10.283991,29.607613,290.12103,321.0,104.0,94.0,2004-10-15 17:28:53.612999936,31.906233
526,2004-10-15 17:29:04.413000064,36.72917,47.496025,-122.49269,10.296516,29.598303,290.0589,268.0,96.0,85.0,2004-10-15 17:29:04.413000064,30.608473
527,2004-10-15 17:29:14.413000064,35.44177,47.496056,-122.49267,10.311708,29.591282,289.97565,302.0,101.0,99.0,2004-10-15 17:29:14.413000064,29.31589
528,2004-10-15 17:29:24.413000064,34.23419,47.496086,-122.49265,10.309464,29.592245,289.98807,251.0,95.0,99.0,2004-10-15 17:29:24.413000064,28.105211
529,2004-10-15 17:29:34.414000000,32.946774,47.49612,-122.49264,10.308307,29.593172,289.99368,320.0,101.0,95.0,2004-10-15 17:29:34.414000000,26.822966
530,2004-10-15 17:29:43.940999936,31.908846,47.49615,-122.49264,10.312461,29.590479,289.97235,283.0,101.0,94.0,2004-10-15 17:29:43.940999936,25.78918
531,2004-10-15 17:29:54.414000000,30.661331,47.496185,-122.49263,10.308996,29.59252,289.9905,313.0,100.0,92.0,2004-10-15 17:29:54.414000000,24.586254
532,2004-10-15 17:30:04.414000000,29.373888,47.49622,-122.49263,10.319741,29.586258,289.93405,268.0,95.0,86.0,2004-10-15 17:30:04.414000000,23.278067
533,2004-10-15 17:30:14.414999936,28.325962,47.49625,-122.49264,10.321625,29.58584,289.9229,249.0,96.0,97.0,2004-10-15 17:30:14.414999936,22.233252
534,2004-10-15 17:30:24.414000000,27.178228,47.496284,-122.49264,10.331598,29.580551,289.86957,254.0,94.0,90.0,2004-10-15 17:30:24.414000000,21.084482
535,2004-10-15 17:30:34.413000064,26.030487,47.49632,-122.49264,10.359009,29.566341,289.72244,283.0,97.0,99.0,2004-10-15 17:30:34.413000064,19.929482
536,2004-10-15 17:30:40.530999936,25.32188,47.496346,-122.49263,10.372951,29.559334,289.64725,293.0,98.0,110.0,2004-10-15 17:30:40.530999936,19.222946
537,2004-10-15 17:30:46.355000064,24.563366,47.496365,-122.49263,10.371219,29.561193,289.65475,547.0,119.0,107.0,2004-10-15 17:30:46.355000064,18.472733
538,2004-10-15 17:30:50.786000000,23.99448,47.496384,-122.49262,10.377893,29.55857,289.6174,275.0,99.0,109.0,2004-10-15 17:30:50.786000000,17.906958
539,2004-10-15 17:30:56.328000128,23.305826,47.4964,-122.492615,10.381627,29.555355,289.59976,255.0,94.0,99.0,2004-10-15 17:30:56.328000128,17.201708
540,2004-10-15 17:31:01.128999936,22.756897,47.496414,-122.49261,10.386055,29.553501,289.57523,277.0,96.0,104.0,2004-10-15 17:31:01.128999936,16.657965
541,2004-10-15 17:31:06.278000128,22.178024,47.496433,-122.4926,10.386356,29.552729,289.57474,429.0,112.0,107.0,2004-10-15 17:31:06.278000128,16.085316
542,2004-10-15 17:31:11.298000128,21.619112,47.49645,-122.492584,10.389812,29.552294,289.5537,266.0,99.0,98.0,2004-10-15 17:31:11.298000128,15.524328
543,2004-10-15 17:31:16.328999936,20.93045,47.496464,-122.49258,10.392531,29.551048,289.53885,241.0,97.0,102.0,2004-10-15 17:31:16.328999936,14.829443
544,2004-10-15 17:31:21.391000064,20.391495,47.49648,-122.49257,10.386657,29.553682,289.57108,288.0,99.0,103.0,2004-10-15 17:31:21.391000064,14.28323
545,2004-10-15 17:31:26.303999872,19.762714,47.496494,-122.49256,10.392115,29.55206,289.5396,274.0,100.0,116.0,2004-10-15 17:31:26.303999872,13.661706
546,2004-10-15 17:31:31.278000128,19.183834,47.496513,-122.492546,10.396483,29.548693,289.51822,284.0,98.0,100.0,2004-10-15 17:31:31.278000128,13.090086
547,2004-10-15 17:31:36.302999936,18.634892,47.49653,-122.49254,10.3967495,29.550358,289.51346,320.0,101.0,105.0,2004-10-15 17:31:36.302999936,12.540109
548,2004-10-15 17:31:41.374000128,18.036047,47.496544,-122.49253,10.3934,29.550392,289.53458,259.0,98.0,102.0,2004-10-15 17:31:41.374000128,11.937115
549,2004-10-15 17:31:46.328000128,17.4372,47.49656,-122.49252,10.404644,29.545412,289.47275,383.0,123.0,140.0,2004-10-15 17:31:46.328000128,11.335156
550,2004-10-15 17:31:55.828000128,16.379234,47.496582,-122.49251,10.452239,29.519148,289.221,288.0,98.0,106.0,2004-10-15 17:31:55.828000128,10.273041
551,2004-10-15 17:32:04.168999936,15.640649,47.496613,-122.4925,10.501053,29.496027,288.95624,364.0,104.0,115.0,2004-10-15 17:32:04.168999936,9.522019
552,2004-10-15 17:32:09.351000064,15.221451,47.496635,-122.49249,10.499385,29.497736,288.96356,337.0,103.0,120.0,2004-10-15 17:32:09.351000064,9.084192
553,2004-10-15 17:32:16.543999872,14.632577,47.496655,-122.49249,10.493708,29.500683,288.99387,301.0,105.0,109.0,2004-10-15 17:32:16.543999872,8.51084
554,2004-10-15 17:32:25.367000064,13.63448,47.49668,-122.49249,10.476498,29.508518,289.08777,284.0,105.0,103.0,2004-10-15 17:32:25.367000064,7.5697713
555,2004-10-15 17:32:31.177000064,12.905867,47.496704,-122.49249,10.488407,29.503464,289.0221,366.0,103.0,130.0,2004-10-15 17:32:31.177000064,6.825605
556,2004-10-15 17:32:35.868000000,12.316986,47.496723,-122.4925,10.49485,29.499926,288.98807,312.0,101.0,114.0,2004-10-15 17:32:35.868000000,6.2336125
557,2004-10-15 17:32:41.670000128,11.538464,47.49674,-122.4925,10.499272,29.498356,288.96313,258.0,96.0,115.0,2004-10-15 17:32:41.670000128,5.4530144
558,2004-10-15 17:32:46.095000064,11.0893135,47.496754,-122.4925,10.495582,29.499346,288.98453,324.0,102.0,127.0,2004-10-15 17:32:46.095000064,4.9841585
559,2004-10-15 17:32:51.013000064,10.470484,47.49677,-122.4925,10.503807,29.496622,288.9378,321.0,100.0,125.0,2004-10-15 17:32:51.013000064,4.3632555
560,2004-10-15 17:32:56.095000064,10.011351,47.496788,-122.4925,10.508264,29.49415,288.9143,295.0,102.0,134.0,2004-10-15 17:32:56.095000064,3.9144926
561,2004-10-15 17:33:01.022000128,9.482348,47.496803,-122.4925,10.512082,29.49278,288.89282,270.0,100.0,124.0,2004-10-15 17:33:01.022000128,3.3803046
562,2004-10-15 17:33:06.036000000,8.873495,47.49682,-122.4925,10.50341,29.497663,288.9384,268.0,99.0,125.0,2004-10-15 17:33:06.036000000,2.7755997
563,2004-10-15 17:33:12.427000064,8.1748085,47.496838,-122.4925,10.511537,29.493645,288.89465,349.0,110.0,125.0,2004-10-15 17:33:12.427000064,2.0665436
