dive,U_DAC,V_DAC,start_time,end_time,start_latitude,end_latitude,start_longitude,end_longitude
49,-0.052461006,-0.039515264,2025-06-01 12:39:31,2025-06-01 13:10:20,47.84288,47.84175,-122.483185,-122.48192
50,-0.033662677,-0.06348897,2025-06-01 13:16:36,2025-06-01 13:48:01,47.841595,47.841232,-122.48389,-122.48325
51,-0.09480774,-0.11327537,2025-06-01 13:53:57,2025-06-01 14:24:01,47.841007,47.840282,-122.48564,-122.48755
52,-0.017846268,-0.054513536,2025-06-01 14:29:46,2025-06-01 15:09:35,47.839657,47.840633,-122.48924,-122.48582
53,-0.0044996743,-0.025873875,2025-06-01 15:16:45,2025-06-01 15:51:06,47.84054,47.8415,-122.48739,-122.48348
54,-0.0062975152,-0.00034284024,2025-06-01 15:57:35,2025-06-01 16:32:43,47.84166,47.842785,-122.48489,-122.4809
55,-0.034540392,0.029432714,2025-06-01 16:38:31,2025-06-01 17:19:47,47.842888,47.8441,-122.48205,-122.47736
56,-0.04416174,0.0944183,2025-06-01 17:28:04,2025-06-01 18:19:13,47.84454,47.84738,-122.478516,-122.47185
57,-0.14075564,0.17636772,2025-06-01 18:25:57,2025-06-01 19:23:34,47.847786,47.850983,-122.473274,-122.47048
58,-0.19472265,0.24517637,2025-06-01 19:30:49,2025-06-01 20:27:25,47.851944,47.85483,-122.47256,-122.473915
59,-0.1316167,0.2150968,2025-06-01 20:34:14,2025-06-01 21:31:36,47.855484,47.857468,-122.475914,-122.47697
60,-0.13457157,0.11502774,2025-06-01 21:38:36,2025-06-01 22:42:01,47.858448,47.85737,-122.47853,-122.47857
61,-0.041269705,-0.08797333,2025-06-01 22:49:20,2025-06-01 23:47:01,47.857372,47.851116,-122.48061,-122.475235
62,0.065661244,-0.22669262,2025-06-01 23:54:10,2025-06-02 00:50:57,47.849953,47.845768,-122.47557,-122.46408
63,0.19709387,-0.2695196,2025-06-02 00:57:34,2025-06-02 01:57:41,47.845306,47.84273,-122.46429,-122.44832
64,0.27993074,-0.21590912,2025-06-02 02:05:15,2025-06-02 03:08:09,47.84105,47.839817,-122.44909,-122.431
65,0.21231021,-0.10359258,2025-06-02 03:14:59,2025-06-02 04:00:12,47.83838,47.838116,-122.43206,-122.422035
66,0.23061687,-0.043428726,2025-06-02 04:06:38,2025-06-02 05:01:33,47.837265,47.8403,-122.42223,-122.41137
67,0.14703885,0.084026694,2025-06-02 05:08:14,2025-06-02 06:06:52,47.8398,47.847034,-122.41198,-122.40041
68,0.046703745,0.021961534,2025-06-02 06:14:14,2025-06-02 07:02:44,47.846558,47.844883,-122.40161,-122.39367
69,-0.00018111106,0.002529839,2025-06-02 07:08:48,2025-06-02 08:07:17,47.844376,47.843266,-122.39492,-122.3871
70,-0.04515036,-0.020653773,2025-06-02 08:14:44,2025-06-02 09:10:40,47.842007,47.84235,-122.389114,-122.3825
71,-0.06413528,-0.054199588,2025-06-02 09:18:10,2025-06-02 10:13:45,47.84174,47.841484,-122.38442,-122.3786
72,-0.053817485,-0.06389764,2025-06-02 10:20:22,2025-06-02 11:11:46,47.841553,47.842335,-122.38017,-122.375
73,-0.040887743,-0.061917234,2025-06-02 11:19:00,2025-06-02 12:06:08,47.8424,47.842934,-122.37615,-122.37093
74,-0.021350257,-0.041219257,2025-06-02 12:12:51,2025-06-02 12:59:05,47.843098,47.8447,-122.372,-122.36778
75,-0.07837293,-0.077627875,2025-06-02 13:05:39,2025-06-02 13:52:01,47.845005,47.84375,-122.36758,-122.37708
76,-0.080173925,-0.06051799,2025-06-02 13:58:11,2025-06-02 14:44:31,47.843098,47.843533,-122.377914,-122.38695
77,-0.056131195,-0.040088035,2025-06-02 14:51:03,2025-06-02 15:44:56,47.8427,47.8438,-122.38844,-122.39845
78,-0.024958512,-0.03496536,2025-06-02 15:52:27,2025-06-02 16:39:31,47.843147,47.843685,-122.40045,-122.40835
79,-0.047852658,-0.0028362367,2025-06-02 16:46:22,2025-06-02 17:32:51,47.842823,47.844368,-122.40978,-122.41735
80,-0.0673777,0.031300813,2025-06-02 17:39:15,2025-06-02 18:24:33,47.84414,47.84655,-122.419334,-122.426735
81,-0.10214652,0.055099968,2025-06-02 18:30:52,2025-06-02 19:24:31,47.84647,47.846367,-122.42851,-122.4404
82,-0.1768605,0.11584986,2025-06-02 19:31:20,2025-06-02 20:33:25,47.846996,47.849617,-122.44247,-122.4423
83,-0.2306306,0.14133036,2025-06-02 20:40:41,2025-06-02 21:32:36,47.85001,47.850334,-122.44442,-122.44745
84,-0.2381271,0.10374035,2025-06-02 21:39:33,2025-06-02 22:36:25,47.850544,47.8499,-122.44985,-122.45403
85,-0.11402184,0.007453424,2025-06-02 22:44:10,2025-06-02 23:47:36,47.850243,47.847767,-122.45646,-122.45268
86,-0.003373378,-0.11616933,2025-06-02 23:54:58,2025-06-03 00:52:08,47.847095,47.84273,-122.45348,-122.4449
87,0.103285104,-0.11614756,2025-06-03 00:59:20,2025-06-03 01:57:01,47.841415,47.840935,-122.44534,-122.432236
88,0.13959494,-0.12637469,2025-06-03 02:04:16,2025-06-03 02:53:45,47.83938,47.83935,-122.43143,-122.420135
89,0.14372125,-0.06036973,2025-06-03 03:00:11,2025-06-03 03:49:27,47.83794,47.8403,-122.420494,-122.412
90,0.1546865,-0.010909886,2025-06-03 03:56:39,2025-06-03 04:43:16,47.839592,47.84205,-122.41273,-122.40192
91,0.11379976,0.03238235,2025-06-03 04:49:43,2025-06-03 05:44:14,47.840992,47.84355,-122.40177,-122.38885
92,0.0869966,0.022900209,2025-06-03 05:50:58,2025-06-03 06:45:14,47.84278,47.843784,-122.38804,-122.37507
93,0.031973284,-0.016344626,2025-06-03 06:52:51,2025-06-03 07:33:14,47.843643,47.844116,-122.37549,-122.37043
94,-0.045643564,-0.025784926,2025-06-03 07:39:35,2025-06-03 08:26:49,47.84371,47.844433,-122.370575,-122.377884
95,-0.07747459,-0.01339751,2025-06-03 08:33:14,2025-06-03 09:22:07,47.84424,47.845734,-122.37859,-122.3878
96,-0.12913807,-0.0028563696,2025-06-03 09:28:32,2025-06-03 10:14:10,47.84477,47.84548,-122.3895,-122.40037
97,-0.16719535,0.03226997,2025-06-03 10:20:46,2025-06-03 11:06:45,47.84497,47.8472,-122.40283,-122.413864
98,-0.1775134,0.04440538,2025-06-03 11:13:27,2025-06-03 12:03:50,47.847176,47.847633,-122.41636,-122.43005
99,-0.13423823,0.04491156,2025-06-03 12:10:17,2025-06-03 12:58:15,47.84778,47.846016,-122.43301,-122.439865
100,-0.056292586,-0.008213359,2025-06-03 13:05:01,2025-06-03 13:58:31,47.846054,47.844784,-122.44209,-122.436714
101,0.011395194,-0.049673315,2025-06-03 14:07:01,2025-06-03 15:05:47,47.844856,47.84342,-122.43988,-122.430115
102,0.042077497,-0.090423435,2025-06-03 15:13:34,2025-06-03 16:10:09,47.84323,47.8411,-122.432144,-122.42132
103,0.046050705,-0.060087312,2025-06-03 16:17:02,2025-06-03 17:11:08,47.840748,47.841316,-122.42261,-122.4135
104,0.057774823,-0.02473414,2025-06-03 17:18:36,2025-06-03 18:15:33,47.840965,47.84223,-122.41462,-122.40435
105,0.036750678,-0.03776965,2025-06-03 18:22:58,2025-06-03 19:19:31,47.842335,47.842484,-122.40555,-122.394485
106,0.016141618,-0.02747447,2025-06-03 19:26:49,2025-06-03 20:22:49,47.842407,47.842716,-122.39469,-122.3854
107,-0.0043759095,-0.040386677,2025-06-03 20:29:35,2025-06-03 21:18:06,47.843082,47.843033,-122.38557,-122.37835
108,-0.035147086,-0.052879926,2025-06-03 21:26:12,2025-06-03 22:20:29,47.84257,47.843018,-122.37846,-122.372765
109,-0.022977049,-0.056657817,2025-06-03 22:27:43,2025-06-03 23:16:19,47.842384,47.843815,-122.37289,-122.367714
110,-0.07742997,-0.054480523,2025-06-03 23:22:40,2025-06-04 00:04:02,47.843716,47.844368,-122.36831,-122.37505
111,-0.08078513,-0.046794806,2025-06-04 00:10:12,2025-06-04 00:55:29,47.84405,47.845116,-122.375946,-122.383766
112,-0.055963263,-0.051444564,2025-06-04 01:02:13,2025-06-04 01:49:55,47.844784,47.8457,-122.38498,-122.39107
113,-0.0162699,-0.07014004,2025-06-04 01:56:56,2025-06-04 02:49:45,47.84561,47.844017,-122.39261,-122.4007
114,0.027173135,-0.03018824,2025-06-04 02:57:17,2025-06-04 03:42:56,47.843456,47.845383,-122.40164,-122.40465
115,0.08181553,-0.043157663,2025-06-04 03:49:33,2025-06-04 04:45:25,47.844864,47.844517,-122.40529,-122.40923
116,0.12411341,-0.028505063,2025-06-04 04:52:44,2025-06-04 05:43:31,47.843636,47.84535,-122.4098,-122.40963
117,0.085068576,-0.001338069,2025-06-04 05:53:35,2025-06-04 06:47:01,47.84284,47.84432,-122.410484,-122.41317
118,0.042759914,-0.0011673032,2025-06-04 06:54:15,2025-06-04 07:49:20,47.843204,47.844532,-122.41481,-122.41973
119,0.0016726259,0.039405003,2025-06-04 07:56:07,2025-06-04 08:42:43,47.844,47.845634,-122.42152,-122.427536
120,-0.08816041,0.06997541,2025-06-04 08:49:26,2025-06-04 09:41:25,47.8454,47.847935,-122.42953,-122.43888
121,-0.19016024,0.06638965,2025-06-04 09:50:01,2025-06-04 10:45:13,47.848217,47.848915,-122.44248,-122.443184
122,-0.20644692,0.14609727,2025-06-04 10:52:11,2025-06-04 11:51:18,47.849056,47.852215,-122.447464,-122.44967
123,-0.26941574,0.21145183,2025-06-04 11:58:24,2025-06-04 12:57:53,47.85259,47.85455,-122.4543,-122.4605
124,-0.15345097,0.1643018,2025-06-04 13:05:44,2025-06-04 14:08:23,47.8556,47.8568,-122.46489,-122.46941
125,-0.071671076,0.051025376,2025-06-04 14:15:26,2025-06-04 15:17:07,47.85766,47.854935,-122.47231,-122.47062
126,0.029691843,-0.093810804,2025-06-04 15:25:01,2025-06-04 16:25:09,47.855274,47.85063,-122.4736,-122.46443
127,0.11578505,-0.1422475,2025-06-04 16:32:11,2025-06-04 17:31:31,47.8506,47.8476,-122.46628,-122.45212
128,0.17031358,-0.07938857,2025-06-04 17:39:13,2025-06-04 18:40:05,47.847557,47.8473,-122.45246,-122.4365
129,0.12639269,-0.020246299,2025-06-04 18:47:39,2025-06-04 19:44:15,47.846867,47.84783,-122.43789,-122.42475
130,0.06136836,-0.015924437,2025-06-04 19:51:35,2025-06-04 20:42:01,47.847347,47.846783,-122.426056,-122.41663
131,0.025589889,0.012558115,2025-06-04 20:49:15,2025-06-04 21:39:15,47.846313,47.8467,-122.41794,-122.41026
132,0.024468848,-0.027705254,2025-06-04 21:46:07,2025-06-04 22:31:41,47.847023,47.845833,-122.41089,-122.403534
133,-0.011833214,-0.05028633,2025-06-04 22:37:52,2025-06-04 23:26:49,47.845573,47.8442,-122.40394,-122.397736
134,0.010307435,-0.057825763,2025-06-04 23:33:03,2025-06-05 00:16:57,47.843735,47.842484,-122.39828,-122.39275
135,-0.019347377,-0.04006687,2025-06-05 00:23:17,2025-06-05 01:16:05,47.84197,47.842335,-122.39324,-122.386665
136,0.0036025983,-0.022841759,2025-06-05 01:23:51,2025-06-05 02:14:16,47.841904,47.842834,-122.388084,-122.38102
137,0.0509563,-0.030177908,2025-06-05 02:21:24,2025-06-05 03:12:12,47.843296,47.844116,-122.38171,-122.37257
138,0.036728557,-0.018956335,2025-06-05 03:19:03,2025-06-05 03:55:14,47.844288,47.84455,-122.37241,-122.367035
139,0.031125074,0.053269964,2025-06-05 04:01:33,2025-06-05 04:37:42,47.84471,47.84865,-122.3668,-122.365
140,0.020879721,-0.030286938,2025-06-05 04:44:00,2025-06-05 05:19:01,47.848763,47.8455,-122.36462,-122.36615
141,0.019140836,-0.049070228,2025-06-05 05:25:03,2025-06-05 06:00:48,47.84532,47.8437,-122.36574,-122.36955
142,0.049365807,-0.0016351057,2025-06-05 06:06:42,2025-06-05 06:39:41,47.84352,47.845566,-122.36868,-122.36722
143,-0.0035462424,-0.040259264,2025-06-05 06:45:39,2025-06-05 07:26:12,47.84494,47.845085,-122.366325,-122.37162
144,0.030147392,-0.012371233,2025-06-05 07:32:44,2025-06-05 08:09:37,47.844067,47.84575,-122.37184,-122.366714
145,-0.060865574,-0.029399076,2025-06-05 08:16:22,2025-06-05 08:59:34,47.844627,47.84555,-122.36719,-122.3735
146,-0.07869886,-0.021308541,2025-06-05 09:05:57,2025-06-05 09:51:52,47.844532,47.845684,-122.37417,-122.3821
147,-0.10959877,-0.0036963415,2025-06-05 10:01:02,2025-06-05 10:50:11,47.84572,47.847218,-122.38387,-122.39201
148,-0.15174466,-0.011198203,2025-06-05 10:57:02,2025-06-05 11:46:05,47.84773,47.847233,-122.39362,-122.4055
149,-0.19436036,0.009702808,2025-06-05 11:52:47,2025-06-05 12:36:49,47.847256,47.848534,-122.407196,-122.417
150,-0.23766159,-0.017616699,2025-06-05 12:43:30,2025-06-05 13:27:03,47.84831,47.849,-122.419464,-122.43153
151,-0.19198354,0.026647331,2025-06-05 13:36:11,2025-06-05 14:18:41,47.84729,47.84555,-122.43475,-122.44487
152,-0.14225926,-0.025455473,2025-06-05 14:24:50,2025-06-05 15:16:51,47.84586,47.84305,-122.44738,-122.444016
153,-0.0078013293,-0.06498678,2025-06-05 15:24:05,2025-06-05 16:20:13,47.843246,47.843117,-122.44637,-122.438484
154,0.055583425,-0.10105489,2025-06-05 16:27:40,2025-06-05 17:24:02,47.842667,47.841217,-122.43996,-122.42917
155,0.07046558,-0.09503228,2025-06-05 17:32:56,2025-06-05 18:26:55,47.840878,47.840515,-122.43098,-122.420815
156,0.08579921,-0.06923416,2025-06-05 18:34:01,2025-06-05 19:21:32,47.840218,47.84057,-122.421906,-122.41245
157,0.09589076,-0.036872633,2025-06-05 19:28:07,2025-06-05 20:11:09,47.8403,47.840885,-122.41304,-122.40338
158,0.08085039,0.01325285,2025-06-05 20:17:11,2025-06-05 21:04:36,47.840836,47.8415,-122.40363,-122.39422
159,0.07776623,0.012348029,2025-06-05 21:11:25,2025-06-05 21:59:16,47.841717,47.841885,-122.39463,-122.384964
160,0.045813926,-0.012901028,2025-06-05 22:06:18,2025-06-05 23:01:34,47.841805,47.842182,-122.384796,-122.376335
161,0.0557996,-0.023843374,2025-06-05 23:09:17,2025-06-05 23:45:05,47.842335,47.84178,-122.37588,-122.37095
162,0.017535774,-0.002586353,2025-06-05 23:51:07,2025-06-06 00:25:31,47.84189,47.8441,-122.37018,-122.3688
163,0.021192068,-0.03087771,2025-06-06 00:31:42,2025-06-06 01:06:54,47.84398,47.84545,-122.368004,-122.365585
164,-0.06200349,-0.07508782,2025-06-06 01:12:45,2025-06-06 01:48:31,47.844986,47.844418,-122.36519,-122.37058
165,-0.0016007845,-0.045019556,2025-06-06 01:54:34,2025-06-06 02:33:44,47.843586,47.84485,-122.37092,-122.366684
166,-0.013653331,-0.0036767633,2025-06-06 02:40:16,2025-06-06 03:16:49,47.844204,47.847,-122.3672,-122.36618
167,-0.038512494,-0.04893964,2025-06-06 03:25:25,2025-06-06 03:57:16,47.84659,47.84355,-122.366684,-122.36697
168,-0.0032827477,0.017129438,2025-06-06 04:04:02,2025-06-06 04:37:07,47.843296,47.8461,-122.36742,-122.3661
169,-0.05273691,-0.048654396,2025-06-06 04:43:10,2025-06-06 05:17:00,47.845753,47.84335,-122.366585,-122.3684
170,0.035765097,0.027155327,2025-06-06 05:22:33,2025-06-06 05:56:16,47.84273,47.845585,-122.368996,-122.36575
171,0.015740655,0.02168752,2025-06-06 06:02:16,2025-06-06 06:31:49,47.845036,47.84645,-122.366325,-122.36697
172,-0.004335359,-0.041911095,2025-06-06 06:38:01,2025-06-06 07:08:23,47.845783,47.84335,-122.367775,-122.36508
173,0.024046829,0.022535522,2025-06-06 07:16:31,2025-06-06 07:42:51,47.84279,47.844833,-122.366295,-122.36532
174,-0.01612538,-0.0061632884,2025-06-06 07:49:16,2025-06-06 08:31:08,47.84449,47.843533,-122.366455,-122.37165
175,0.009979754,0.006303353,2025-06-06 08:37:44,2025-06-06 09:24:21,47.842854,47.8446,-122.37269,-122.37722
176,-0.02820022,-0.043334786,2025-06-06 09:31:10,2025-06-06 10:29:56,47.84398,47.84325,-122.37762,-122.38734
177,-0.08791819,-0.026888074,2025-06-06 10:37:43,2025-06-06 11:25:34,47.84296,47.84445,-122.38916,-122.397064
178,-0.16002169,-0.020054689,2025-06-06 11:31:57,2025-06-06 12:14:35,47.844036,47.845566,-122.3987,-122.408516
179,-0.22349992,0.021079779,2025-06-06 12:20:56,2025-06-06 13:04:32,47.84502,47.84735,-122.41045,-122.42163
180,-0.2281929,0.04293412,2025-06-06 13:10:46,2025-06-06 14:04:03,47.84733,47.8478,-122.42419,-122.43958
181,-0.19267935,0.070426136,2025-06-06 14:10:43,2025-06-06 15:05:16,47.84724,47.848232,-122.442726,-122.443
182,-0.15306105,0.0077869063,2025-06-06 15:13:01,2025-06-06 16:06:25,47.84821,47.846016,-122.44613,-122.44503
183,-0.008015433,-0.0846374,2025-06-06 16:15:51,2025-06-06 17:17:28,47.8463,47.842365,-122.447395,-122.43865
184,0.085058354,-0.11419213,2025-06-06 17:24:47,2025-06-06 18:16:53,47.842278,47.841534,-122.43967,-122.42889
185,0.1139206,-0.1069403,2025-06-06 18:24:07,2025-06-06 19:15:55,47.84117,47.84065,-122.42995,-122.41825
186,0.113475375,-0.09586318,2025-06-06 19:23:00,2025-06-06 20:10:50,47.84011,47.84015,-122.41984,-122.408615
187,0.11794166,-0.021094834,2025-06-06 20:19:09,2025-06-06 21:10:05,47.839268,47.84178,-122.40928,-122.397934
188,0.116100036,0.011515141,2025-06-06 21:17:23,2025-06-06 22:15:01,47.840755,47.84355,-122.39792,-122.384186
189,0.086220205,0.008006276,2025-06-06 22:22:37,2025-06-06 23:12:49,47.842464,47.84408,-122.38361,-122.372116
190,0.027637653,0.021431146,2025-06-06 23:22:01,2025-06-06 23:55:23,47.84292,47.844833,-122.37157,-122.36802
191,0.025116833,-0.002655875,2025-06-07 00:01:41,2025-06-07 00:32:44,47.84411,47.845516,-122.367935,-122.365
192,-0.054254036,-0.03672118,2025-06-07 00:38:36,2025-06-07 01:09:18,47.84479,47.8442,-122.364944,-122.36788
193,-0.009063254,-0.018417167,2025-06-07 01:15:49,2025-06-07 01:51:52,47.843613,47.845284,-122.36901,-122.366
194,-0.011659681,-0.039494783,2025-06-07 01:58:31,2025-06-07 02:29:06,47.8449,47.844566,-122.36703,-122.364136
195,-0.07506481,-0.00653055,2025-06-07 02:35:14,2025-06-07 03:09:27,47.844303,47.846516,-122.3647,-122.36902
196,0.0024748577,-0.012918629,2025-06-07 03:17:49,2025-06-07 03:53:43,47.84607,47.845215,-122.36997,-122.365585
197,-0.029996112,0.0058230027,2025-06-07 03:59:49,2025-06-07 04:33:25,47.845028,47.846233,-122.366066,-122.3687
198,0.000670341,-0.023012202,2025-06-07 04:38:57,2025-06-07 05:14:35,47.845947,47.8445,-122.36924,-122.365685
199,0.008387754,0.037531782,2025-06-07 05:21:00,2025-06-07 05:52:50,47.843987,47.84685,-122.36641,-122.36597
200,0.03851376,-0.027719248,2025-06-07 05:58:40,2025-06-07 06:36:02,47.846615,47.844166,-122.36623,-122.36522
201,-0.0067084306,0.023192737,2025-06-07 06:42:28,2025-06-07 07:11:31,47.843197,47.845768,-122.36582,-122.36675
202,0.056294117,-0.03409215,2025-06-07 07:17:02,2025-06-07 07:49:38,47.845005,47.84425,-122.3672,-122.3617
203,-0.014058768,0.016929269,2025-06-07 07:55:43,2025-06-07 08:29:45,47.843334,47.8449,-122.362206,-122.3662
204,-0.0050918297,0.0039660493,2025-06-07 08:36:01,2025-06-07 09:18:29,47.84445,47.845783,-122.36694,-122.37147
205,-0.010594259,-0.042882927,2025-06-07 09:26:46,2025-06-07 10:10:47,47.84424,47.844185,-122.372345,-122.37822
206,-0.048291475,-0.05010607,2025-06-07 10:17:09,2025-06-07 11:06:48,47.84329,47.843582,-122.37907,-122.3872
207,-0.10507137,-0.052748982,2025-06-07 11:13:12,2025-06-07 12:01:52,47.84266,47.84342,-122.388885,-122.399
208,-0.17678347,-0.018530987,2025-06-07 12:08:16,2025-06-07 12:53:43,47.842865,47.844734,-122.40147,-122.411766
209,-0.27688742,0.05631798,2025-06-07 13:00:25,2025-06-07 13:44:20,47.84408,47.84755,-122.41462,-122.428
210,-0.30143753,0.06142443,2025-06-07 13:51:02,2025-06-07 14:33:21,47.847614,47.84555,-122.431465,-122.443436
211,-0.17200442,0.070538945,2025-06-07 14:39:57,2025-06-07 15:38:34,47.844376,47.845165,-122.44662,-122.445885
212,-0.12723973,0.0034467278,2025-06-07 15:45:37,2025-06-07 16:44:22,47.845394,47.8436,-122.44892,-122.44632
213,-0.04000079,-0.102067865,2025-06-07 16:51:32,2025-06-07 17:47:14,47.843952,47.84005,-122.44824,-122.441635
214,0.06756102,-0.13501003,2025-06-07 17:54:29,2025-06-07 18:48:16,47.840218,47.8381,-122.44287,-122.43203
215,0.12396494,-0.15569207,2025-06-07 18:55:30,2025-06-07 19:47:34,47.83703,47.83705,-122.43244,-122.421486
216,0.123072855,-0.094048336,2025-06-07 19:54:43,2025-06-07 20:48:52,47.83626,47.83785,-122.422104,-122.41213
217,0.12035535,-0.039885882,2025-06-07 20:56:32,2025-06-07 21:48:51,47.835655,47.838467,-122.411575,-122.401215
218,0.12161405,0.0059525943,2025-06-07 21:55:47,2025-06-07 22:50:19,47.837,47.84035,-122.40163,-122.389366
