version: 66.14
glider: 195
mission: 21
dive: 205
start: 5 25 105 4 17 8
columns: rec,elaps_tms,depth,heading,pitch,roll,AD_pitch,AD_roll,AD_vbd,GC_phase,mag.x,mag.y,mag.z,sbect.TempFreq,sbect.CondFreq,wlbb2fl.sig470nm,wlbb2fl.sig700nm,wlbb2fl.sig695nm,wlbb2fl.temp,aa4330.O2,aa4330.AirSat,aa4330.Temp,aa4330.CalPhase,aa4330.TCPhase,
data:
0 17326 50 791 -593 85 161 2215 983 6 75 -345 -4 174353 136600 44 95 97 531 254075 98228 24848 29321 30727
1 9985 7 -236 122 16 0 0 0 0 82 37 -61 -116 -3 N N N N 116 51 4 -6 -6
1 10017 -4 42 -55 -122 0 0 0 0 2 7 -33 94 3 44 95 98 531 -859 -181 83 5 5
1 9983 4 25 -91 -13 0 0 0 0 -32 -7 -33 200 1 N N N N 186 -19 -50 11 11
1 10015 -6 18 -82 129 0 0 0 0 -14 -20 50 -44 0 44 95 97 531 -295 -72 23 4 4
1 9985 2 91 115 -82 0 0 0 0 -12 -9 22 -61 2 N N N N 761 145 -82 -1 -1
1 8684 5 34 -83 -82 -1 2 31 -4 -9 4 -39 -70 -2 44 94 96 531 -275 -95 6 9 9
1 10040 4 -140 8 18 -1 -2 257 0 32 29 -46 18 2 N N N N -65 -20 3 2 2
1 9985 15 -98 -32 167 -2 1 258 0 2 -7 21 52 0 46 101 97 531 -1406 -120 234 -30 -30
1 9995 27 92 51 -29 3 0 253 0 -16 -17 33 -179 -1 N N N N -3131 831 1144 -301 -301
1 10063 25 332 -86 -399 -1 0 274 0 -44 1 -49 -41 1 44 96 100 531 436 384 118 -64 -64
1 9958 42 -343 36 438 1 0 270 0 41 -3 54 82 -2 N N N N 537 319 59 -45 -45
1 10030 52 17 -48 -92 -1 0 265 0 -10 8 -44 -164 -11 48 100 94 531 102 98 31 -16 -16
1 16558 235 -104 51 17 985 0 180 -1 30 22 -26 -36 -22 N N N N 34 95 46 -19 -19
1 6273 144 81 263 -46 1514 1 15 1 26 -10 85 -3 -2 47 93 93 531 -216 -63 12 5 5
1 8802 135 -48 206 10 2 -1 366 0 23 12 51 -4 -3 N N N N 23 41 18 -8 -8
1 10464 166 -14 8 -15 0 0 254 4 7 5 -1 2 -2 44 89 96 531 29 24 7 -4 -4
1 10797 193 -9 1 -18 0 0 0 0 4 2 -8 17 7 N N N N 79 43 7 -6 -6
1 10017 160 -12 -3 4 0 0 0 0 5 3 -3 15 4 45 96 97 531 -55 -22 -1 3 3
1 9983 171 78 14 21 0 0 0 0 -35 -22 22 18 3 N N N N -7 -5 -1 1 1
1 10017 155 27 -3 3 0 0 0 0 -13 -7 1 72 19 43 92 96 531 115 44 -1 -5 -5
1 9984 162 52 -3 -8 0 0 0 0 -22 -11 11 76 27 N N N N -23 -44 -19 8 8
1 10015 162 21 3 8 0 0 0 0 -12 -3 4 -19 -7 45 92 101 531 131 32 -12 -1 -1
1 9986 154 27 -11 -3 0 0 0 0 -12 -5 1 193 64 N N N N -29 -48 -20 9 9
1 10015 159 32 11 -1 0 0 0 0 -17 -4 8 28 9 42 93 105 531 154 0 -34 6 6
1 9985 156 25 -2 4 0 0 0 0 -12 -3 6 11 5 N N N N 3 -16 -9 3 3
1 10014 158 24 -2 -3 0 0 0 0 -11 -2 5 17 7 43 94 105 531 57 12 -6 0 0
1 9984 174 21 -2 3 0 0 0 0 -11 -1 4 21 4 N N N N 42 5 -7 1 1
1 10017 162 32 0 -1 0 0 0 0 -16 -2 6 20 5 46 91 109 530 -60 -37 -7 5 5
1 9985 177 39 1 -1 0 0 0 0 -20 0 7 33 10 N N N N -98 -50 -6 6 6
1 10015 164 21 0 3 0 0 0 0 -11 0 4 19 6 45 100 109 530 56 8 -8 1 1
1 9984 174 24 0 -1 0 0 0 0 -12 1 5 27 7 N N N N -49 -32 -7 5 5
1 10017 160 22 -1 0 0 0 0 0 -11 1 4 21 5 46 95 106 530 -87 -47 -7 6 6
1 9984 174 25 -1 -2 0 0 0 0 -11 3 5 26 7 N N N N -41 -30 -8 5 5
1 10015 172 17 1 5 0 0 0 0 -11 1 2 27 6 46 97 110 530 -59 -35 -6 5 5
1 9984 176 99 -1 -6 0 0 0 0 -47 14 15 286 47 N N N N -121 -73 -14 10 10
1 10016 172 124 10 -3 0 0 0 0 -58 29 17 313 -52 43 97 121 530 -275 -223 -63 36 36
1 9983 145 55 -5 4 0 0 0 0 -21 17 12 -185 -124 N N N N -1054 -525 -60 68 68
1 10018 140 7 -1 1 0 0 0 0 -3 3 0 -77 -52 45 92 118 530 -1615 -604 21 63 63
1 9984 154 -11 1 0 0 0 0 0 5 -4 0 -52 -35 N N N N -1254 -483 8 53 53
1 10015 149 -14 2 4 0 0 0 0 4 -4 -2 -48 -29 44 96 119 530 -840 -316 9 34 34
1 9984 154 -9 2 2 0 0 0 0 3 -2 -1 0 -3 N N N N -534 -192 12 19 19
1 10015 153 0 -3 -4 0 0 0 0 2 0 0 -46 -40 44 93 119 530 -525 -202 4 22 22
1 19984 314 -23 0 1 0 0 0 0 9 -7 -3 -69 -26 N N N N -770 -255 28 24 24
1 20016 307 -1 0 -2 0 0 0 0 0 -1 -2 -62 -44 42 93 116 530 -409 -129 20 11 11
1 22572 340 -164 30 132 34 1402 4 -2 70 -5 33 442 153 N N N N -656 -321 -35 43 43
1 20016 282 -281 9 -2 0 0 0 0 143 -19 -40 400 163 39 83 106 530 -771 -551 -141 88 88
1 21161 265 -305 -4 -5 0 0 0 0 143 56 -59 22 9 N N N N -741 -395 -59 57 57
1 22314 274 -268 12 -121 42 -1434 0 2 82 102 -67 1 -3 40 81 101 530 -396 -165 -5 19 19
1 20804 219 -96 9 -5 0 0 0 0 15 48 -2 165 79 N N N N -46 -57 -22 11 11
1 20015 197 -20 0 -1 0 0 0 0 2 10 0 412 187 44 88 101 530 182 -66 -80 22 22
1 19986 210 -23 1 -1 0 0 0 0 2 12 0 74 42 N N N N 366 8 -79 14 14
1 20015 216 -55 -3 0 0 0 0 0 4 29 -2 181 83 41 84 91 530 -2 -73 -42 16 16
1 19983 195 3556 2 1 0 0 0 0 0 23 -1 58 26 N N N N 206 35 -26 1 1
1 20017 216 -19 1 1 0 0 0 0 0 10 1 -52 -29 41 79 84 530 16 -19 -15 5 5
1 19983 218 15 1 -3 0 0 0 0 0 -8 1 -476 -248 N N N N -502 -54 83 -9 -9
1 20017 212 -24 0 -3 0 0 0 0 -1 13 0 107 35 39 76 80 530 -514 -124 46 6 6
1 19984 212 -82 -1 6 0 0 0 0 -7 42 1 422 167 N N N N -124 -179 -75 35 35
1 20016 209 1 2 0 0 0 0 0 0 0 0 70 22 39 75 67 530 -204 -193 -66 34 34
1 19983 210 -36 2 -6 0 0 0 0 -5 18 1 691 114 N N N N -517 -279 -44 41 41
1 20017 193 -70 -3 3 0 0 0 0 -12 35 2 131 48 40 74 63 530 -531 -474 -155 84 84
1 19983 210 -38 0 1 0 0 0 0 -10 17 4 22 14 N N N N -184 -147 -44 26 26
1 20017 202 -36 3 0 0 0 0 0 -9 17 2 36 16 40 76 61 530 -100 -72 -19 12 12
1 19985 223 9 0 0 0 0 0 0 2 -4 -1 156 39 N N N N 130 29 -13 -1 -1
1 23720 274 302 11 -123 0 -1343 0 -2 42 -153 -2 738 152 39 71 56 530 -1143 -729 -165 118 118
1 21456 242 -3263 1 4 0 0 0 0 -54 -166 -19 124 26 N N N N -3295 -1439 -91 191 191
1 20604 220 287 -18 121 -5 1376 1 2 -113 -97 58 75 12 38 73 54 530 -2034 -862 -42 114 114
1 19981 227 185 5 -4 0 0 0 0 -94 -29 24 66 10 N N N N -1059 -438 -16 57 57
1 20019 205 142 -2 1 0 0 0 0 -75 -1 18 87 24 39 72 54 530 -838 -364 -23 50 50
