sg_data_point,time,depth,latitude,longitude,temperature,salinity,dissolved_oxygen_sat,ctd_time,ctd_depth
0,2004-10-15 15:31:21.141000064,-4.551552,47.484512,-122.49938,10.833635,,,2004-10-15 15:31:21.141000064,-5.1449404
1,2004-10-15 15:31:25.536000000,-4.5315886,47.484516,-122.499374,10.8317585,,,2004-10-15 15:31:25.536000000,-5.1256766
2,2004-10-15 15:31:30.549000064,-4.5615335,47.484524,-122.49937,10.831402,,,2004-10-15 15:31:30.549000064,-5.1550884
3,2004-10-15 15:31:36.380000128,-4.491662,47.48453,-122.49936,10.89608,,,2004-10-15 15:31:36.380000128,-5.0858297
4,2004-10-15 15:31:40.782000128,-4.491662,47.48454,-122.49935,10.937798,,,2004-10-15 15:31:40.782000128,-5.085688
5,2004-10-15 15:31:46.372000000,-4.521607,47.484547,-122.49934,10.914177,,,2004-10-15 15:31:46.372000000,-5.115723
6,2004-10-15 15:31:51.549000064,-4.5016437,47.484554,-122.49933,10.892015,,,2004-10-15 15:31:51.549000064,-5.0957866
7,2004-10-15 15:31:57.378999936,-4.621423,47.484562,-122.49932,10.803625,,,2004-10-15 15:31:57.378999936,-5.215449
8,2004-10-15 15:32:01.802000000,-4.5814967,47.484566,-122.49931,10.814945,,,2004-10-15 15:32:01.802000000,-5.175248
9,2004-10-15 15:32:07.335000064,-4.591478,47.484573,-122.4993,10.822019,,,2004-10-15 15:32:07.335000064,-5.185397
10,2004-10-15 15:32:11.875999872,-4.521607,47.48458,-122.49929,10.827825,,,2004-10-15 15:32:11.875999872,-5.115264
11,2004-10-15 15:32:17.664000000,-4.5315886,47.48459,-122.49928,10.833081,,,2004-10-15 15:32:17.664000000,-5.1252456
12,2004-10-15 15:32:25.050000000,-4.6314044,47.484596,-122.49927,10.793805,,,2004-10-15 15:32:25.050000000,-5.2249594
13,2004-10-15 15:32:31.115000064,-4.6513677,47.484608,-122.49926,10.762933,,,2004-10-15 15:32:31.115000064,-5.245676
14,2004-10-15 15:32:37.802999936,-4.611441,47.484615,-122.499245,10.728888,,,2004-10-15 15:32:37.802999936,-5.205723
15,2004-10-15 15:32:43.861000064,-4.6014595,47.484627,-122.49923,10.701407,,,2004-10-15 15:32:43.861000064,-5.1957808
16,2004-10-15 15:32:49.902000000,-4.611441,47.484634,-122.49922,10.741722,,,2004-10-15 15:32:49.902000000,-5.205113
17,2004-10-15 15:32:55.940999936,-4.5116253,47.484642,-122.499214,10.778657,,,2004-10-15 15:32:55.940999936,-5.1052475
18,2004-10-15 15:33:03.654999936,-4.5116253,47.484653,-122.4992,10.822292,,,2004-10-15 15:33:03.654999936,-5.1045127
19,2004-10-15 15:33:09.713000064,-4.5116253,47.48466,-122.49918,10.773481,,,2004-10-15 15:33:09.713000064,-5.1047206
20,2004-10-15 15:33:15.772000128,-4.4617176,47.48467,-122.499176,10.7291765,,,2004-10-15 15:33:15.772000128,-5.054302
21,2004-10-15 15:33:21.805000064,-4.491662,47.48468,-122.49916,10.6861725,,,2004-10-15 15:33:21.805000064,-5.0838275
22,2004-10-15 15:33:27.868999936,-4.3419385,47.484688,-122.49915,10.666178,,,2004-10-15 15:33:27.868999936,-4.933236
23,2004-10-15 15:33:33.902000000,-4.2521043,47.484695,-122.49914,10.662434,,,2004-10-15 15:33:33.902000000,-4.842388
24,2004-10-15 15:33:39.941999872,-4.1722517,47.484703,-122.49913,10.66264,,,2004-10-15 15:33:39.941999872,-4.760071
25,2004-10-15 15:33:45.999000064,-4.2021966,47.48471,-122.499115,10.653731,,,2004-10-15 15:33:45.999000064,-4.792235
26,2004-10-15 15:33:52.010999936,-4.082418,47.484722,-122.49911,10.645454,,,2004-10-15 15:33:52.010999936,-4.671404
27,2004-10-15 15:33:58.051000064,-3.8129158,47.48473,-122.49909,10.640525,,,2004-10-15 15:33:58.051000064,-4.401037
28,2004-10-15 15:34:04.065000064,-3.483525,47.484737,-122.499084,10.65039,,,2004-10-15 15:34:04.065000064,-4.0686665
29,2004-10-15 15:34:10.104000128,-3.004412,47.484745,-122.49907,10.650866,,,2004-10-15 15:34:10.104000128,-3.5906112
30,2004-10-15 15:34:16.161000064,-2.7748375,47.484756,-122.49906,10.641572,,,2004-10-15 15:34:16.161000064,-3.3586638
31,2004-10-15 15:34:27.698999936,-1.5670798,47.484768,-122.49905,10.605671,,,2004-10-15 15:34:27.698999936,-2.1518543
32,2004-10-15 15:34:34.035000064,-0.8384361,47.48478,-122.49903,10.584788,,,2004-10-15 15:34:34.035000064,-1.4323668
33,2004-10-15 15:34:40.362000000,0.13973902,47.484787,-122.499016,10.571962,,,2004-10-15 15:34:40.362000000,-0.41797605
34,2004-10-15 15:34:50.328000128,1.2875916,47.4848,-122.499,10.5718,,,2004-10-15 15:34:50.328000128,0.8977979
35,2004-10-15 15:34:56.141000064,1.8565248,47.48481,-122.498985,10.573744,,,2004-10-15 15:34:56.141000064,1.4738262
36,2004-10-15 15:35:00.536000000,2.2657566,47.484818,-122.49898,10.562496,,,2004-10-15 15:35:00.536000000,1.8628248
37,2004-10-15 15:35:06.142999936,2.8845932,47.48483,-122.49896,10.56607,29.364147,288.79034,2004-10-15 15:35:06.142999936,2.4740982
38,2004-10-15 15:35:10.878999936,3.35371,47.484844,-122.49895,10.5726795,29.373068,288.7324,2004-10-15 15:35:10.878999936,2.943215
39,2004-10-15 15:35:16.709000064,4.122261,47.484856,-122.49893,10.57519,29.379004,288.7057,2004-10-15 15:35:16.709000064,3.7155318
40,2004-10-15 15:35:24.408000000,4.8908086,47.48487,-122.49891,10.566177,29.38941,288.74316,2004-10-15 15:35:24.408000000,4.4810643
41,2004-10-15 15:35:33.480999936,5.8489943,47.484894,-122.498886,10.548525,29.40344,288.82825,2004-10-15 15:35:33.480999936,5.44989
42,2004-10-15 15:35:38.648000000,6.4079337,47.48491,-122.49886,10.529484,29.413645,288.9292,2004-10-15 15:35:38.648000000,6.0380807
43,2004-10-15 15:35:44.260000000,6.9868336,47.484924,-122.49885,10.523989,29.421215,288.9498,2004-10-15 15:35:44.260000000,6.617793
44,2004-10-15 15:35:48.665999872,7.4359794,47.484936,-122.498825,10.522626,29.425331,288.95078,2004-10-15 15:35:48.665999872,7.042285
45,2004-10-15 15:35:53.648000000,7.9849334,47.484943,-122.49881,10.535682,29.425615,288.86816,2004-10-15 15:35:53.648000000,7.597494
46,2004-10-15 15:35:58.700000000,8.523905,47.484955,-122.498795,10.547716,29.42398,288.7955,2004-10-15 15:35:58.700000000,8.145189
47,2004-10-15 15:36:04.295000064,9.082837,47.48497,-122.49878,10.547235,29.424671,288.79727,2004-10-15 15:36:04.295000064,8.7009325
48,2004-10-15 15:36:08.707000064,9.591864,47.48498,-122.498764,10.541764,29.426176,288.82886,2004-10-15 15:36:08.707000064,9.21555
49,2004-10-15 15:36:14.311000064,10.160773,47.484993,-122.49875,10.544465,29.428543,288.80756,2004-10-15 15:36:14.311000064,9.777282
50,2004-10-15 15:36:18.984999936,10.599931,47.485004,-122.498726,10.53293,29.432816,288.8722,2004-10-15 15:36:18.984999936,10.210921
51,2004-10-15 15:36:24.125999872,11.318551,47.485016,-122.49871,10.495815,29.44984,289.07434,2004-10-15 15:36:24.125999872,10.945458
52,2004-10-15 15:36:29.178999936,11.767687,47.485027,-122.498695,10.487567,29.453808,289.119,2004-10-15 15:36:29.178999936,11.3778925
53,2004-10-15 15:36:37.042000000,12.626033,47.485043,-122.49868,10.558332,29.440508,288.69836,2004-10-15 15:36:37.042000000,12.238593
54,2004-10-15 15:36:46.051000064,13.584182,47.48506,-122.49865,10.542775,29.43859,288.79965,2004-10-15 15:36:46.051000064,13.229124
55,2004-10-15 15:36:51.203000064,14.1830225,47.485077,-122.49863,10.533996,29.44544,288.84222,2004-10-15 15:36:51.203000064,13.829631
56,2004-10-15 15:36:56.226000128,14.702017,47.48509,-122.49861,10.522939,29.453522,288.89688,2004-10-15 15:36:56.226000128,14.344468
57,2004-10-15 15:37:01.194000000,15.101242,47.4851,-122.49859,10.518363,29.457045,288.91916,2004-10-15 15:37:01.194000000,14.746184
58,2004-10-15 15:37:06.246000000,15.540389,47.48511,-122.49857,10.521526,29.456354,288.90054,2004-10-15 15:37:06.246000000,15.17461
59,2004-10-15 15:37:11.214999936,16.07934,47.485123,-122.49856,10.523086,29.455812,288.89172,2004-10-15 15:37:11.214999936,15.723452
60,2004-10-15 15:37:16.246000000,16.58835,47.48513,-122.49854,10.516525,29.45842,288.9282,2004-10-15 15:37:16.246000000,16.224207
61,2004-10-15 15:37:21.216000128,17.037474,47.48514,-122.49853,10.522138,29.458927,288.89194,2004-10-15 15:37:21.216000128,16.687428
62,2004-10-15 15:37:26.300000000,17.466637,47.485153,-122.49851,10.514775,29.460768,288.93488,2004-10-15 15:37:26.300000000,17.10496
63,2004-10-15 15:37:31.216000128,17.9457,47.485165,-122.49849,10.51047,29.465124,288.95392,2004-10-15 15:37:31.216000128,17.586496
64,2004-10-15 15:37:36.247999872,18.304996,47.485176,-122.498474,10.502514,29.466887,289.00073,2004-10-15 15:37:36.247999872,17.9384
65,2004-10-15 15:37:41.224999936,18.903824,47.485188,-122.49846,10.490573,29.471722,289.06702,2004-10-15 15:37:41.224999936,18.534784
66,2004-10-15 15:37:49.209000064,19.712238,47.4852,-122.498436,10.466531,29.486406,289.19135,2004-10-15 15:37:49.209000064,19.350561
67,2004-10-15 15:37:57.467999872,20.56057,47.485218,-122.498405,10.465599,29.488785,289.19284,2004-10-15 15:37:57.467999872,20.210524
68,2004-10-15 15:38:08.262000128,21.358997,47.485237,-122.498375,10.473388,29.483906,289.15277,2004-10-15 15:38:08.262000128,20.99077
69,2004-10-15 15:38:18.138999936,22.217302,47.485264,-122.498344,10.453568,29.497372,289.2528,2004-10-15 15:38:18.138999936,21.862246
70,2004-10-15 15:38:28.792000000,23.325111,47.48529,-122.49832,10.438582,29.506092,289.33124,2004-10-15 15:38:28.792000000,22.940037
71,2004-10-15 15:38:38.790999936,24.442892,47.485313,-122.49829,10.448566,29.504534,289.27115,2004-10-15 15:38:38.790999936,24.087835
72,2004-10-15 15:38:48.790999936,25.321146,47.48534,-122.49827,10.456312,29.502113,289.22678,2004-10-15 15:38:48.790999936,24.990656
73,2004-10-15 15:38:58.790999936,25.860071,47.485363,-122.49824,10.440628,29.506031,289.31845,2004-10-15 15:38:58.790999936,25.478167
74,2004-10-15 15:39:08.790999936,26.708378,47.485386,-122.4982,10.441455,29.509592,289.30664,2004-10-15 15:39:08.790999936,26.334478
75,2004-10-15 15:39:18.790999936,27.446901,47.48541,-122.49817,10.440451,29.510164,289.31192,2004-10-15 15:39:18.790999936,27.106989
76,2004-10-15 15:39:28.792000000,27.856081,47.485428,-122.49814,10.432774,29.51431,289.3527,2004-10-15 15:39:28.792000000,27.487854
77,2004-10-15 15:39:38.792000000,28.37504,47.48545,-122.4981,10.4204235,29.521328,289.41766,2004-10-15 15:39:38.792000000,28.014187
78,2004-10-15 15:39:48.790999936,28.903978,47.485474,-122.49807,10.412055,29.525848,289.46213,2004-10-15 15:39:48.790999936,28.518114
79,2004-10-15 15:39:58.792000000,29.353075,47.485497,-122.49804,10.383385,29.540968,289.61526,2004-10-15 15:39:58.792000000,28.988115
80,2004-10-15 15:40:08.792000000,29.862051,47.485516,-122.49801,10.34472,29.560028,289.82452,2004-10-15 15:40:08.792000000,29.473825
81,2004-10-15 15:40:18.793999872,30.700361,47.48554,-122.49797,10.31943,29.573381,289.95987,2004-10-15 15:40:18.793999872,30.33622
82,2004-10-15 15:40:32.075000064,31.498749,47.48556,-122.49793,10.319732,29.57594,289.95325,2004-10-15 15:40:32.075000064,31.107391
83,2004-10-15 15:40:42.854000128,32.39693,47.485588,-122.497894,10.32734,29.575188,289.90646,2004-10-15 15:40:42.854000128,32.021423
84,2004-10-15 15:40:52.908999936,33.464764,47.48561,-122.49786,10.321735,29.57754,289.9376,2004-10-15 15:40:52.908999936,33.07969
85,2004-10-15 15:41:03.378000000,34.522614,47.485634,-122.497826,10.296111,29.589954,290.07693,2004-10-15 15:41:03.378000000,34.141502
86,2004-10-15 15:41:13.378999936,35.48066,47.485657,-122.497795,10.303132,29.591482,290.0296,2004-10-15 15:41:13.378999936,35.117336
