sg_data_point,time,depth_corrected,latitude,longitude,temperature,salinity,dissolved_oxygen,instrument_dissolved_oxygen,PAR_470nm,particle_concentration_700nm,chlorophyll_695nm,ctd_time,ctd_depth
539,2024-05-31 17:30:56.328000128,23.305826,47.4964,-122.492615,10.381627,29.555355,229.52573,242.95032,255.0,94.0,99.0,2004-10-15 17:30:56.328000128,17.201708
540,2024-05-31 17:31:01.128999936,22.756897,47.496414,-122.49261,10.386055,29.553501,229.7825,243.21956,277.0,96.0,104.0,2004-10-15 17:31:01.128999936,16.657965
541,2024-05-31 17:31:06.278000128,22.178024,47.496433,-122.4926,10.386356,29.552729,230.05856,243.3942,429.0,112.0,107.0,2004-10-15 17:31:06.278000128,16.085316
542,2024-05-31 17:31:11.298000128,21.619112,47.49645,-122.492584,10.389812,29.552294,230.30411,243.68047,266.0,99.0,98.0,2004-10-15 17:31:11.298000128,15.524328
543,2024-05-31 17:31:16.328999936,20.93045,47.496464,-122.49258,10.392531,29.551048,230.51971,243.91138,241.0,97.0,102.0,2004-10-15 17:31:16.328999936,14.829443
544,2024-05-31 17:31:21.391000064,20.391495,47.49648,-122.49257,10.386657,29.553682,230.6623,243.96301,288.0,99.0,103.0,2004-10-15 17:31:21.391000064,14.28323
545,2024-05-31 17:31:26.303999872,19.762714,47.496494,-122.49256,10.392115,29.55206,230.90962,244.26796,274.0,100.0,116.0,2004-10-15 17:31:26.303999872,13.661706
546,2024-05-31 17:31:31.278000128,19.183834,47.496513,-122.492546,10.396483,29.548693,231.09544,244.4861,284.0,98.0,100.0,2004-10-15 17:31:31.278000128,13.090086
547,2024-05-31 17:31:36.302999936,18.634892,47.49653,-122.49254,10.3967495,29.550358,231.19946,244.58116,320.0,101.0,105.0,2004-10-15 17:31:36.302999936,12.540109
548,2024-05-31 17:31:41.374000128,18.036047,47.496544,-122.49253,10.3934,29.550392,231.4355,244.73344,259.0,98.0,102.0,2004-10-15 17:31:41.374000128,11.937115
549,2024-05-31 17:31:46.328000128,17.4372,47.49656,-122.49252,10.404644,29.545412,231.4629,244.8912,383.0,123.0,140.0,2004-10-15 17:31:46.328000128,11.335156
550,2024-05-31 17:31:55.828000128,16.379234,47.496582,-122.49251,10.452239,29.519148,231.41647,245.25674,288.0,98.0,106.0,2004-10-15 17:31:55.828000128,10.273041
551,2024-05-31 17:32:04.168999936,15.640649,47.496613,-122.4925,10.501053,29.496027,231.48851,245.56543,364.0,104.0,115.0,2004-10-15 17:32:04.168999936,9.522019
552,2024-05-31 17:32:09.351000064,15.221451,47.496635,-122.49249,10.499385,29.497736,231.99194,245.67863,337.0,103.0,120.0,2004-10-15 17:32:09.351000064,9.084192
553,2024-05-31 17:32:16.543999872,14.632577,47.496655,-122.49249,10.493708,29.500683,233.08557,246.58182,301.0,105.0,109.0,2004-10-15 17:32:16.543999872,8.51084
554,2024-05-31 17:32:25.367000064,13.63448,47.49668,-122.49249,10.476498,29.508518,233.92218,247.27155,284.0,105.0,103.0,2004-10-15 17:32:25.367000064,7.5697713
555,2024-05-31 17:32:31.177000064,12.905867,47.496704,-122.49249,10.488407,29.503464,234.28835,247.77264,366.0,103.0,130.0,2004-10-15 17:32:31.177000064,6.825605
556,2024-05-31 17:32:35.868000000,12.316986,47.496723,-122.4925,10.49485,29.499926,234.38045,247.92409,312.0,101.0,114.0,2004-10-15 17:32:35.868000000,6.2336125
557,2024-05-31 17:32:41.670000128,11.538464,47.49674,-122.4925,10.499272,29.498356,234.68004,248.26552,258.0,96.0,115.0,2004-10-15 17:32:41.670000128,5.4530144
558,2024-05-31 17:32:46.095000064,11.0893135,47.496754,-122.4925,10.495582,29.499346,234.9614,248.49535,324.0,102.0,127.0,2004-10-15 17:32:46.095000064,4.9841585
559,2024-05-31 17:32:51.013000064,10.470484,47.49677,-122.4925,10.503807,29.496622,235.1119,248.71564,321.0,100.0,125.0,2004-10-15 17:32:51.013000064,4.3632555
560,2024-05-31 17:32:56.095000064,10.011351,47.496788,-122.4925,10.508264,29.49415,235.37767,249.00592,295.0,102.0,134.0,2004-10-15 17:32:56.095000064,3.9144926
561,2024-05-31 17:33:01.022000128,9.482348,47.496803,-122.4925,10.512082,29.49278,235.58957,249.22641,270.0,100.0,124.0,2004-10-15 17:33:01.022000128,3.3803046
562,2024-05-31 17:33:06.036000000,8.873495,47.49682,-122.4925,10.50341,29.497663,235.89423,249.41544,268.0,99.0,125.0,2004-10-15 17:33:06.036000000,2.7755997
563,2024-05-31 17:33:12.427000064,8.1748085,47.496838,-122.4925,10.511537,29.493645,236.00922,249.6325,349.0,110.0,125.0,2004-10-15 17:33:12.427000064,2.0665436
564,2024-05-31 17:33:17.648000000,7.7256517,47.496857,-122.4925,10.502373,29.496906,236.40088,249.88087,319.0,100.0,136.0,2004-10-15 17:33:17.648000000,1.622571
565,2024-05-31 17:33:23.234999936,6.947111,47.496876,-122.4925,10.502714,29.496868,236.60527,250.14809,347.0,106.0,136.0,2004-10-15 17:33:23.234999936,0.8523272
566,2024-05-31 17:33:27.652000000,6.507933,47.49689,-122.4925,10.5034275,,,,284.0,100.0,127.0,2004-10-15 17:33:27.652000000,0.41626084
567,2024-05-31 17:33:33.234999936,5.8391824,47.496902,-122.4925,10.502169,,,,280.0,99.0,123.0,2004-10-15 17:33:33.234999936,-0.25352687
568,2024-05-31 17:45:34.528000128,0.0,47.497177,-122.49199,10.869286,,,,220.0,98.0,256.0,2004-10-15 17:45:34.528000128,-7.9507027
569,2024-05-31 17:45:38.928999936,-0.029944897,47.497177,-122.49199,10.865751,,,,277.0,98.0,134.0,2004-10-15 17:45:38.928999936,-7.980449
570,2024-05-31 17:45:43.763000064,0.019963741,47.497185,-122.49199,10.861868,,,,269.0,97.0,84.0,2004-10-15 17:45:43.763000064,-7.930745
571,2024-05-31 17:45:49.588999936,-0.049908638,47.49719,-122.49199,10.857498,,,,388.0,103.0,118.0,2004-10-15 17:45:49.588999936,-8.000507
572,2024-05-31 17:45:54.003000064,0.019963741,47.497192,-122.49199,10.859642,,,,260.0,99.0,103.0,2004-10-15 17:45:54.003000064,-7.9296927
573,2024-05-31 17:45:59.588000000,-0.019963264,47.497196,-122.49199,10.861839,,,,274.0,96.0,97.0,2004-10-15 17:45:59.588000000,-7.9706745
574,2024-05-31 17:46:05.458000000,0.0,47.497204,-122.49199,10.8643465,,,,299.0,101.0,92.0,2004-10-15 17:46:05.458000000,-7.9505844
575,2024-05-31 17:46:10.601000064,0.039927006,47.497208,-122.49199,10.869984,,,,316.0,104.0,88.0,2004-10-15 17:46:10.601000064,-7.910417
576,2024-05-31 17:46:15.644000000,0.009981632,47.49721,-122.49199,10.871421,,,,388.0,107.0,110.0,2004-10-15 17:46:15.644000000,-7.940721
577,2024-05-31 17:46:20.632999936,0.079853535,47.49722,-122.49199,10.881587,,,,290.0,97.0,92.0,2004-10-15 17:46:20.632999936,-7.8707647
578,2024-05-31 17:46:25.684000000,0.05989027,47.497223,-122.49199,10.882446,,,,282.0,100.0,92.0,2004-10-15 17:46:25.684000000,-7.8907614
579,2024-05-31 17:46:31.528000128,0.019963741,47.497227,-122.49199,10.8843155,,,,248.0,96.0,79.0,2004-10-15 17:46:31.528000128,-7.930741
580,2024-05-31 17:46:38.801000064,-0.049908638,47.497234,-122.49199,10.886625,,,,276.0,95.0,144.0,2004-10-15 17:46:38.801000064,-8.000048
581,2024-05-31 17:46:44.816999936,0.009981632,47.49724,-122.49199,10.888536,,,,303.0,95.0,23.0,2004-10-15 17:46:44.816999936,-7.9406743
582,2024-05-31 17:46:51.502000128,0.039927006,47.497246,-122.49199,10.890625,,,,161.0,99.0,54.0,2004-10-15 17:46:51.502000128,-7.9107537
583,2024-05-31 17:46:57.535000064,-0.009981632,47.49725,-122.49199,10.891758,,,,253.0,98.0,81.0,2004-10-15 17:46:57.535000064,-7.96052
584,2024-05-31 17:47:03.575000064,0.019963741,47.497257,-122.49199,10.893029,,,,306.0,98.0,99.0,2004-10-15 17:47:03.575000064,-7.930046
585,2024-05-31 17:47:09.614000128,0.039927006,47.49726,-122.49199,10.896202,,,,266.0,98.0,87.0,2004-10-15 17:47:09.614000128,-7.910083
586,2024-05-31 17:47:18.328999936,0.089835644,47.49727,-122.49199,10.899357,,,,255.0,95.0,75.0,2004-10-15 17:47:18.328999936,-7.8591366
587,2024-05-31 17:47:24.346999936,0.16968918,47.497276,-122.49199,10.898354,,,,235.0,95.0,89.0,2004-10-15 17:47:24.346999936,-7.779037
588,2024-05-31 17:47:30.382000000,0.15970755,47.49728,-122.49199,10.90101,,,,285.0,96.0,116.0,2004-10-15 17:47:30.382000000,-7.788478
589,2024-05-31 17:47:36.424000000,0.3493595,47.497288,-122.49199,10.906308,,,,306.0,99.0,100.0,2004-10-15 17:47:36.424000000,-7.596941
590,2024-05-31 17:47:42.480000000,0.42921305,47.49729,-122.49199,10.909064,,,,209.0,97.0,96.0,2004-10-15 17:47:42.480000000,-7.5169606
591,2024-05-31 17:47:48.512000128,0.35934114,47.4973,-122.49199,10.911928,,,,291.0,104.0,83.0,2004-10-15 17:47:48.512000128,-7.5848656
592,2024-05-31 17:47:54.545000064,0.3793049,47.497303,-122.49198,10.91497,,,,240.0,93.0,91.0,2004-10-15 17:47:54.545000064,-7.5674863
593,2024-05-31 17:48:00.565000064,0.56895685,47.49731,-122.49198,10.920346,,,,255.0,97.0,102.0,2004-10-15 17:48:00.565000064,-7.375701
594,2024-05-31 17:48:06.579999872,0.98818684,47.497314,-122.49198,10.896844,,,,319.0,105.0,91.0,2004-10-15 17:48:06.579999872,-6.9535227
595,2024-05-31 17:48:12.612000000,1.3175817,47.497322,-122.49198,10.802357,,,,313.0,105.0,109.0,2004-10-15 17:48:12.612000000,-6.6253433
596,2024-05-31 17:48:24.411000064,2.1660194,47.49733,-122.49198,10.679024,,,,331.0,102.0,117.0,2004-10-15 17:48:24.411000064,-5.7753267
597,2024-05-31 17:48:30.657000064,2.695044,47.497337,-122.49198,10.652158,,,,295.0,102.0,114.0,2004-10-15 17:48:30.657000064,-5.2549148
598,2024-05-31 17:48:37.030999936,3.2939377,47.497345,-122.49198,10.646714,,,,403.0,110.0,125.0,2004-10-15 17:48:37.030999936,-4.6246805
599,2024-05-31 17:48:44.332999936,3.9627004,47.49735,-122.49198,10.6434765,,,,321.0,105.0,132.0,2004-10-15 17:48:44.332999936,-3.8839839
600,2024-05-31 17:48:54.043999872,5.230349,47.497356,-122.49198,10.619638,,,,330.0,107.0,136.0,2004-10-15 17:48:54.043999872,-2.643235
601,2024-05-31 17:48:59.822999936,6.108715,47.497364,-122.49198,10.620379,,,,304.0,103.0,128.0,2004-10-15 17:48:59.822999936,-1.7689066
602,2024-05-31 17:49:04.227999872,6.897245,47.49737,-122.49198,10.617042,,,,325.0,103.0,145.0,2004-10-15 17:49:04.227999872,-0.9758272
603,2024-05-31 17:49:09.321000064,7.695753,47.497375,-122.49198,10.6135845,,,,370.0,107.0,142.0,2004-10-15 17:49:09.321000064,-0.17264204
604,2024-05-31 17:49:14.838999936,8.783716,47.49738,-122.49198,10.610723,,,,326.0,102.0,144.0,2004-10-15 17:49:14.838999936,0.91637695
605,2024-05-31 17:49:19.232000128,9.5323105,47.497383,-122.49198,10.614773,,,,329.0,103.0,145.0,2004-10-15 17:49:19.232000128,1.6649716
606,2024-05-31 17:49:24.834000128,10.7100935,47.497395,-122.49198,10.609725,29.461227,251.52977,265.0952,348.0,104.0,144.0,2004-10-15 17:49:24.834000128,2.8427548
607,2024-05-31 17:49:29.684999936,11.79804,47.497406,-122.491974,10.585636,29.47006,251.0252,264.3905,311.0,102.0,134.0,2004-10-15 17:49:29.684999936,3.9259963
608,2024-05-31 17:49:35.528000128,13.075621,47.49742,-122.491974,10.563048,29.476742,250.36691,263.7172,372.0,105.0,127.0,2004-10-15 17:49:35.528000128,5.216404
609,2024-05-31 17:49:39.953000064,13.953953,47.497437,-122.49198,10.540896,29.485199,249.90657,263.12524,368.0,107.0,114.0,2004-10-15 17:49:39.953000064,6.09752
610,2024-05-31 17:49:45.528000128,15.151673,47.497448,-122.49198,10.541457,29.486189,249.04216,262.51938,312.0,100.0,123.0,2004-10-15 17:49:45.528000128,7.2941217
611,2024-05-31 17:49:53.842999936,16.898335,47.497467,-122.49198,10.525412,29.49377,247.77158,261.2187,315.0,103.0,122.0,2004-10-15 17:49:53.842999936,9.030996
612,2024-05-31 17:50:02.871000064,18.844599,47.497494,-122.49199,10.49972,29.5033,246.8916,260.23807,318.0,103.0,119.0,2004-10-15 17:50:02.871000064,11.025129
613,2024-05-31 17:50:08.704999936,19.862637,47.497513,-122.49199,10.496343,29.504305,246.11893,259.55722,342.0,103.0,118.0,2004-10-15 17:50:08.704999936,12.054422
614,2024-05-31 17:50:13.207000064,20.61119,47.497528,-122.49199,10.494935,29.504263,245.55116,259.06793,320.0,102.0,111.0,2004-10-15 17:50:13.207000064,12.799624
615,2024-05-31 17:50:18.421000064,21.419626,47.49754,-122.49199,10.496594,29.503681,244.55139,258.10272,318.0,100.0,110.0,2004-10-15 17:50:18.421000064,13.604083
616,2024-05-31 17:50:23.404999936,22.287941,47.497555,-122.492,10.496702,29.503517,244.0942,257.63153,333.0,106.0,116.0,2004-10-15 17:50:23.404999936,14.471741
617,2024-05-31 17:50:28.375999872,23.116331,47.497566,-122.492,10.496748,29.50322,243.3777,256.9194,284.0,99.0,111.0,2004-10-15 17:50:28.375999872,15.300131
618,2024-05-31 17:50:33.349999872,23.954699,47.49758,-122.492,10.497558,29.502151,242.75725,256.28937,320.0,105.0,110.0,2004-10-15 17:50:33.349999872,16.1438
619,2024-05-31 17:50:38.430000128,24.842964,47.497597,-122.492,10.494915,29.503773,242.3885,255.91019,322.0,103.0,104.0,2004-10-15 17:50:38.430000128,17.020906
620,2024-05-31 17:50:43.372999936,25.691305,47.49761,-122.492,10.493649,29.504349,241.96835,255.49802,297.0,99.0,109.0,2004-10-15 17:50:43.372999936,17.880407
621,2024-05-31 17:50:48.354000128,26.5097,47.497623,-122.492,10.492691,29.50494,241.56543,255.08368,298.0,103.0,115.0,2004-10-15 17:50:48.354000128,18.696804
622,2024-05-31 17:50:53.388000000,27.447857,47.49764,-122.492,10.491498,29.505548,241.20631,254.68839,331.0,102.0,112.0,2004-10-15 17:50:53.388000000,19.639643
623,2024-05-31 17:51:04.000000000,29.034729,47.497658,-122.492,10.48826,29.507055,240.5549,254.00328,488.0,113.0,110.0,2004-10-15 17:51:04.000000000,21.219187
624,2024-05-31 17:51:11.969000064,30.23236,47.497684,-122.492,10.481383,29.510002,240.23273,253.66162,319.0,103.0,110.0,2004-10-15 17:51:11.969000064,22.42213
625,2024-05-31 17:51:24.000999936,32.128597,47.49771,-122.492004,10.46699,29.516556,239.74907,253.07034,314.0,102.0,115.0,2004-10-15 17:51:24.000999936,24.341923
626,2024-05-31 17:51:34.000000000,33.27631,47.49774,-122.492004,10.454126,29.522295,239.40413,252.70139,310.0,102.0,112.0,2004-10-15 17:51:34.000000000,25.48466
627,2024-05-31 17:51:44.000000000,34.503857,47.497772,-122.492,10.431881,29.534006,239.08511,252.22655,309.0,101.0,100.0,2004-10-15 17:51:44.000000000,26.719336
628,2024-05-31 17:51:54.000999936,35.471916,47.4978,-122.492,10.4238205,29.539463,238.47708,251.64944,301.0,100.0,105.0,2004-10-15 17:51:54.000999936,27.675354
629,2024-05-31 17:52:04.000000000,36.649548,47.497826,-122.492,10.396209,29.551918,238.11374,251.17532,294.0,99.0,103.0,2004-10-15 17:52:04.000000000,28.848831
630,2024-05-31 17:52:14.000000000,37.807217,47.497852,-122.49199,10.387239,29.556465,237.40404,250.54779,345.0,104.0,105.0,2004-10-15 17:52:14.000000000,30.020544
631,2024-05-31 17:52:24.000000000,38.954895,47.497883,-122.492,10.375397,29.560503,236.76472,249.91963,389.0,105.0,99.0,2004-10-15 17:52:24.000000000,31.15764
632,2024-05-31 17:52:34.000000000,40.24229,47.49791,-122.492,10.3627405,29.56625,236.17255,249.31995,296.0,99.0,102.0,2004-10-15 17:52:34.000000000,32.452763
633,2024-05-31 17:52:44.003000064,41.479774,47.497936,-122.492004,10.352912,29.570175,235.61487,248.76633,273.0,98.0,107.0,2004-10-15 17:52:44.003000064,33.689537
634,2024-05-31 17:52:54.000999936,42.757168,47.497963,-122.49202,10.346351,29.573996,235.00781,248.14488,294.0,100.0,93.0,2004-10-15 17:52:54.000999936,34.96552
635,2024-05-31 17:53:04.003000064,43.914803,47.497986,-122.492035,10.335609,29.579117,234.55576,247.63109,302.0,101.0,102.0,2004-10-15 17:53:04.003000064,36.119637
636,2024-05-31 17:53:14.000999936,45.22212,47.498013,-122.49204,10.324027,29.585312,234.2083,247.26538,294.0,99.0,100.0,2004-10-15 17:53:14.000999936,37.432594
637,2024-05-31 17:53:26.898999936,46.87871,47.498043,-122.49206,10.323101,29.58579,233.46329,246.6152,272.0,98.0,91.0,2004-10-15 17:53:26.898999936,39.092037
638,2024-05-31 17:53:37.708000000,48.285805,47.498074,-122.49207,10.312072,29.591753,233.05634,246.14778,261.0,98.0,88.0,2004-10-15 17:53:37.708000000,40.509274
639,2024-05-31 17:53:47.707000064,49.2538,47.498104,-122.49207,10.310302,29.592695,232.60303,245.72688,251.0,96.0,91.0,2004-10-15 17:53:47.707000064,41.47727
640,2024-05-31 17:54:01.082999936,50.71077,47.498135,-122.49208,10.303543,29.597506,231.93068,245.01605,258.0,100.0,92.0,2004-10-15 17:54:01.082999936,42.91983
641,2024-05-31 17:54:11.882000000,52.047985,47.49817,-122.49208,10.291401,29.604708,231.89502,244.89886,404.0,105.0,95.0,2004-10-15 17:54:11.882000000,44.25003
642,2024-05-31 17:54:21.882000000,53.165646,47.4982,-122.49207,10.25273,29.627209,231.7493,244.46384,294.0,98.0,85.0,2004-10-15 17:54:21.882000000,45.371883
643,2024-05-31 17:54:31.147000064,54.193493,47.498226,-122.492065,10.250221,29.630531,231.11374,244.04756,299.0,102.0,97.0,2004-10-15 17:54:31.147000064,46.396236
644,2024-05-31 17:54:41.941999872,55.630474,47.498253,-122.49206,10.247897,29.631102,230.35417,243.31647,340.0,105.0,96.0,2004-10-15 17:54:41.941999872,47.830444
645,2024-05-31 17:54:51.943000064,56.8978,47.49828,-122.49205,10.24326,29.633764,229.91531,242.83359,301.0,101.0,92.0,2004-10-15 17:54:51.943000064,49.105446
646,2024-05-31 17:55:01.944000000,58.08529,47.498306,-122.492035,10.24032,29.636475,229.44154,242.3821,295.0,99.0,90.0,2004-10-15 17:55:01.944000000,50.281826
647,2024-05-31 17:55:11.944999936,59.532223,47.498333,-122.49203,10.240019,29.636595,229.11804,242.06158,308.0,102.0,89.0,2004-10-15 17:55:11.944999936,51.731503
648,2024-05-31 17:55:21.944000000,60.969166,47.49836,-122.49201,10.238988,29.63727,228.68906,241.63937,290.0,100.0,89.0,2004-10-15 17:55:21.944000000,53.172604
649,2024-05-31 17:55:31.944999936,62.52584,47.498386,-122.492,10.223261,29.646967,228.38803,241.21152,344.0,104.0,87.0,2004-10-15 17:55:31.944999936,54.729977
650,2024-05-31 17:55:41.944999936,63.932827,47.498413,-122.49198,10.216696,29.651667,228.04399,240.91632,379.0,109.0,108.0,2004-10-15 17:55:41.944999936,56.130733
651,2024-05-31 17:55:51.944000000,65.49946,47.49844,-122.491974,10.213014,29.65326,227.58649,240.44177,392.0,108.0,95.0,2004-10-15 17:55:51.944000000,57.706398
652,2024-05-31 17:56:01.944000000,67.10599,47.49847,-122.49196,10.217298,29.65225,227.15097,240.05927,288.0,99.0,84.0,2004-10-15 17:56:01.944000000,59.301163
653,2024-05-31 17:56:14.346999936,69.20145,47.4985,-122.49195,10.208584,29.65672,226.74251,239.5615,402.0,108.0,95.0,2004-10-15 17:56:14.346999936,61.38723
654,2024-05-31 17:56:25.177000064,71.23702,47.498535,-122.49194,10.209713,29.65664,226.39587,239.25104,363.0,105.0,87.0,2004-10-15 17:56:25.177000064,63.42148
655,2024-05-31 17:56:35.180000128,73.2127,47.498566,-122.491936,10.207545,29.65799,226.17055,239.02994,372.0,109.0,85.0,2004-10-15 17:56:35.180000128,65.398476
656,2024-05-31 17:56:45.648999936,75.21829,47.498592,-122.49193,10.20677,29.658548,225.8601,238.7125,339.0,105.0,85.0,2004-10-15 17:56:45.648999936,67.40078
657,2024-05-31 17:56:55.645999872,77.17398,47.498623,-122.49193,10.20421,29.660772,225.63762,238.46474,379.0,109.0,86.0,2004-10-15 17:56:55.645999872,69.364426
658,2024-05-31 17:57:06.118999936,79.08973,47.498653,-122.49193,10.201153,29.662893,225.4199,238.24615,350.0,107.0,83.0,2004-10-15 17:57:06.118999936,71.27884
659,2024-05-31 17:57:16.118000000,81.14516,47.498684,-122.49193,10.199108,29.66384,225.26913,238.10468,424.0,113.0,88.0,2004-10-15 17:57:16.118000000,73.33293
660,2024-05-31 17:57:26.302999936,83.400116,47.498714,-122.491936,10.198185,29.664873,224.96265,237.80167,369.0,109.0,85.0,2004-10-15 17:57:26.302999936,75.59872
661,2024-05-31 17:57:36.668999936,85.26593,47.49874,-122.49195,10.19706,29.665987,224.87524,237.71432,381.0,108.0,84.0,2004-10-15 17:57:36.668999936,77.47569
662,2024-05-31 17:57:46.648000000,87.021965,47.49877,-122.49197,10.197088,29.665432,224.59593,237.43828,501.0,121.0,87.0,2004-10-15 17:57:46.648000000,79.24839
663,2024-05-31 17:57:56.645999872,88.79795,47.498795,-122.49198,10.196877,29.666569,224.44446,237.27878,385.0,114.0,88.0,2004-10-15 17:57:56.645999872,81.02437
664,2024-05-31 17:58:06.645999872,90.26462,47.49882,-122.492004,10.19613,29.667429,224.33296,237.1545,364.0,111.0,89.0,2004-10-15 17:58:06.645999872,82.50302
665,2024-05-31 17:58:16.648999936,91.78116,47.498844,-122.49202,10.19694,29.666319,224.26476,237.08676,361.0,111.0,82.0,2004-10-15 17:58:16.648999936,83.97633
666,2024-05-31 17:58:26.648999936,93.58703,47.498867,-122.49204,10.197282,29.66589,224.16597,237.00128,489.0,115.0,84.0,2004-10-15 17:58:26.648999936,85.80831
667,2024-05-31 17:58:36.648999936,95.29311,47.498894,-122.492065,10.196896,29.66598,224.16364,236.98062,449.0,115.0,90.0,2004-10-15 17:58:36.648999936,87.51806
668,2024-05-31 17:58:48.980999936,97.35835,47.498913,-122.49207,10.196912,,,,508.0,120.0,91.0,2004-10-15 17:58:48.980999936,89.588486
669,2024-05-31 17:58:55.371000064,98.32612,47.49892,-122.49207,10.197086,,,,376.0,114.0,83.0,2004-10-15 17:58:55.371000064,90.65141
670,2024-05-31 17:59:05.351000064,98.95466,47.498928,-122.49207,10.196677,,,,392.0,112.0,111.0,2004-10-15 17:59:05.351000064,91.3194
671,2024-05-31 17:59:15.313999872,99.57323,47.498936,-122.49207,10.196124,,,,472.0,115.0,89.0,2004-10-15 17:59:15.313999872,91.9343
672,2024-05-31 17:59:25.418000000,100.21175,47.498947,-122.492065,10.196478,,,,348.0,110.0,81.0,2004-10-15 17:59:25.418000000,92.56827
673,2024-05-31 17:59:35.326999936,100.6607,47.498955,-122.492065,10.194715,,,,411.0,121.0,85.0,2004-10-15 17:59:35.326999936,93.00013
674,2024-05-31 17:59:45.387000064,101.16952,47.498966,-122.492065,10.194002,,,,377.0,111.0,84.0,2004-10-15 17:59:45.387000064,93.51341
675,2024-05-31 17:59:55.348000000,101.65838,47.498974,-122.492065,10.194094,,,,395.0,111.0,87.0,2004-10-15 17:59:55.348000000,93.996025
676,2024-05-31 18:00:05.434000000,102.27693,47.498978,-122.492065,10.196336,,,,389.0,113.0,86.0,2004-10-15 18:00:05.434000000,94.61904
677,2024-05-31 18:00:15.312999936,102.64607,47.498985,-122.492065,10.194169,,,,283.0,101.0,91.0,2004-10-15 18:00:15.312999936,94.972244
678,2024-05-31 18:00:34.569999872,103.274605,47.49899,-122.492065,10.19364,,,,455.0,117.0,93.0,2004-10-15 18:00:34.569999872,95.80192
679,2024-05-31 18:00:42.894000000,102.61614,47.498993,-122.492065,10.193862,,,,283.0,100.0,81.0,2004-10-15 18:00:42.894000000,95.49499
680,2024-05-31 18:00:52.361000064,101.63842,47.499,-122.492065,10.1944,,,,359.0,109.0,79.0,2004-10-15 18:00:52.361000064,94.507706
681,2024-05-31 18:01:00.984000000,100.88019,47.49901,-122.492065,10.193417,,,,417.0,114.0,85.0,2004-10-15 18:01:00.984000000,93.72234
682,2024-05-31 18:01:10.467999872,99.8426,47.499016,-122.492065,10.193436,,,,369.0,109.0,78.0,2004-10-15 18:01:10.467999872,92.69353
683,2024-05-31 18:01:18.754000000,98.91476,47.499027,-122.492065,10.193066,,,,356.0,108.0,87.0,2004-10-15 18:01:18.754000000,91.75299
684,2024-05-31 18:01:28.740999936,97.51798,47.499035,-122.492065,10.193323,,,,387.0,114.0,90.0,2004-10-15 18:01:28.740999936,90.33948
685,2024-05-31 18:01:37.032000128,96.340706,47.499043,-122.492065,10.195014,,,,505.0,114.0,85.0,2004-10-15 18:01:37.032000128,89.177956
686,2024-05-31 18:01:46.558000128,94.963875,47.49905,-122.492065,10.193999,,,,395.0,112.0,98.0,2004-10-15 18:01:46.558000128,87.795235
687,2024-05-31 18:01:55.344000128,93.43737,47.499058,-122.492065,10.194224,,,,418.0,116.0,77.0,2004-10-15 18:01:55.344000128,86.27463
688,2024-05-31 18:02:05.385999872,91.67141,47.49907,-122.492065,10.194025,,,,381.0,113.0,89.0,2004-10-15 18:02:05.385999872,84.49587
689,2024-05-31 18:02:20.065000064,88.578445,47.499096,-122.49207,10.194238,29.667547,223.03195,235.82307,476.0,118.0,85.0,2004-10-15 18:02:20.065000064,81.438095
690,2024-05-31 18:02:30.882000000,85.91447,47.499134,-122.49208,10.194625,29.666748,223.30077,236.10141,483.0,123.0,87.0,2004-10-15 18:02:30.882000000,78.751724
691,2024-05-31 18:02:44.289000064,82.88128,47.499176,-122.49208,10.195187,29.665522,222.9668,235.76884,477.0,117.0,88.0,2004-10-15 18:02:44.289000064,75.70969
692,2024-05-31 18:02:55.118999936,80.57642,47.499214,-122.49208,10.194978,29.665579,223.07883,235.88846,446.0,115.0,85.0,2004-10-15 18:02:55.118999936,73.37101
693,2024-05-31 18:03:05.119999872,78.66068,47.49925,-122.49209,10.194789,29.665972,223.22955,236.03363,436.0,116.0,85.0,2004-10-15 18:03:05.119999872,71.45024
694,2024-05-31 18:03:15.118999936,76.69504,47.49928,-122.49209,10.195001,29.665552,223.15958,235.96497,499.0,124.0,95.0,2004-10-15 18:03:15.118999936,69.48761
695,2024-05-31 18:03:25.119999872,74.73934,47.499313,-122.49209,10.195309,29.665033,223.12524,235.92526,458.0,116.0,80.0,2004-10-15 18:03:25.119999872,67.53493
696,2024-05-31 18:03:35.119999872,72.77366,47.499348,-122.49209,10.1999,29.662296,223.10869,235.97319,359.0,107.0,85.0,2004-10-15 18:03:35.119999872,65.57125
697,2024-05-31 18:03:45.118999936,70.95763,47.49938,-122.49209,10.212836,29.653545,223.15157,236.11897,327.0,104.0,84.0,2004-10-15 18:03:45.118999936,63.751205
698,2024-05-31 18:03:55.118999936,69.07173,47.499413,-122.49208,10.219638,29.648869,223.33595,236.25002,337.0,103.0,85.0,2004-10-15 18:03:55.118999936,61.860283
699,2024-05-31 18:04:05.121000064,67.11597,47.499447,-122.49208,10.223223,29.646914,223.52782,236.4072,330.0,102.0,88.0,2004-10-15 18:04:05.121000064,59.91856
700,2024-05-31 18:04:15.118000000,65.26995,47.499477,-122.49209,10.241331,29.635258,223.7452,236.77191,388.0,106.0,89.0,2004-10-15 18:04:15.118000000,58.060513
701,2024-05-31 18:04:25.118999936,63.41394,47.49951,-122.492096,10.246474,29.631872,224.10825,237.08672,292.0,101.0,93.0,2004-10-15 18:04:25.118999936,56.21052
