dive,U_DAC,V_DAC,start_time,end_time,start_latitude,end_latitude,start_longitude,end_longitude
0,-0.002427291,-0.015537148,2004-10-15 16:04:35,2004-10-15 16:31:38,47.49437,47.49452,-122.443634,-122.4424
1,0.017888116,0.01702154,2004-10-15 17:31:19,2004-10-15 18:08:12,47.49157,47.4941,-122.447464,-122.44472
2,0.060191263,0.12203625,2004-10-15 18:22:52,2004-10-15 19:11:16,47.49397,47.500282,-122.44438,-122.43875
3,0.03405028,0.15358536,2004-10-15 19:19:31,2004-10-15 20:07:44,47.500774,47.5075,-122.437675,-122.43242
4,0.044419162,0.15002964,2004-10-15 20:24:17,2004-10-15 21:30:33,47.50804,47.518368,-122.4319,-122.42478
5,0.05953261,0.17849903,2004-10-15 21:39:26,2004-10-15 22:46:15,47.518032,47.528984,-122.424805,-122.416534
6,0.047296666,0.19243447,2004-10-15 23:01:21,2004-10-15 23:52:46,47.528988,47.5375,-122.41504,-122.41002
